date,location,rainfall,temp,temp_min,temp_max
2019-08-13,COH1,0,22.5,11.1,33.9
2019-08-14,COH1,1.5,21.65,11.1,32.2
2019-08-15,COH1,0,22.75,12.2,33.3
2019-08-16,COH1,0,23.65,11.7,35.6
2019-08-17,COH1,0,18.9,11.1,26.7
2019-08-18,COH1,0,22.5,11.1,33.9
2019-08-19,COH1,0,21.15,11.7,30.6
2019-08-20,COH1,0,24.15,11.1,37.2
2019-08-21,COH1,0,25.55,13.3,37.8
2019-08-22,COH1,0,21.95,15.6,28.3
2019-08-23,COH1,0,23.3,14.4,32.2
2019-08-24,COH1,0,21.95,12.8,31.1
2019-08-25,COH1,0,21.95,11.7,32.2
2019-08-26,COH1,0,24.45,12.2,36.7
2019-08-27,COH1,0,18.35,10,26.7
2019-08-28,COH1,0,16.7,7.8,25.6
2019-08-29,COH1,0,20.55,7.2,33.9
2019-08-30,COH1,0,21.95,10,33.9
2019-08-31,COH1,0,21.35,13.3,29.4
2019-09-01,COH1,0,22.8,12.8,32.8
2019-09-02,COH1,0,24.2,11.7,36.7
2019-09-03,COH1,0,26.1,12.8,39.4
2019-09-04,COH1,0,20.85,12.8,28.9
2019-09-05,COH1,0,21.95,12.8,31.1
2019-09-06,COH1,0,25.55,13.3,37.8
2019-09-07,COH1,1.5,21.65,15,28.3
2019-09-08,COH1,0,20.55,9.4,31.7
2019-09-09,COH1,10.7,16.4,8.9,23.9
2019-09-10,COH1,0.5,20.85,11.7,30
2019-09-11,COH1,0,19.7,11.1,28.3
2019-09-12,COH1,1.8,15.8,8.3,23.3
2019-09-13,COH1,0,15,5,25
2019-09-14,COH1,0,15.55,5,26.1
2019-09-15,COH1,0,18.9,6.7,31.1
2019-09-16,COH1,0,18.9,6.7,31.1
2019-09-17,COH1,0,21.95,11.1,32.8
2019-09-18,COH1,0,21.65,11.1,32.2
2019-09-19,COH1,0,17.2,8.3,26.1
2019-09-20,COH1,0,19.15,8.3,30
2019-09-21,COH1,0,18.6,7.2,30
2019-09-22,COH1,0,15.55,4.4,26.7
2019-09-23,COH1,0,13.35,3.9,22.8
2019-09-24,COH1,0,15.8,4.4,27.2
2019-09-25,COH1,0,17.75,6.1,29.4
2019-09-26,COH1,0,14.45,3.9,25
2019-09-27,COH1,0,15,2.8,27.2
2019-09-28,COH1,5.6,14.7,7.2,22.2
2019-09-29,COH1,0,15,6.7,23.3
2019-09-30,COH1,0,18.9,7.2,30.6
2019-10-01,COH1,3,14.75,6.7,22.8
2019-10-02,COH1,6.1,6.9,4.4,9.4
2019-10-03,COH1,0.5,9.7,4.4,15
2019-10-04,COH1,0,10.25,2.2,18.3
2019-10-05,COH1,0,12.2,2.2,22.2
2019-10-06,COH1,0,13.05,6.1,20
2019-10-07,COH1,0,7.5,-2.2,17.2
2019-10-08,COH1,0,10.25,-2.8,23.3
2019-10-09,COH1,0,13.85,3.3,24.4
2019-10-10,COH1,4.1,10.8,-5.6,27.2
2019-10-11,COH1,5.8,-4.45,-10,1.1
2019-10-12,COH1,0,0.3,-10,10.6
2019-10-13,COH1,0,5.8,-5.6,17.2
2019-10-14,COH1,0,9.7,-3.9,23.3
2019-10-15,COH1,0,11.65,-1.1,24.4
2019-10-16,COH1,0,6.95,-1.7,15.6
2019-10-17,COH1,0,11.4,-2.2,25
2019-10-18,COH1,0,11.9,-0.6,24.4
2019-10-19,COH1,0,9.75,-1.1,20.6
2019-10-20,COH1,0,8.6,-1.7,18.9
2019-10-21,COH1,0,5.85,0,11.7
2019-10-22,COH1,0,5.55,-3.3,14.4
2019-10-23,COH1,0,8.3,-2.8,19.4
2019-10-24,COH1,0,5,-1.1,11.1
2019-10-25,COH1,0,0.55,-6.7,7.8
2019-10-26,COH1,0,5.55,-7.2,18.3
2019-10-27,COH1,0,10,-4.4,24.4
2019-10-28,COH1,4.6,-5.3,-8.9,-1.7
2019-10-29,COH1,1.5,-5.85,-10,-1.7
2019-10-30,COH1,6.4,-12.2,-15,-9.4
2019-10-31,COH1,0,-11.35,-18.3,-4.4
2019-11-01,COH1,0,-4.75,-16.7,7.2
2019-11-02,COH1,0,-2.2,-10,5.6
2019-11-03,COH1,0,0.3,-10,10.6
2019-11-04,COH1,0,4.7,-5.6,15
2019-11-05,COH1,0,2.5,-4.4,9.4
2019-11-06,COH1,0,4.15,-5,13.3
2019-11-07,COH1,1.3,3.1,-4.4,10.6
2019-05-09,DEH1,0,18.9,12.8,25
2019-05-10,DEH1,0,22.25,16.7,27.8
2019-05-11,DEH1,8.6,19.45,15.6,23.3
2019-05-12,DEH1,10.9,12.8,10,15.6
2019-05-13,DEH1,17,11.65,10,13.3
2019-05-14,DEH1,0,12.8,8.9,16.7
2019-05-15,DEH1,0,15.3,7.8,22.8
2019-05-16,DEH1,0.8,17.8,11.7,23.9
2019-05-17,DEH1,0,20.55,13.9,27.2
2019-05-18,DEH1,0,20.55,16.7,24.4
2019-05-19,DEH1,1,23.05,16.7,29.4
2019-05-20,DEH1,0,27.5,23.3,31.7
2019-05-21,DEH1,0,18.9,15,22.8
2019-05-22,DEH1,0,16.35,9.4,23.3
2019-05-23,DEH1,9.9,20.85,12.8,28.9
2019-05-24,DEH1,0,23.05,18.3,27.8
2019-05-25,DEH1,0,19.15,15,23.3
2019-05-26,DEH1,11.9,25.8,19.4,32.2
2019-05-27,DEH1,0,23.05,17.8,28.3
2019-05-28,DEH1,15,23.35,16.7,30
2019-05-29,DEH1,0,26.65,20,33.3
2019-05-30,DEH1,12.2,26.1,20,32.2
2019-05-31,DEH1,0,24.7,20,29.4
2019-06-01,DEH1,0,23.3,19.4,27.2
2019-06-02,DEH1,0.3,23.6,17.2,30
2019-06-03,DEH1,0,17.75,11.1,24.4
2019-06-04,DEH1,0,16.95,10,23.9
2019-06-05,DEH1,9.4,23.3,17.2,29.4
2019-06-06,DEH1,0.5,26.4,22.2,30.6
2019-06-07,DEH1,0,23.3,19.4,27.2
2019-06-08,DEH1,0,21.1,17.2,25
2019-06-09,DEH1,4.8,20.8,18.3,23.3
2019-06-10,DEH1,35.1,24.7,20,29.4
2019-06-11,DEH1,9.9,20.85,15.6,26.1
2019-06-12,DEH1,0,18.6,13.9,23.3
2019-06-13,DEH1,14.2,20.55,16.7,24.4
2019-06-14,DEH1,0,19.15,15,23.3
2019-06-15,DEH1,0,20.25,12.2,28.3
2019-06-16,DEH1,0,25,19.4,30.6
2019-06-17,DEH1,4.3,27.25,21.7,32.8
2019-06-18,DEH1,17,26.4,21.7,31.1
2019-06-19,DEH1,0.5,26.4,22.2,30.6
2019-06-20,DEH1,14,26.95,21.7,32.2
2019-06-21,DEH1,1.8,24.2,20.6,27.8
2019-06-22,DEH1,0,22.5,17.2,27.8
2019-06-23,DEH1,0,21.95,15,28.9
2019-06-24,DEH1,0.3,24.45,17.2,31.7
2019-06-25,DEH1,0,27.5,23.9,31.1
2019-06-26,DEH1,0,26.95,21.1,32.8
2019-06-27,DEH1,0,28.05,21.7,34.4
2019-06-28,DEH1,1,27.5,21.1,33.9
2019-06-29,DEH1,0.3,28.9,22.8,35
2019-06-30,DEH1,0.5,26.95,21.7,32.2
2019-07-01,DEH1,0,23.9,17.8,30
2019-07-02,DEH1,0,25.55,17.8,33.3
2019-07-03,DEH1,0,28.05,21.7,34.4
2019-07-04,DEH1,0,28.3,23.3,33.3
2019-07-05,DEH1,0,29.45,25,33.9
2019-07-06,DEH1,1,28.85,23.3,34.4
2019-07-07,DEH1,0,26.7,22.8,30.6
2019-07-08,DEH1,4.6,22.8,18.9,26.7
2019-07-09,DEH1,0,23.9,17.2,30.6
2019-07-10,DEH1,0,25.25,18.3,32.2
2019-07-11,DEH1,9.9,27.2,20,34.4
2019-07-12,DEH1,0,27.8,22.8,32.8
2019-07-13,DEH1,0,27.2,22.2,32.2
2019-07-14,DEH1,0,28.9,22.8,35
2019-07-15,DEH1,0,26.7,20.6,32.8
2019-07-16,DEH1,0,28.1,20.6,35.6
2019-07-17,DEH1,10.7,30.85,23.9,37.8
2019-07-18,DEH1,1.8,29.4,24.4,34.4
2019-07-19,DEH1,0,30.55,25,36.1
2019-07-20,DEH1,0,31.95,26.7,37.2
2019-07-21,DEH1,0,32.25,26.7,37.8
2019-07-22,DEH1,0.8,30.25,24.4,36.1
2019-07-23,DEH1,14.7,22.2,20,24.4
2019-07-24,DEH1,7.6,23.9,18.9,28.9
2019-07-25,DEH1,0,24.45,17.8,31.1
2019-07-26,DEH1,0,23.9,17.2,30.6
2019-07-27,DEH1,0,25,18.3,31.7
2019-07-28,DEH1,0,26.35,19.4,33.3
2019-07-29,DEH1,0,28.35,21.7,35
2019-07-30,DEH1,0,28.9,22.2,35.6
2019-07-31,DEH1,7.4,27.8,21.7,33.9
2019-08-01,DEH1,3.3,26.4,21.1,31.7
2019-08-02,DEH1,8.4,25,21.7,28.3
2019-08-03,DEH1,0,25.85,21.1,30.6
2019-08-04,DEH1,0.3,26.4,21.7,31.1
2019-08-05,DEH1,0,27.2,22.2,32.2
2019-08-06,DEH1,0.5,26.4,22.2,30.6
2019-08-07,DEH1,24.9,27.25,20.6,33.9
2019-08-08,DEH1,0,25.85,20,31.7
2019-08-09,DEH1,0,26.4,21.7,31.1
2019-08-10,DEH1,0,22.75,17.2,28.3
2019-08-11,DEH1,0,23.35,16.7,30
2019-08-12,DEH1,0,23.9,16.7,31.1
2019-08-13,DEH1,25.4,26.7,22.8,30.6
2019-08-14,DEH1,5.6,27.25,22.8,31.7
2019-08-15,DEH1,0,24.75,21.7,27.8
2019-08-16,DEH1,0,25.25,21.1,29.4
2019-08-17,DEH1,0,26.65,22.2,31.1
2019-08-18,DEH1,0,27.5,23.3,31.7
2019-08-19,DEH1,5.6,28.6,22.8,34.4
2019-08-20,DEH1,0.3,26.4,21.7,31.1
2019-08-21,DEH1,0,26.95,21.7,32.2
2019-08-22,DEH1,3.8,27.25,21.7,32.8
2019-08-23,DEH1,18.3,22.75,18.3,27.2
2019-08-24,DEH1,0,20.85,15.6,26.1
2019-08-25,DEH1,0.5,19.7,14.4,25
2019-08-26,DEH1,0,20.55,17.8,23.3
2019-08-27,DEH1,0,20.25,16.1,24.4
2019-08-28,DEH1,0,25.25,21.1,29.4
2019-08-29,DEH1,0,22.8,16.7,28.9
2019-08-30,DEH1,0,23.05,15,31.1
2019-08-31,DEH1,0,24.45,18.9,30
2019-09-01,DEH1,0,23.35,18.9,27.8
2019-09-02,DEH1,0,25.55,18.9,32.2
2019-09-03,DEH1,17.8,23.9,18.9,28.9
2019-09-04,DEH1,0,25.3,18.9,31.7
2019-09-05,DEH1,0,23.35,21.7,25
2019-09-06,DEH1,14,19.45,16.7,22.2
2019-09-07,DEH1,0,20.55,13.9,27.2
2019-09-08,DEH1,0,22.5,16.7,28.3
2019-09-09,DEH1,0,23.35,17.8,28.9
2019-09-10,DEH1,0,22.5,16.7,28.3
2019-09-11,DEH1,0,25.25,18.3,32.2
2019-09-12,DEH1,0,28.35,21.7,35
2019-03-28,GAH1,0,14.7,6.1,23.3
2019-03-29,GAH1,0,16.1,7.2,25
2019-03-30,GAH1,0,20,12.2,27.8
2019-03-31,GAH1,1,14.7,10,19.4
2019-04-01,GAH1,0,13.6,9.4,17.8
2019-04-02,GAH1,1.8,14.75,8.9,20.6
2019-04-03,GAH1,0,14.7,6.1,23.3
2019-04-04,GAH1,6.1,17.25,8.9,25.6
2019-04-05,GAH1,0.5,20,15.6,24.4
2019-04-06,GAH1,13,23.35,18.9,27.8
2019-04-07,GAH1,0,23.35,18.9,27.8
2019-04-08,GAH1,0.8,23.05,19.4,26.7
2019-04-09,GAH1,0.5,22.5,17.8,27.2
2019-04-10,GAH1,0,23.35,16.7,30
2019-04-11,GAH1,0,23.05,16.7,29.4
2019-04-12,GAH1,0,24.15,19.4,28.9
2019-04-13,GAH1,0,23.35,15,31.7
2019-04-14,GAH1,27.4,20.55,15,26.1
2019-04-15,GAH1,0,16.7,10.6,22.8
2019-04-16,GAH1,0,17.5,8.3,26.7
2019-04-17,GAH1,0,20.25,12.2,28.3
2019-04-18,GAH1,0,23.05,16.1,30
2019-04-19,GAH1,17.5,18.35,11.7,25
2019-04-20,GAH1,0,15.3,8.9,21.7
2019-04-21,GAH1,0,17.25,8.9,25.6
2019-04-22,GAH1,0,19.15,8.9,29.4
2019-04-23,GAH1,0,20.85,11.7,30
2019-04-24,GAH1,0,21.95,15.6,28.3
2019-04-25,GAH1,7.4,20.8,13.3,28.3
2019-04-26,GAH1,0,20,12.8,27.2
2019-04-27,GAH1,0,18.35,8.9,27.8
2019-04-28,GAH1,0,19.15,9.4,28.9
2019-04-29,GAH1,0,22.5,12.8,32.2
2019-04-30,GAH1,0,24.15,16.1,32.2
2019-05-01,GAH1,0,26.4,20.6,32.2
2019-05-02,GAH1,0,24.75,17.8,31.7
2019-05-03,GAH1,0,26.4,20.6,32.2
2019-05-04,GAH1,6.4,26.95,20.6,33.3
2019-05-05,GAH1,2,25.6,20.6,30.6
2019-05-06,GAH1,0,23.35,16.7,30
2019-05-07,GAH1,0,24.15,15,33.3
2019-05-08,GAH1,0,25.8,19.4,32.2
2019-05-09,GAH1,20.8,26.4,20,32.8
2019-05-10,GAH1,0,26.15,20.6,31.7
2019-05-11,GAH1,4.8,NA,NA,NA
2019-05-12,GAH1,0,NA,NA,NA
2019-05-13,GAH1,0,NA,NA,NA
2019-05-14,GAH1,0,22.5,17.8,27.2
2019-05-15,GAH1,NA,NA,NA,NA
2019-05-16,GAH1,NA,NA,NA,NA
2019-05-17,GAH1,0,27.2,22.2,32.2
2019-05-18,GAH1,0,27.5,22.2,32.8
2019-05-19,GAH1,0,25.85,18.9,32.8
2019-05-20,GAH1,0,26.35,19.4,33.3
2019-05-21,GAH1,0,27.2,20,34.4
2019-05-22,GAH1,0,27.8,20.6,35
2019-05-23,GAH1,0,27.75,21.1,34.4
2019-05-24,GAH1,0,27.5,19.4,35.6
2019-05-25,GAH1,0,30.55,23.9,37.2
2019-05-26,GAH1,0,30.25,22.2,38.3
2019-05-27,GAH1,0,30.55,23.9,37.2
2019-05-28,GAH1,0,30.25,23.3,37.2
2019-05-29,GAH1,0,29.7,22.2,37.2
2019-05-30,GAH1,0,28.35,21.1,35.6
2019-05-31,GAH1,0,30.25,24.4,36.1
2019-06-01,GAH1,0,29.75,21.7,37.8
2019-06-02,GAH1,0,28.65,20.6,36.7
2019-06-03,GAH1,0,29.2,20.6,37.8
2019-06-04,GAH1,0,30.55,22.8,38.3
2019-06-05,GAH1,0,30.3,25,35.6
2019-06-06,GAH1,0,26.65,25,28.3
2019-06-07,GAH1,NA,28.35,23.9,32.8
2019-06-08,GAH1,NA,27.8,22.8,32.8
2019-06-09,GAH1,117.3,24.15,22.2,26.1
2019-06-10,GAH1,7.4,26.7,22.8,30.6
2019-06-11,GAH1,3.6,28.05,22.2,33.9
2019-06-12,GAH1,4.8,27.5,22.8,32.2
2019-06-13,GAH1,0,25.55,20,31.1
2019-06-14,GAH1,0,23.9,16.7,31.1
2019-06-15,GAH1,0,26.1,20,32.2
2019-06-16,GAH1,0,27.75,21.1,34.4
2019-06-17,GAH1,0,28.35,22.8,33.9
2019-06-18,GAH1,10.7,27.8,22.8,32.8
2019-06-19,GAH1,0.8,28.6,23.3,33.9
2019-06-20,GAH1,12.4,29.15,23.3,35
2019-06-21,GAH1,0,29.2,22.8,35.6
2019-06-22,GAH1,6.9,30.55,26.1,35
2019-06-23,GAH1,0,28.05,21.7,34.4
2019-06-24,GAH1,0,29.15,23.3,35
2019-06-25,GAH1,0,30,25,35
2019-06-26,GAH1,0,29.15,23.9,34.4
2019-06-27,GAH1,0,28.05,22.2,33.9
2019-06-28,GAH1,12.7,28.3,22.2,34.4
2019-06-29,GAH1,30,27.25,21.7,32.8
2019-06-30,GAH1,0,27.2,22.2,32.2
2019-07-01,GAH1,0,29.45,23.9,35
2019-07-02,GAH1,0,30.55,25,36.1
2019-07-03,GAH1,0,30.55,24.4,36.7
2019-07-04,GAH1,0,30,24.4,35.6
2019-07-05,GAH1,0,29.15,23.3,35
2019-07-06,GAH1,3.3,29.15,24.4,33.9
2019-07-07,GAH1,0,29.45,23.3,35.6
2019-07-08,GAH1,2.3,29.15,23.9,34.4
2019-07-09,GAH1,0,30,24.4,35.6
2019-07-10,GAH1,0,29.7,25,34.4
2019-07-11,GAH1,5.8,28.85,24.4,33.3
2019-07-12,GAH1,10.4,28.6,24.4,32.8
2019-07-13,GAH1,0,28.05,23.9,32.2
2019-07-14,GAH1,0,28.85,23.3,34.4
2019-07-15,GAH1,0,28.9,22.2,35.6
2019-07-16,GAH1,0,29.7,23.3,36.1
2019-07-17,GAH1,0,29.45,23.3,35.6
2019-07-18,GAH1,31.5,29.75,22.8,36.7
2019-07-19,GAH1,68.8,28.35,22.8,33.9
2019-07-20,GAH1,0,27.25,21.7,32.8
2019-07-21,GAH1,3,28.05,22.8,33.3
2019-07-22,GAH1,2,28.35,22.8,33.9
2019-07-23,GAH1,14,27.75,23.3,32.2
2019-07-24,GAH1,0,26.95,22.8,31.1
2019-07-25,GAH1,0,26.1,19.4,32.8
2019-07-26,GAH1,0,27.25,21.7,32.8
2019-07-27,GAH1,0,26.35,19.4,33.3
2019-07-28,GAH1,0,26.95,20.6,33.3
2019-07-29,GAH1,0,27.2,20,34.4
2019-07-30,GAH1,0,28.35,21.1,35.6
2019-07-31,GAH1,0,28.35,21.7,35
2019-08-01,GAH1,0,28.65,21.7,35.6
2019-08-02,GAH1,0.8,27.75,22.2,33.3
2019-08-03,GAH1,38.1,28.9,22.8,35
2019-08-04,GAH1,0,27.5,21.7,33.3
2019-08-05,GAH1,1.8,27.25,22.8,31.7
2019-08-06,GAH1,0,28.05,22.8,33.3
2019-08-07,GAH1,0,29.2,22.8,35.6
2019-08-08,GAH1,6.9,30.25,24.4,36.1
2019-08-09,GAH1,0,30.25,24.4,36.1
2019-08-10,GAH1,0,30.85,25.6,36.1
2019-08-11,GAH1,0,30.3,25,35.6
2019-08-12,GAH1,10.7,30.85,25.6,36.1
2019-08-13,GAH1,0,30.55,25,36.1
2019-08-14,GAH1,3.6,30.85,25.6,36.1
2019-08-15,GAH1,0,29.7,24.4,35
2019-04-12,GAH2,0,21.05,15.9,26.2
2019-04-13,GAH2,0,21.55,15.5,27.6
2019-04-14,GAH2,9.7,19,13.7,24.3
2019-04-15,GAH2,0,12.8,7.1,18.5
2019-04-16,GAH2,0,13.7,4.2,23.2
2019-04-17,GAH2,0,16.6,7.3,25.9
2019-04-18,GAH2,0,20.25,14.5,26
2019-04-19,GAH2,41.3,15.7,9.1,22.3
2019-04-20,GAH2,0.7,9.4,6.8,12
2019-04-21,GAH2,0,13.6,5.5,21.7
2019-04-22,GAH2,0,16.1,6.8,25.4
2019-04-23,GAH2,0,18.85,9.6,28.1
2019-04-24,GAH2,0,21.6,15.2,28
2019-04-25,GAH2,0,19.05,13.9,24.2
2019-04-26,GAH2,1.3,17.45,11.8,23.1
2019-04-27,GAH2,0,15.75,6.5,25
2019-04-28,GAH2,0,19.2,11.1,27.3
2019-04-29,GAH2,0,21.25,14.3,28.2
2019-04-30,GAH2,0,21.6,14.1,29.1
2019-05-01,GAH2,0,21.85,15.7,28
2019-05-02,GAH2,0,21.45,14.7,28.2
2019-05-03,GAH2,0,21.85,15.5,28.2
2019-05-04,GAH2,21.8,22.3,16.7,27.9
2019-05-05,GAH2,0.8,21.6,17.1,26.1
2019-05-06,GAH2,0,20.4,13.8,27
2019-05-07,GAH2,0,20.75,15,26.5
2019-05-08,GAH2,0,22.4,16.6,28.2
2019-05-09,GAH2,0.3,21.2,16.1,26.3
2019-05-10,GAH2,0.3,23.25,18.2,28.3
2019-05-11,GAH2,7.2,23.75,19.2,28.3
2019-05-12,GAH2,12.5,21.1,18.3,23.9
2019-05-13,GAH2,0,18.1,12.9,23.3
2019-05-14,GAH2,0,15.85,9,22.7
2019-05-15,GAH2,0,15.95,8.3,23.6
2019-05-16,GAH2,0,20.85,12.5,29.2
2019-05-17,GAH2,0,23.75,16.2,31.3
2019-05-18,GAH2,0,24.75,17.3,32.2
2019-05-19,GAH2,0,24.6,18.1,31.1
2019-05-20,GAH2,0,24.35,17.8,30.9
2019-05-21,GAH2,0,23.65,15,32.3
2019-05-22,GAH2,0,25.2,17.8,32.6
2019-05-23,GAH2,0,25.6,19.5,31.7
2019-05-24,GAH2,0,26.9,19.4,34.4
2019-05-25,GAH2,0,27.9,20.8,35
2019-05-26,GAH2,0,27.95,20.2,35.7
2019-05-27,GAH2,0,27.2,19.3,35.1
2019-05-28,GAH2,0,28.3,20.8,35.8
2019-05-29,GAH2,0,28.05,20.6,35.5
2019-05-30,GAH2,0,28,21.1,34.9
2019-05-31,GAH2,0,26.2,19.7,32.7
2019-06-01,GAH2,0,23.8,15.8,31.8
2019-06-02,GAH2,0,25.15,18.3,32
2019-06-03,GAH2,0,25.2,17.4,33
2019-06-04,GAH2,0,25.15,19.8,30.5
2019-06-05,GAH2,0,25.3,21.6,29
2019-06-06,GAH2,0.5,23.65,21.4,25.9
2019-06-07,GAH2,19.4,25.5,20.6,30.4
2019-06-08,GAH2,92.2,21.05,19.9,22.2
2019-06-09,GAH2,6,22.85,20.4,25.3
2019-06-10,GAH2,2.5,24,20.6,27.4
2019-06-11,GAH2,0,25.2,20.3,30.1
2019-06-12,GAH2,0,18.95,16.7,21.2
2019-06-13,GAH2,0,21.7,16.2,27.2
2019-06-14,GAH2,0,19.85,12.4,27.3
2019-06-15,GAH2,0,21.1,13.1,29.1
2019-06-16,GAH2,0,24.8,17.5,32.1
2019-06-17,GAH2,0,26.5,20.8,32.2
2019-06-18,GAH2,3,25,21.2,28.8
2019-06-19,GAH2,0,25.55,21,30.1
2019-06-20,GAH2,0,26.55,22.1,31
2019-06-21,GAH2,0,26.65,20.6,32.7
2019-06-22,GAH2,4.5,25.8,19,32.6
2019-06-23,GAH2,0.3,26.2,19.6,32.8
2019-06-24,GAH2,1.5,25.45,19.1,31.8
2019-06-25,GAH2,0,25.2,20.2,30.2
2019-06-26,GAH2,0,24.95,20,29.9
2019-06-27,GAH2,0,25.6,20.7,30.5
2019-06-28,GAH2,0,24.7,18.2,31.2
2019-06-29,GAH2,0,25.45,19.5,31.4
2019-06-30,GAH2,0,27.1,20.4,33.8
2019-07-01,GAH2,0,28.45,22.1,34.8
2019-07-02,GAH2,0,28.65,21.5,35.8
2019-07-03,GAH2,0,27.95,21.5,34.4
2019-07-04,GAH2,4.2,28.05,21.4,34.7
2019-07-05,GAH2,0.3,27,20.1,33.9
2019-07-06,GAH2,0.3,26.45,20.7,32.2
2019-07-07,GAH2,0,27.9,22.5,33.3
2019-07-08,GAH2,0.3,28.4,22.1,34.7
2019-07-09,GAH2,0,27.15,22.7,31.6
2019-07-10,GAH2,0,28.2,23.1,33.3
2019-07-11,GAH2,0,27.3,21.9,32.7
2019-07-12,GAH2,0.2,28.4,22.9,33.9
2019-07-13,GAH2,0,27.4,22.1,32.7
2019-07-14,GAH2,0,28.1,21.9,34.3
2019-07-15,GAH2,0,28.65,21.5,35.8
2019-07-16,GAH2,0,28.65,21.7,35.6
2019-07-17,GAH2,0,29.5,22.7,36.3
2019-07-18,GAH2,0,28.4,22.1,34.7
2019-07-19,GAH2,53.5,28.9,22.8,35
2019-07-20,GAH2,0,26.6,21.8,31.4
2019-07-21,GAH2,0,26.7,21.6,31.8
2019-07-22,GAH2,0,26.65,21.6,31.7
2019-07-23,GAH2,29.9,23.8,20.4,27.2
2019-07-24,GAH2,0,23.1,17.4,28.8
2019-07-25,GAH2,0,23.25,16.6,29.9
2019-07-26,GAH2,0,23.6,16.6,30.6
2019-07-27,GAH2,0,23.85,17.2,30.5
2019-07-28,GAH2,0,24.65,18.1,31.2
2019-07-29,GAH2,0,25.35,18.9,31.8
2019-07-30,GAH2,0,25.8,18.5,33.1
2019-07-31,GAH2,0,26.1,20.3,31.9
2019-08-01,GAH2,1.5,26.55,19.7,33.4
2019-08-02,GAH2,0.3,25.55,20.1,31
2019-08-03,GAH2,0,26,20.9,31.1
2019-08-04,GAH2,9.5,24.9,21.4,28.4
2019-08-05,GAH2,11.3,25.15,19.6,30.7
2019-08-06,GAH2,0,25.75,19.8,31.7
2019-08-07,GAH2,3.8,27.25,21.6,32.9
2019-08-08,GAH2,0,27.35,21.9,32.8
2019-08-09,GAH2,0,27.25,20.6,33.9
2019-08-10,GAH2,0,27.2,21.7,32.7
2019-08-11,GAH2,0,27.55,21.7,33.4
2019-08-12,GAH2,0,28.05,22.4,33.7
2019-08-13,GAH2,3.1,28.8,22.8,34.8
2019-08-14,GAH2,1.2,28.55,22.3,34.8
2019-08-15,GAH2,0,28.15,21.9,34.4
2019-08-16,GAH2,0,27.1,19.5,34.7
2019-08-17,GAH2,0,27.15,18.9,35.4
2019-08-18,GAH2,0,27.35,20.3,34.4
2019-08-19,GAH2,0,27,20.7,33.3
2019-08-20,GAH2,0,26.25,20.4,32.1
2019-08-21,GAH2,0,27.6,20.7,34.5
2019-08-22,GAH2,0,28.55,22.2,34.9
2019-08-23,GAH2,52.9,28,21.2,34.8
2019-08-24,GAH2,0,25.2,19.8,30.6
2019-08-25,GAH2,0,22,18.3,25.7
2019-08-26,GAH2,1,22.95,19.3,26.6
2019-08-27,GAH2,25.9,24.4,21.4,27.4
2019-08-28,GAH2,0,26.25,20.4,32.1
2019-08-29,GAH2,0,22.8,16.3,29.3
2019-08-30,GAH2,0,23,15.5,30.5
2019-08-31,GAH2,0,24.2,17.3,31.1
2019-09-01,GAH2,0,25.45,20,30.9
2019-09-02,GAH2,0,25.55,19.5,31.6
2019-09-03,GAH2,0,25.75,18.6,32.9
2019-09-04,GAH2,0,27.05,20.3,33.8
2019-09-05,GAH2,0,28.6,23.2,34
2019-06-06,IAH1,0,24.15,18.3,30
2019-06-07,IAH1,0,24.15,18.9,29.4
2019-06-08,IAH1,0,23.9,17.2,30.6
2019-06-09,IAH1,0,24.15,17.2,31.1
2019-06-10,IAH1,0,20.25,13.3,27.2
2019-06-11,IAH1,0,19.75,11.7,27.8
2019-06-12,IAH1,7.9,16.65,12.2,21.1
2019-06-13,IAH1,0,16.7,10.6,22.8
2019-06-14,IAH1,0,18.9,11.7,26.1
2019-06-15,IAH1,35.3,21.95,16.7,27.2
2019-06-16,IAH1,0,19.45,16.7,22.2
2019-06-17,IAH1,0,20.25,16.1,24.4
2019-06-18,IAH1,0,20,13.9,26.1
2019-06-19,IAH1,4.6,19.2,16.7,21.7
2019-06-20,IAH1,0,20,14.4,25.6
2019-06-21,IAH1,6.9,18.65,15.6,21.7
2019-06-22,IAH1,3.8,21.15,15.6,26.7
2019-06-23,IAH1,8.6,23.65,20.6,26.7
2019-06-24,IAH1,0,21.1,17.2,25
2019-06-25,IAH1,0,23.35,16.7,30
2019-06-26,IAH1,0.5,24.75,18.9,30.6
2019-06-27,IAH1,0,25.8,19.4,32.2
2019-06-28,IAH1,0.5,23.9,20.6,27.2
2019-06-29,IAH1,0,27.2,20,34.4
2019-06-30,IAH1,5.1,27.8,20.6,35
2019-07-01,IAH1,0,26.1,19.4,32.8
2019-07-02,IAH1,2.3,28.3,22.2,34.4
2019-07-03,IAH1,5.3,27.5,22.2,32.8
2019-07-04,IAH1,0,26.95,21.7,32.2
2019-07-05,IAH1,0,27.2,21.1,33.3
2019-07-06,IAH1,0,26.1,21.1,31.1
2019-07-07,IAH1,0,24.7,20,29.4
2019-07-08,IAH1,0,24.75,18.9,30.6
2019-07-09,IAH1,0,26.1,19.4,32.8
2019-07-10,IAH1,0,26.7,21.7,31.7
2019-07-11,IAH1,0,25,18.3,31.7
2019-07-12,IAH1,0,23.9,15,32.8
2019-07-13,IAH1,0,27.8,21.7,33.9
