date,location,rainfall,temp,temp_min,temp_max
2018-04-25,ARH1,6.1,16.65,10,23.3
2018-04-26,ARH1,32.3,13.9,10.6,17.2
2018-04-27,ARH1,0,16.95,10.6,23.3
2018-04-28,ARH1,0,15.8,8.3,23.3
2018-04-29,ARH1,0,15.55,9.4,21.7
2018-04-30,ARH1,0,16.95,8.3,25.6
2018-05-01,ARH1,0,20.55,12.8,28.3
2018-05-02,ARH1,0,24.15,18.3,30
2018-05-03,ARH1,0,25.25,21.1,29.4
2018-05-04,ARH1,0.5,21.95,18.3,25.6
2018-05-05,ARH1,1.3,20.3,15,25.6
2018-05-06,ARH1,0,21.7,12.8,30.6
2018-05-07,ARH1,1.5,22.5,14.4,30.6
2018-05-08,ARH1,0,24.7,18.3,31.1
2018-05-09,ARH1,0,25.85,20,31.7
2018-05-10,ARH1,0,26.7,20.6,32.8
2018-05-11,ARH1,0,25.55,18.3,32.8
2018-05-12,ARH1,0,25.55,19.4,31.7
2018-05-13,ARH1,0,26.65,19.4,33.9
2018-05-14,ARH1,0,27.5,20.6,34.4
2018-05-15,ARH1,0,27.2,20,34.4
2018-05-16,ARH1,0.8,25.85,20.6,31.1
2018-05-17,ARH1,2.3,22.8,18.9,26.7
2018-05-18,ARH1,0,24.15,19.4,28.9
2018-05-19,ARH1,0,26.95,20,33.9
2018-05-20,ARH1,20.6,26.95,20.6,33.3
2018-05-21,ARH1,6.6,23.65,20.6,26.7
2018-05-22,ARH1,0,26.15,20.6,31.7
2018-05-23,ARH1,0,26.65,21.1,32.2
2018-05-24,ARH1,17.8,26.15,20.6,31.7
2018-05-25,ARH1,0.5,25.55,21.7,29.4
2018-05-26,ARH1,0,26.1,21.1,31.1
2018-05-27,ARH1,0,26.65,21.1,32.2
2018-05-28,ARH1,0,26.4,20,32.8
2018-05-29,ARH1,0,25.55,22.2,28.9
2018-05-30,ARH1,0,28.35,22.8,33.9
2018-05-31,ARH1,0,29.45,25,33.9
2018-06-01,ARH1,0.8,26.95,22.2,31.7
2018-06-02,ARH1,0,27.8,20.6,35
2018-06-03,ARH1,0,25.25,19.4,31.1
2018-06-04,ARH1,0,24.2,16.7,31.7
2018-06-05,ARH1,0,25.25,18.3,32.2
2018-06-06,ARH1,0,26.1,18.3,33.9
2018-06-07,ARH1,0,26.9,19.4,34.4
2018-06-08,ARH1,0,27.8,20.6,35
2018-06-09,ARH1,0,28.3,22.2,34.4
2018-06-10,ARH1,0,29.15,23.3,35
2018-06-11,ARH1,0,28.6,23.3,33.9
2018-06-12,ARH1,0.3,28.6,23.9,33.3
2018-06-13,ARH1,0,29.15,24.4,33.9
2018-06-14,ARH1,0,28.9,22.8,35
2018-06-15,ARH1,0,29.45,22.8,36.1
2018-06-16,ARH1,0,29.7,23.3,36.1
2018-06-17,ARH1,0,29.7,25,34.4
2018-06-18,ARH1,0,29.45,23.9,35
2018-06-19,ARH1,0,27.75,23.3,32.2
2018-06-20,ARH1,8.1,26.1,21.1,31.1
2018-06-21,ARH1,11.2,26.95,21.7,32.2
2018-06-22,ARH1,0,26.1,21.1,31.1
2018-06-23,ARH1,1.5,27.8,22.8,32.8
2018-06-24,ARH1,27.7,26.15,20.6,31.7
2018-06-25,ARH1,0,28.3,23.3,33.3
2018-06-26,ARH1,0,29.15,23.9,34.4
2018-06-27,ARH1,0,29.4,24.4,34.4
2018-06-28,ARH1,8.9,28.65,21.7,35.6
2018-06-29,ARH1,5.1,25.85,21.7,30
2018-06-30,ARH1,0,29.2,22.8,35.6
2018-07-01,ARH1,0,29.15,23.3,35
2018-07-02,ARH1,0,29.2,25.6,32.8
2018-07-03,ARH1,0,28.6,23.9,33.3
2018-07-04,ARH1,0,30,23.9,36.1
2018-07-05,ARH1,3.6,29.45,22.8,36.1
2018-07-06,ARH1,0.3,29.15,23.3,35
2018-07-07,ARH1,0,27.75,23.3,32.2
2018-07-08,ARH1,0,27.8,22.8,32.8
2018-07-09,ARH1,0,28.05,23.3,32.8
2018-07-10,ARH1,0,28.6,23.3,33.9
2018-07-11,ARH1,0,29.7,23.3,36.1
2018-07-12,ARH1,0,29.45,23.9,35
2018-07-13,ARH1,0,30,23.9,36.1
2018-07-14,ARH1,0,30.55,25,36.1
2018-07-15,ARH1,0,31.1,25,37.2
2018-07-16,ARH1,0,30.3,25,35.6
2018-07-17,ARH1,0,29.75,23.9,35.6
2018-07-18,ARH1,27.9,28.6,23.9,33.3
2018-07-19,ARH1,0,28.85,23.3,34.4
2018-07-20,ARH1,0,29.45,23.9,35
2018-07-21,ARH1,0.3,28.9,23.9,33.9
2018-07-22,ARH1,0,26.7,21.7,31.7
2018-07-23,ARH1,0,25,20,30
2018-07-24,ARH1,0,26.1,18.9,33.3
2018-07-25,ARH1,0,27.5,21.1,33.9
2018-07-26,ARH1,0,27.75,21.1,34.4
2018-07-27,ARH1,17.8,26.65,21.1,32.2
2018-07-28,ARH1,0,25.6,20.6,30.6
2018-07-29,ARH1,28.7,26.15,20.6,31.7
2018-07-30,ARH1,0.8,25,21.7,28.3
2018-07-31,ARH1,0,24.7,20,29.4
2018-08-01,ARH1,0,24.15,18.3,30
2018-08-02,ARH1,0,25.55,18.9,32.2
2018-08-03,ARH1,0,26.1,18.3,33.9
2018-08-04,ARH1,0,27.2,21.1,33.3
2018-08-05,ARH1,0,27.5,22.8,32.2
2018-08-06,ARH1,0,27.8,21.7,33.9
2018-08-07,ARH1,0,28.3,22.2,34.4
2018-08-08,ARH1,0.5,26.95,22.8,31.1
2018-08-09,ARH1,1.3,25,21.7,28.3
2018-08-10,ARH1,0,26.65,20,33.3
2018-08-11,ARH1,0,27.5,20,35
2018-08-12,ARH1,0,29.15,23.3,35
2018-08-13,ARH1,4.8,27.25,21.7,32.8
2018-08-14,ARH1,0,27.25,22.8,31.7
2018-08-15,ARH1,0,28.9,25.6,32.2
2018-08-16,ARH1,0.3,30.3,25.6,35
2018-08-17,ARH1,8.4,25.55,21.1,30
2018-08-18,ARH1,1.5,26.4,21.7,31.1
2018-08-19,ARH1,0,26.95,22.8,31.1
2018-08-20,ARH1,0,25.55,21.7,29.4
2018-08-21,ARH1,0,NA,NA,NA
2018-08-22,ARH1,0,NA,NA,NA
2018-08-23,ARH1,0,22.5,16.1,28.9
2018-08-24,ARH1,0,24.7,18.3,31.1
2018-08-25,ARH1,0,26.7,20.6,32.8
2018-08-26,ARH1,0,28.3,22.2,34.4
2018-08-27,ARH1,0,28.85,23.3,34.4
2018-08-28,ARH1,0,28.6,23.3,33.9
2018-08-29,ARH1,1,28.05,22.8,33.3
2018-08-30,ARH1,0.5,28.05,22.8,33.3
2018-08-31,ARH1,26.4,27.5,22.2,32.8
2018-09-01,ARH1,0,27.2,21.1,33.3
2018-04-19,ARH2,0,8.85,4.4,13.3
2018-04-20,ARH2,0,11.1,2.2,20
2018-04-21,ARH2,0,15.55,7.2,23.9
2018-04-22,ARH2,35.3,16.1,13.3,18.9
2018-04-23,ARH2,17.5,13.35,11.7,15
2018-04-24,ARH2,0,15.55,11.1,20
2018-04-25,ARH2,3,16.4,11.1,21.7
2018-04-26,ARH2,8.6,15.55,12.2,18.9
2018-04-27,ARH2,0,17.25,10.6,23.9
2018-04-28,ARH2,0,15.8,9.4,22.2
2018-04-29,ARH2,0,13.85,8.3,19.4
2018-04-30,ARH2,0,16.95,8.9,25
2018-05-01,ARH2,0,21.4,13.9,28.9
2018-05-02,ARH2,0,23.85,18.3,29.4
2018-05-03,ARH2,0,24.45,20.6,28.3
2018-05-04,ARH2,35.6,21.65,18.3,25
2018-05-05,ARH2,9.7,20.85,17.8,23.9
2018-05-06,ARH2,1.3,22.5,16.1,28.9
2018-05-07,ARH2,1,21.65,14.4,28.9
2018-05-08,ARH2,0,22.25,15.6,28.9
2018-05-09,ARH2,0,25.85,20.6,31.1
2018-05-10,ARH2,0,26.95,20.6,33.3
2018-05-11,ARH2,0,26.4,20.6,32.2
2018-05-12,ARH2,0,26.65,21.1,32.2
2018-05-13,ARH2,0,27.25,20.6,33.9
2018-05-14,ARH2,0,28.05,22.2,33.9
2018-05-15,ARH2,0,27.5,20.6,34.4
2018-05-16,ARH2,5.3,26.7,21.7,31.7
2018-05-17,ARH2,1.3,25,20,30
2018-05-18,ARH2,0,23.85,19.4,28.3
2018-05-19,ARH2,33.8,26.4,20,32.8
2018-05-20,ARH2,3.3,25.55,19.4,31.7
2018-05-21,ARH2,18.5,24.2,20.6,27.8
2018-05-22,ARH2,0,26.4,21.7,31.1
2018-05-23,ARH2,0,26.95,22.2,31.7
2018-05-24,ARH2,0,27.25,21.7,32.8
2018-05-25,ARH2,0,26.7,22.8,30.6
2018-05-26,ARH2,0.3,26.7,21.7,31.7
2018-05-27,ARH2,0,28.35,22.8,33.9
2018-05-28,ARH2,0,28.05,22.8,33.3
2018-05-29,ARH2,0,25.8,22.2,29.4
2018-05-30,ARH2,NA,27.2,22.2,32.2
2018-05-31,ARH2,7.6,26.65,20,33.3
2018-06-01,ARH2,35.3,24.7,20,29.4
2018-06-02,ARH2,1,27.2,22.2,32.2
2018-06-03,ARH2,0,25,20,30
2018-06-04,ARH2,0,24.2,17.8,30.6
2018-06-05,ARH2,0,24.2,17.8,30.6
2018-06-06,ARH2,0,26.1,19.4,32.8
2018-06-07,ARH2,0,27.2,21.1,33.3
2018-06-08,ARH2,0,27.5,21.1,33.9
2018-06-09,ARH2,0,29.15,23.9,34.4
2018-06-10,ARH2,0,29.15,23.3,35
2018-06-11,ARH2,28.7,28.3,23.3,33.3
2018-06-12,ARH2,41.4,27.75,22.2,33.3
2018-06-13,ARH2,4.8,27.75,22.2,33.3
2018-06-14,ARH2,0,28.6,23.9,33.3
2018-06-15,ARH2,0,29.15,24.4,33.9
2018-06-16,ARH2,0,29.7,25,34.4
2018-06-17,ARH2,0,30,25.6,34.4
2018-06-18,ARH2,0,29.45,25,33.9
2018-06-19,ARH2,0,28.05,23.3,32.8
2018-06-20,ARH2,6.4,25.85,21.7,30
2018-06-21,ARH2,2,25.55,21.1,30
2018-06-22,ARH2,0.5,25.55,22.2,28.9
2018-06-23,ARH2,0,26.7,21.7,31.7
2018-06-24,ARH2,1,27.25,22.8,31.7
2018-06-25,ARH2,0,28.6,24.4,32.8
2018-06-26,ARH2,1.5,27.75,21.1,34.4
2018-06-27,ARH2,0.3,28.3,22.2,34.4
2018-06-28,ARH2,1,28.65,21.7,35.6
2018-06-29,ARH2,1,26.65,22.2,31.1
2018-06-30,ARH2,0,29.15,23.9,34.4
2018-07-01,ARH2,0,29.4,24.4,34.4
2018-07-02,ARH2,0,29.7,25,34.4
2018-07-03,ARH2,0,29.15,25,33.3
2018-07-04,ARH2,0,30.25,24.4,36.1
2018-07-05,ARH2,0,29.75,23.9,35.6
2018-07-06,ARH2,1.3,27.25,22.8,31.7
2018-07-07,ARH2,0,26.1,21.1,31.1
2018-07-08,ARH2,0,26.95,22.2,31.7
2018-07-09,ARH2,0,28.6,23.9,33.3
2018-07-10,ARH2,0,28.6,23.3,33.9
2018-07-11,ARH2,0,29.75,23.9,35.6
2018-07-12,ARH2,0,28.9,22.8,35
2018-07-13,ARH2,0,30,24.4,35.6
2018-07-14,ARH2,0,31.4,26.7,36.1
2018-07-15,ARH2,2.5,29.45,23.9,35
2018-07-16,ARH2,0,29.15,23.9,34.4
2018-07-17,ARH2,0,30,25,35
2018-07-18,ARH2,0,28.85,24.4,33.3
2018-07-19,ARH2,0,28.35,22.8,33.9
2018-07-20,ARH2,0,29.75,23.9,35.6
2018-07-21,ARH2,0,28.05,22.2,33.9
2018-07-22,ARH2,0,26.1,20,32.2
2018-07-23,ARH2,0,24.7,19.4,30
2018-07-24,ARH2,0,25.55,18.3,32.8
2018-07-25,ARH2,0,26.65,19.4,33.9
2018-07-26,ARH2,0.3,27.25,20.6,33.9
2018-07-27,ARH2,0,26.95,21.7,32.2
2018-07-28,ARH2,0,25,19.4,30.6
2018-07-29,ARH2,0,25.25,19.4,31.1
2018-07-30,ARH2,1,24.7,21.1,28.3
2018-07-31,ARH2,7.6,24.7,20,29.4
2018-08-01,ARH2,0,23.3,17.2,29.4
2018-08-02,ARH2,NA,24.15,17.2,31.1
2018-08-03,ARH2,0,25.8,18.3,33.3
2018-08-04,ARH2,0,27.5,20.6,34.4
2018-08-05,ARH2,0,28.05,23.3,32.8
2018-08-06,ARH2,0,28.6,22.2,35
2018-08-07,ARH2,0,29.15,23.3,35
2018-08-08,ARH2,0,26.4,22.8,30
2018-08-09,ARH2,0.5,24.75,21.7,27.8
2018-08-10,ARH2,0,26.7,21.7,31.7
2018-08-11,ARH2,0.5,28.1,20.6,35.6
2018-08-12,ARH2,0,27.25,21.7,32.8
2018-08-13,ARH2,0,26.35,19.4,33.3
2018-08-14,ARH2,0.3,26.7,22.8,30.6
2018-08-15,ARH2,0.3,29.15,24.4,33.9
2018-08-16,ARH2,184.7,26.4,20.6,32.2
2018-08-17,ARH2,27.2,24.75,20.6,28.9
2018-08-18,ARH2,0,26.65,22.2,31.1
2018-08-19,ARH2,0,27.2,22.2,32.2
2018-08-20,ARH2,3.3,25.3,21.7,28.9
2018-08-21,ARH2,0.3,25,20.6,29.4
2018-08-22,ARH2,0,22.5,16.7,28.3
2018-08-23,ARH2,0,20.8,14.4,27.2
2018-08-24,ARH2,0,25,20,30
2018-08-25,ARH2,0,27.25,21.7,32.8
2018-08-26,ARH2,0,28.6,23.3,33.9
2018-08-27,ARH2,0,28.3,23.3,33.3
2018-08-28,ARH2,0,28.05,23.3,32.8
2018-08-29,ARH2,0,27.5,22.8,32.2
2018-08-30,ARH2,0,26.4,21.1,31.7
2018-08-31,ARH2,0.3,26.4,21.7,31.1
2018-09-01,ARH2,0,27.2,22.2,32.2
2018-09-02,ARH2,0,27.5,21.7,33.3
2018-09-03,ARH2,0,27.8,22.8,32.8
2018-09-04,ARH2,0,28.05,23.3,32.8
2018-09-05,ARH2,0.5,27.25,21.7,32.8
2018-09-06,ARH2,8.1,27.75,23.3,32.2
2018-09-07,ARH2,0,26.7,22.8,30.6
2018-09-08,ARH2,48.3,24.7,20,29.4
2018-09-09,ARH2,4.3,20,18.3,21.7
2018-09-10,ARH2,0,20.8,17.2,24.4
2018-09-11,ARH2,0,20.3,15,25.6
2018-09-12,ARH2,0,21.35,18.3,24.4
2018-09-13,ARH2,0,25,17.8,32.2
2018-09-14,ARH2,0,26.7,20.6,32.8
2018-09-15,ARH2,0,26.1,19.4,32.8
2018-09-16,ARH2,0,26.4,20,32.8
2018-09-17,ARH2,0,25.85,18.9,32.8
2018-09-18,ARH2,0,27.25,20.6,33.9
2018-09-19,ARH2,0,28.35,21.7,35
2018-09-20,ARH2,0,28.65,21.7,35.6
2018-09-21,ARH2,1,28.05,22.8,33.3
2018-09-22,ARH2,23.6,20,17.2,22.8
2018-09-23,ARH2,12.7,20.85,17.8,23.9
2018-05-02,DEH1,0,21.95,11.7,32.2
2018-05-03,DEH1,0,25.8,19.4,32.2
2018-05-04,DEH1,0,25.8,19.4,32.2
2018-05-05,DEH1,0.3,20.3,15.6,25
2018-05-06,DEH1,0,16.95,13.9,20
2018-05-07,DEH1,0,17.25,11.7,22.8
2018-05-08,DEH1,0,15.85,10.6,21.1
2018-05-09,DEH1,0,16.1,9.4,22.8
2018-05-10,DEH1,0.5,19.15,8.9,29.4
2018-05-11,DEH1,0,22.8,16.7,28.9
2018-05-12,DEH1,22.4,24.45,16.1,32.8
2018-05-13,DEH1,3.8,16.1,13.9,18.3
2018-05-14,DEH1,0.5,19.75,13.9,25.6
2018-05-15,DEH1,21.1,25,18.9,31.1
2018-05-16,DEH1,6.4,20,16.7,23.3
2018-05-17,DEH1,4.1,18.35,15.6,21.1
2018-05-18,DEH1,60.5,15.85,12.8,18.9
2018-05-19,DEH1,25.4,19.15,13.3,25
2018-05-20,DEH1,0,25.3,21.7,28.9
2018-05-21,DEH1,0,19.75,15.6,23.9
2018-05-22,DEH1,4.8,21.4,15.6,27.2
2018-05-23,DEH1,0,23.05,17.8,28.3
2018-05-24,DEH1,0,21.95,16.1,27.8
2018-05-25,DEH1,0,21.65,14.4,28.9
2018-05-26,DEH1,0,26.1,20,32.2
2018-05-27,DEH1,26.7,21.9,14.4,29.4
2018-05-28,DEH1,0.8,17.5,14.4,20.6
2018-05-29,DEH1,0,21.4,16.7,26.1
2018-05-30,DEH1,0.5,21.1,18.3,23.9
2018-05-31,DEH1,0,23.85,18.3,29.4
2018-06-01,DEH1,1.5,25.55,21.1,30
2018-06-02,DEH1,0,24.7,21.1,28.3
2018-06-03,DEH1,24.6,17.75,14.4,21.1
2018-06-04,DEH1,3.6,18.6,13.3,23.9
2018-06-05,DEH1,0,20.25,13.3,27.2
2018-06-06,DEH1,0,18.9,16.1,21.7
2018-06-07,DEH1,0,19.45,15.6,23.3
2018-06-08,DEH1,0,21.1,13.9,28.3
2018-06-09,DEH1,40.4,23.85,19.4,28.3
2018-06-10,DEH1,7.9,21.35,18.3,24.4
2018-06-11,DEH1,7.4,15.85,12.8,18.9
2018-06-12,DEH1,0,17.25,11.7,22.8
2018-06-13,DEH1,0.5,22.75,17.2,28.3
2018-06-14,DEH1,0,25,20.6,29.4
2018-06-15,DEH1,0,22.25,16.7,27.8
2018-06-16,DEH1,0,21.35,13.3,29.4
2018-06-17,DEH1,0,23.9,16.7,31.1
2018-06-18,DEH1,0,26.95,20.6,33.3
2018-06-19,DEH1,0,28.05,23.3,32.8
2018-06-20,DEH1,0.5,26.1,22.2,30
2018-06-21,DEH1,0,23.6,19.4,27.8
2018-06-22,DEH1,9.7,20.8,19.4,22.2
2018-06-23,DEH1,16,24.7,20,29.4
2018-06-24,DEH1,0.3,26.95,21.1,32.8
2018-06-25,DEH1,0,23.35,17.8,28.9
2018-06-26,DEH1,0,21.65,17.2,26.1
2018-06-27,DEH1,0,22.75,17.2,28.3
2018-06-28,DEH1,0,27.5,22.8,32.2
2018-06-29,DEH1,0,27.25,21.7,32.8
2018-06-30,DEH1,0,27.2,20,34.4
2018-07-01,DEH1,0,28.35,21.7,35
2018-07-02,DEH1,0,29.2,22.8,35.6
2018-07-03,DEH1,0,29.15,23.9,34.4
2018-07-04,DEH1,0,26.7,21.7,31.7
2018-07-05,DEH1,3.3,27.25,22.8,31.7
2018-07-06,DEH1,22.6,26.65,23.9,29.4
2018-07-07,DEH1,0,19.45,15,23.9
2018-07-08,DEH1,0,19.2,12.8,25.6
2018-07-09,DEH1,0,20,11.1,28.9
2018-07-10,DEH1,0,23.85,14.4,33.3
2018-07-11,DEH1,0,27.5,21.7,33.3
2018-07-12,DEH1,0,23.35,18.9,27.8
2018-07-13,DEH1,0,22.25,16.7,27.8
2018-07-14,DEH1,0,22.75,14.4,31.1
2018-07-15,DEH1,0,25.8,19.4,32.2
2018-07-16,DEH1,2.3,28.6,22.8,34.4
2018-07-17,DEH1,6.9,28.9,22.8,35
2018-07-18,DEH1,0,25.6,20.6,30.6
2018-07-19,DEH1,0,24.15,18.3,30
2018-07-20,DEH1,0,22.25,15.6,28.9
2018-07-21,DEH1,50.3,21.1,18.3,23.9
2018-07-22,DEH1,0,25.55,21.1,30
2018-07-23,DEH1,1.8,27.2,25,29.4
2018-07-24,DEH1,8.9,25.8,22.2,29.4
2018-07-25,DEH1,1.3,25.3,22.8,27.8
2018-07-26,DEH1,0,26.65,22.2,31.1
2018-07-27,DEH1,1,28.05,22.8,33.3
2018-07-28,DEH1,0,26.15,21.7,30.6
2018-07-29,DEH1,0,25,20.6,29.4
2018-07-30,DEH1,6.9,21.65,20,23.3
2018-07-31,DEH1,1,24.45,21.1,27.8
2018-08-01,DEH1,0,26.95,23.3,30.6
2018-08-02,DEH1,0,27.5,23.3,31.7
2018-08-03,DEH1,6.4,26.4,22.8,30
2018-08-04,DEH1,1.8,26.1,22.2,30
2018-08-05,DEH1,0,26.95,21.1,32.8
2018-08-06,DEH1,0,26.95,21.1,32.8
2018-08-07,DEH1,0,27.75,22.2,33.3
2018-08-08,DEH1,0,28.3,23.3,33.3
2018-08-09,DEH1,0,27.25,22.8,31.7
2018-08-10,DEH1,0,27.2,21.1,33.3
2018-08-11,DEH1,5.3,26.1,21.1,31.1
2018-08-12,DEH1,0.8,25.85,20.6,31.1
2018-08-13,DEH1,0,26.4,22.8,30
2018-08-14,DEH1,0,25,20,30
2018-08-15,DEH1,0,26.4,21.1,31.7
2018-08-16,DEH1,0,27.2,21.1,33.3
2018-08-17,DEH1,0,28.6,22.2,35
2018-08-18,DEH1,0,28.9,25,32.8
2018-08-19,DEH1,0,26.4,22.8,30
2018-08-20,DEH1,0,23.6,21.1,26.1
2018-08-21,DEH1,7.9,25.3,20.6,30
2018-08-22,DEH1,0.3,26.4,22.8,30
2018-08-23,DEH1,0,21.4,15.6,27.2
2018-08-24,DEH1,0,21.65,13.3,30
2018-08-25,DEH1,0,21.65,13.9,29.4
2018-08-26,DEH1,0,23.9,16.7,31.1
2018-08-27,DEH1,0,27.5,21.1,33.9
2018-08-28,DEH1,0,29.45,23.9,35
2018-08-29,DEH1,0,30.55,25,36.1
2018-08-30,DEH1,0,29.4,24.4,34.4
2018-08-31,DEH1,77,26.65,22.2,31.1
2018-09-01,DEH1,23.1,25.3,22.8,27.8
2018-09-02,DEH1,7.1,26.65,23.3,30
2018-09-03,DEH1,0,28.05,22.8,33.3
2018-09-04,DEH1,0,28.35,22.8,33.9
2018-09-05,DEH1,0,28.6,23.3,33.9
2018-09-06,DEH1,0,28.9,23.9,33.9
2018-09-07,DEH1,5.6,27.5,22.8,32.2
2018-09-08,DEH1,34.8,22.5,20,25
2018-09-09,DEH1,25.4,19.75,17.8,21.7
2018-09-10,DEH1,3,21.7,17.8,25.6
2018-09-11,DEH1,0.3,26.4,22.2,30.6
2018-09-12,DEH1,0,26.4,22.8,30
2018-09-13,DEH1,0.8,23.9,22.2,25.6
2018-09-14,DEH1,4.6,24.45,22.8,26.1
2018-09-15,DEH1,0.3,23.05,19.4,26.7
2018-09-16,DEH1,0,24.45,21.7,27.2
2018-09-17,DEH1,0,25.3,21.7,28.9
2018-09-18,DEH1,23.4,25.85,21.7,30
2018-09-19,DEH1,0,24.15,19.4,28.9
2018-09-20,DEH1,0,21.4,17.8,25
2018-04-03,GAH1,0,21.1,13.3,28.9
2018-04-04,GAH1,2.8,15.3,8.9,21.7
2018-04-05,GAH1,0,13.6,4.4,22.8
2018-04-06,GAH1,0,18.05,8.3,27.8
2018-04-07,GAH1,6.1,17.8,13.9,21.7
2018-04-08,GAH1,0,12.8,8.9,16.7
2018-04-09,GAH1,0,16.65,13.3,20
2018-04-10,GAH1,0,16.95,11.1,22.8
2018-04-11,GAH1,0,15.85,6.7,25
2018-04-12,GAH1,0,16.4,6.7,26.1
2018-04-13,GAH1,0,19.75,10.6,28.9
2018-04-14,GAH1,0,22.5,14.4,30.6
2018-04-15,GAH1,36.3,16.7,10.6,22.8
2018-04-16,GAH1,0,12.2,5,19.4
2018-04-17,GAH1,0,15,5,25
2018-04-18,GAH1,0,20.55,10,31.1
2018-04-19,GAH1,0,21.65,15,28.3
2018-04-20,GAH1,0,16.1,9.4,22.8
2018-04-21,GAH1,0,18.35,11.7,25
2018-04-22,GAH1,42.4,20,16.7,23.3
2018-04-23,GAH1,9.1,23.05,17.2,28.9
2018-04-24,GAH1,0,18.9,13.9,23.9
2018-04-25,GAH1,0,19.2,12.8,25.6
2018-04-26,GAH1,2.3,18.35,11.1,25.6
2018-04-27,GAH1,0,18.05,12.8,23.3
2018-04-28,GAH1,0,18.9,10.6,27.2
2018-04-29,GAH1,0,19.45,11.1,27.8
2018-04-30,GAH1,0,19.15,10,28.3
2018-05-01,GAH1,0,20.85,11.7,30
2018-05-02,GAH1,0,21.95,13.3,30.6
2018-05-03,GAH1,0,21.65,13.3,30
2018-05-04,GAH1,0,22.75,14.4,31.1
2018-05-05,GAH1,0,24.45,17.2,31.7
2018-05-06,GAH1,0,24.7,18.3,31.1
2018-05-07,GAH1,0,23.05,14.4,31.7
2018-05-08,GAH1,0,23.05,13.9,32.2
2018-05-09,GAH1,0,25.25,17.2,33.3
2018-05-10,GAH1,0,26.1,18.3,33.9
2018-05-11,GAH1,0,26.4,17.8,35
2018-05-12,GAH1,0,28.05,20,36.1
2018-05-13,GAH1,0,27.5,19.4,35.6
2018-05-14,GAH1,0,25.6,20.6,30.6
2018-05-15,GAH1,4.1,25.3,21.7,28.9
2018-05-16,GAH1,9.1,26.15,21.7,30.6
2018-05-17,GAH1,1.5,26.15,21.7,30.6
2018-05-18,GAH1,4.3,25.85,20.6,31.1
2018-05-19,GAH1,0,27.5,21.1,33.9
2018-05-20,GAH1,10.7,25.85,21.1,30.6
2018-05-21,GAH1,32.8,25,20.6,29.4
2018-05-22,GAH1,15.5,25.85,21.7,30
2018-05-23,GAH1,2,26.4,21.7,31.1
2018-05-24,GAH1,2.5,25.55,21.1,30
2018-05-25,GAH1,6.4,26.95,21.1,32.8
2018-05-26,GAH1,6.6,25.55,21.1,30
2018-05-27,GAH1,5.3,25.3,21.7,28.9
2018-05-28,GAH1,7.6,25.85,22.8,28.9
2018-05-29,GAH1,8.4,26.95,23.9,30
2018-05-30,GAH1,0,26.95,22.8,31.1
2018-05-31,GAH1,0,28.05,23.3,32.8
2018-06-01,GAH1,0,28.05,22.8,33.3
2018-06-02,GAH1,41.7,26.15,21.7,30.6
2018-06-03,GAH1,1,28.9,22.8,35
2018-06-04,GAH1,0,25.85,20,31.7
2018-06-05,GAH1,0,24.2,17.8,30.6
2018-06-06,GAH1,0,26.15,20.6,31.7
2018-06-07,GAH1,0,27.5,20,35
2018-06-08,GAH1,0.8,27.8,20.6,35
2018-06-09,GAH1,1.3,25.85,20.6,31.1
2018-06-10,GAH1,0,26.95,21.1,32.8
2018-06-11,GAH1,0,25.6,20.6,30.6
2018-06-12,GAH1,NA,27.25,21.7,32.8
2018-06-13,GAH1,0,27.75,22.2,33.3
2018-06-14,GAH1,0,28.05,22.2,33.9
2018-06-15,GAH1,0.3,27.2,22.2,32.2
2018-06-16,GAH1,9.7,26.95,22.8,31.1
2018-06-17,GAH1,0,27.8,22.8,32.8
2018-06-18,GAH1,0,28.3,22.2,34.4
2018-06-19,GAH1,0,30.3,23.9,36.7
2018-06-20,GAH1,0,30.8,24.4,37.2
2018-06-21,GAH1,0,30,24.4,35.6
2018-06-22,GAH1,0,30,25,35
2018-06-23,GAH1,0,30,24.4,35.6
2018-06-24,GAH1,0,30.85,25,36.7
2018-06-25,GAH1,0,31.1,24.4,37.8
2018-06-26,GAH1,0,28.9,22.2,35.6
2018-06-27,GAH1,0.8,30,23.3,36.7
2018-06-28,GAH1,11.7,29.75,22.8,36.7
2018-06-29,GAH1,0,28.35,21.7,35
2018-06-30,GAH1,11.2,28.05,23.3,32.8
2018-07-01,GAH1,8.1,26.95,23.3,30.6
2018-07-02,GAH1,15.2,27.75,23.3,32.2
2018-07-03,GAH1,0,29.75,23.9,35.6
2018-07-04,GAH1,0,28.35,23.9,32.8
2018-07-05,GAH1,0.3,28.6,23.3,33.9
2018-07-06,GAH1,11.4,28.05,22.2,33.9
2018-07-07,GAH1,13,27.5,22.8,32.2
2018-07-08,GAH1,0,26.95,22.8,31.1
2018-07-09,GAH1,0.5,27.8,23.9,31.7
2018-07-10,GAH1,0,28.9,22.8,35
2018-07-11,GAH1,0,28.65,21.7,35.6
2018-07-12,GAH1,0,29.45,23.3,35.6
2018-07-13,GAH1,22.6,30,23.9,36.1
2018-07-14,GAH1,7.1,28.85,24.4,33.3
2018-07-15,GAH1,1,28.9,23.9,33.9
2018-07-16,GAH1,0,28.05,23.3,32.8
2018-07-17,GAH1,0,28.3,23.3,33.3
2018-07-18,GAH1,0,29.4,24.4,34.4
