date,year,location,rainfall,temp,temp_min,temp_max
2018-04-25,2018,ARH1,8.636,14.06,10.61,22.78
2018-04-26,2018,ARH1,0,13.63,11.72,17.22
2018-04-27,2018,ARH1,0,16.19,10.61,23.28
2018-04-28,2018,ARH1,0,16.64,9.39,22.78
2018-04-29,2018,ARH1,0,15.61,10,21.11
2018-04-30,2018,ARH1,0,16.49,8.89,25
2018-05-01,2018,ARH1,0,19.96,13.28,27.78
2018-05-02,2018,ARH1,0,23.47,18.89,28.89
2018-05-03,2018,ARH1,0.508,24.6,21.11,28.89
2018-05-04,2018,ARH1,1.016,22.95,21.11,25.61
2018-05-05,2018,ARH1,0,21.55,17.78,25.61
2018-05-06,2018,ARH1,1.524,18.38,12.78,30
2018-05-07,2018,ARH1,0,22.04,14.39,30.61
2018-05-08,2018,ARH1,0,24.22,18.89,30.61
2018-05-09,2018,ARH1,0,25.9,20,31.11
2018-05-10,2018,ARH1,0.00254,27.02,21.11,32.22
2018-05-11,2018,ARH1,0.00254,25.76,18.28,32.78
2018-05-12,2018,ARH1,0.00254,26.19,20,31.72
2018-05-13,2018,ARH1,0,26.44,20,33.89
2018-05-14,2018,ARH1,0,27.73,21.11,33.89
2018-05-15,2018,ARH1,0.00254,28.09,20.61,34.39
2018-05-16,2018,ARH1,1.27,26.81,22.78,30.61
2018-05-17,2018,ARH1,0,23.25,20,26.11
2018-05-18,2018,ARH1,0,22.64,19.39,28.28
2018-05-19,2018,ARH1,0.254,26.12,20.61,33.89
2018-05-20,2018,ARH1,14.478,26.01,21.11,32.78
2018-05-21,2018,ARH1,0,23.5,21.11,26.72
2018-05-22,2018,ARH1,0.00254,23.35,20.61,31.11
2018-05-23,2018,ARH1,17.526,25.57,21.11,32.22
2018-05-24,2018,ARH1,0.508,25.02,20.61,31.72
2018-05-25,2018,ARH1,0.00254,24.68,22.22,28.28
2018-05-26,2018,ARH1,0,25.17,21.11,30.61
2018-05-27,2018,ARH1,0,26.39,21.11,32.22
2018-05-28,2018,ARH1,0.00254,26.09,20.61,31.72
2018-05-29,2018,ARH1,0,25.11,21.72,28.89
2018-05-30,2018,ARH1,0,27.41,23.28,33.89
2018-05-31,2018,ARH1,0.762,29.35,25,33.28
2018-06-01,2018,ARH1,0,26.84,22.22,31.11
2018-06-02,2018,ARH1,0.00254,26.44,21.11,34.39
2018-06-03,2018,ARH1,0,28.03,23.89,31.11
2018-06-04,2018,ARH1,0,24.81,17.22,31.72
2018-06-05,2018,ARH1,0,25.68,19.39,31.72
2018-06-06,2018,ARH1,0,25.91,18.28,33.28
2018-06-07,2018,ARH1,0,27.47,19.39,33.89
2018-06-08,2018,ARH1,0,27.94,21.11,34.39
2018-06-09,2018,ARH1,0,28.82,22.78,34.39
2018-06-10,2018,ARH1,0,29.19,23.89,34.39
2018-06-11,2018,ARH1,0.254,28.17,23.28,32.78
2018-06-12,2018,ARH1,0,28.72,24.39,32.78
2018-06-13,2018,ARH1,0,28.31,24.39,33.28
2018-06-14,2018,ARH1,0,28.52,23.28,34.39
2018-06-15,2018,ARH1,0,27.07,23.89,30
2018-06-16,2018,ARH1,0,33.94,28.89,35.61
2018-06-17,2018,ARH1,0,29.64,25,34.39
2018-06-18,2018,ARH1,0.00254,29.63,24.39,34.39
2018-06-19,2018,ARH1,4.064,27.76,23.28,32.22
2018-06-20,2018,ARH1,5.842,26.49,23.89,31.11
2018-06-21,2018,ARH1,0,25.04,21.11,32
2018-06-22,2018,ARH1,0.762,25.31,21.72,30.61
2018-06-23,2018,ARH1,14.478,25.56,22.78,32.78
2018-06-24,2018,ARH1,0,25.66,20.61,31.72
2018-06-25,2018,ARH1,0,27.96,23.28,32.78
2018-06-26,2018,ARH1,0.00254,29.91,26.11,34.39
2018-06-27,2018,ARH1,0,29.01,23.89,34.39
2018-06-28,2018,ARH1,6.35,30.93,26.72,35.61
2018-06-29,2018,ARH1,0.00254,25.71,21.72,32.22
2018-06-30,2018,ARH1,0.00254,27.96,22.78,35
2018-07-01,2018,ARH1,0.00254,28.42,23.28,34.39
2018-07-02,2018,ARH1,0,28.7,25.61,32.22
2018-07-03,2018,ARH1,0,28.24,23.89,32.78
2018-07-04,2018,ARH1,0.00254,29.68,24.39,35.61
2018-07-05,2018,ARH1,2.54,29.2,24.39,35.61
2018-07-06,2018,ARH1,0,27.99,22.78,35
2018-07-07,2018,ARH1,0.00254,27.15,23.89,32.22
2018-07-08,2018,ARH1,0.00254,27.66,22.78,32.22
2018-07-09,2018,ARH1,0,28.12,23.89,32.22
2018-07-10,2018,ARH1,0,28.51,23.28,32.78
2018-07-11,2018,ARH1,0,28.33,23.28,35.61
2018-07-12,2018,ARH1,0,29.09,23.89,35
2018-07-13,2018,ARH1,0,29.76,24.39,35.61
2018-07-14,2018,ARH1,0,30.39,26.11,35.61
2018-07-15,2018,ARH1,0,30.48,25.61,36.72
2018-07-16,2018,ARH1,0,28.67,25,35
2018-07-17,2018,ARH1,17.78,29.58,24.39,35
2018-07-18,2018,ARH1,0.00254,26.92,23.89,32.78
2018-07-19,2018,ARH1,0.00254,27.01,23.28,33.89
2018-07-20,2018,ARH1,0.254,28.85,23.89,35
2018-07-21,2018,ARH1,0,28.84,25,33.28
2018-07-22,2018,ARH1,0,26.85,21.72,31.72
2018-07-23,2018,ARH1,0,25.33,20.61,28.89
2018-07-24,2018,ARH1,0,25.91,18.89,32.78
2018-07-25,2018,ARH1,0,27.32,21.11,33.89
2018-07-26,2018,ARH1,16.764,27.28,21.72,33.89
2018-07-27,2018,ARH1,0,25.68,22.78,32.22
2018-07-28,2018,ARH1,0,25.42,20.61,30.61
2018-07-29,2018,ARH1,13.716,26.27,21.11,31.72
2018-07-30,2018,ARH1,0,24.19,21.72,27.78
2018-07-31,2018,ARH1,0,24.02,21,28.28
2018-08-01,2018,ARH1,0,23.72,18.89,29.39
2018-08-02,2018,ARH1,0,23.49,18.89,32.22
2018-08-03,2018,ARH1,0,24.6,18.28,32.78
2018-08-04,2018,ARH1,0.00254,26.86,21.72,33.28
2018-08-05,2018,ARH1,0,27.57,23.89,31.72
2018-08-06,2018,ARH1,0,27.74,21.72,33.89
2018-08-07,2018,ARH1,0.254,28.18,22.22,34.39
2018-08-08,2018,ARH1,1.27,26.55,22.78,30.61
2018-08-09,2018,ARH1,0,25.42,23.28,27.78
2018-08-10,2018,ARH1,0,27.22,21.11,32.78
2018-08-11,2018,ARH1,0,25.22,20,35
2018-08-12,2018,ARH1,3.81,28.44,23.89,35
2018-08-13,2018,ARH1,0,26.19,22.22,32.22
2018-08-14,2018,ARH1,0,25.83,22.78,31.11
2018-08-15,2018,ARH1,0.254,27.28,24.39,31.72
2018-08-16,2018,ARH1,2.54,28.98,25.61,34.39
2018-08-17,2018,ARH1,1.524,24.74,21.11,30.61
2018-08-18,2018,ARH1,0,25.36,21.72,30.61
2018-08-19,2018,ARH1,5.08,25.34,22.78,31
2018-08-20,2018,ARH1,0,24.79,22.22,28.89
2018-08-21,2018,ARH1,0,24.17,20.61,28.28
2018-08-22,2018,ARH1,0,28.26,26.72,29.39
2018-08-23,2018,ARH1,0,22.99,16.11,28.89
2018-08-24,2018,ARH1,0,24,18.89,31.11
2018-08-25,2018,ARH1,0.00254,26.38,20.61,32.78
2018-08-26,2018,ARH1,0,27.84,22.22,33.89
2018-08-27,2018,ARH1,0,28.31,23.28,33.89
2018-08-28,2018,ARH1,0.508,28,23.28,33.89
2018-08-29,2018,ARH1,0.254,27.18,23.28,32.78
2018-08-30,2018,ARH1,16.764,25.41,23.28,31.11
2018-04-19,2018,ARH2,0,10.82,4.39,19.39
2018-04-20,2018,ARH2,0,10.46,2.22,20
2018-04-21,2018,ARH2,7.112,15.5,7.78,23.28
2018-04-22,2018,ARH2,3.048,15.72,13.28,20
2018-04-23,2018,ARH2,0.00254,14.13,12.78,15.61
2018-04-24,2018,ARH2,0.508,14.93,11.72,18.89
2018-04-25,2018,ARH2,2.286,15.41,11.11,21.72
2018-04-26,2018,ARH2,0,14.43,12.78,18.28
2018-04-27,2018,ARH2,0,16.53,10.61,23.28
2018-04-28,2018,ARH2,0,16.59,10,21.72
2018-04-29,2018,ARH2,0,13.74,8.89,19.39
2018-04-30,2018,ARH2,0,16.24,8.89,25
2018-05-01,2018,ARH2,0,21.17,13.89,28.28
2018-05-02,2018,ARH2,0.00254,23.48,18.28,29.39
2018-05-03,2018,ARH2,0.00254,24.57,22.22,28.28
2018-05-04,2018,ARH2,18.542,22.77,20,25
2018-05-05,2018,ARH2,0,20.4,17.78,23.89
2018-05-06,2018,ARH2,1.27,21.75,16.11,28.28
2018-05-07,2018,ARH2,0,22.29,15,28.28
2018-05-08,2018,ARH2,0,22.36,16.11,28.89
2018-05-09,2018,ARH2,0,25.87,20.61,31.11
2018-05-10,2018,ARH2,0,26.19,21.11,32.22
2018-05-11,2018,ARH2,0,26.38,20.61,31.72
2018-05-12,2018,ARH2,0,27.09,21.11,31.72
2018-05-13,2018,ARH2,0,27.11,21.11,33.28
2018-05-14,2018,ARH2,0,28.12,22.22,33.28
2018-05-15,2018,ARH2,1.27,27.92,20.61,34.39
2018-05-16,2018,ARH2,1.524,25.54,22.22,29.39
2018-05-17,2018,ARH2,0.508,24.03,20,29.39
2018-05-18,2018,ARH2,10.668,22.43,20,27.78
2018-05-19,2018,ARH2,0.508,23.37,20,31.11
2018-05-20,2018,ARH2,3.556,23.95,20,31.11
2018-05-21,2018,ARH2,0,22.67,20.61,27.78
2018-05-22,2018,ARH2,0,24.74,21.72,30.61
2018-05-23,2018,ARH2,0,26.34,22.22,31.11
2018-05-24,2018,ARH2,0,27.07,22.22,32.22
2018-05-25,2018,ARH2,0,25.99,23.28,30.61
2018-05-26,2018,ARH2,0,25.75,21.72,31.72
2018-05-27,2018,ARH2,0.00254,27.64,22.78,33.89
2018-05-28,2018,ARH2,0.00254,27.89,22.78,32.78
2018-05-29,2018,ARH2,0,24.54,22.22,29.39
2018-05-30,2018,ARH2,0,25.62,22.22,32.22
2018-05-31,2018,ARH2,19.812,29.08,25.61,32.78
2018-06-01,2018,ARH2,0,23.66,20,30.61
2018-06-02,2018,ARH2,0.762,26.96,22.22,31.72
2018-06-03,2018,ARH2,0,26.98,23.28,30
2018-06-04,2018,ARH2,0,24.07,17.78,30
2018-06-05,2018,ARH2,0,24.48,18.89,30.61
2018-06-06,2018,ARH2,0,26.61,19.39,32.22
2018-06-07,2018,ARH2,0,27.72,21.11,33.28
2018-06-08,2018,ARH2,0.00254,28.53,21.72,33.89
2018-06-09,2018,ARH2,0,29.14,23.89,33.89
2018-06-10,2018,ARH2,18.034,28.94,23.89,34.39
2018-06-11,2018,ARH2,8.128,27.53,23.89,33.28
2018-06-12,2018,ARH2,12.7,26.87,22.22,32.78
2018-06-13,2018,ARH2,0,25.36,22.22,32.78
2018-06-14,2018,ARH2,0,28.38,23.89,32.78
2018-06-15,2018,ARH2,0,29.61,24.39,33.89
2018-06-16,2018,ARH2,0,29.82,25,34.39
2018-06-17,2018,ARH2,0,30.14,26.11,33.89
2018-06-18,2018,ARH2,0,29.66,25,33.28
2018-06-19,2018,ARH2,0.00254,28.45,23.28,32.78
2018-06-20,2018,ARH2,2.032,26.82,24.39,30
2018-06-21,2018,ARH2,0.254,24.44,21.72,29.39
2018-06-22,2018,ARH2,0.00254,24.75,22.22,28.28
2018-06-23,2018,ARH2,0.254,26.21,21.72,31.72
2018-06-24,2018,ARH2,0,27,23.28,31.11
2018-06-25,2018,ARH2,0,28.28,25,32.22
2018-06-26,2018,ARH2,0.508,30.16,26.72,34.39
2018-06-27,2018,ARH2,0,26.71,21.11,33.89
2018-06-28,2018,ARH2,0.508,30.6,26.11,35.61
2018-06-29,2018,ARH2,0,25.44,21.72,32.78
2018-06-30,2018,ARH2,0,29,23.89,33.89
2018-07-01,2018,ARH2,0.00254,29.25,24.39,34.39
2018-07-02,2018,ARH2,0.00254,29.72,25.61,33.89
2018-07-03,2018,ARH2,0.00254,28.5,25,32.78
2018-07-04,2018,ARH2,0,30.19,24.39,35.61
2018-07-05,2018,ARH2,0.508,30,24.39,35.61
2018-07-06,2018,ARH2,0,26.1,23.28,32.78
2018-07-07,2018,ARH2,0,25.96,21.11,30.61
2018-07-08,2018,ARH2,0.00254,27.79,22.78,31.72
2018-07-09,2018,ARH2,0.00254,27.97,23.89,32.78
2018-07-10,2018,ARH2,0,28.63,23.28,33.28
2018-07-11,2018,ARH2,0,29.9,24.39,35.61
2018-07-12,2018,ARH2,0,29.41,23.89,35
2018-07-13,2018,ARH2,0,29.74,24.39,35
2018-07-14,2018,ARH2,1.016,31.05,26.72,36.11
2018-07-15,2018,ARH2,0.508,29.27,23.89,34.39
2018-07-16,2018,ARH2,0,27.78,23.89,33.89
2018-07-17,2018,ARH2,0,29.42,25,34.39
2018-07-18,2018,ARH2,0,28.35,25.61,32.22
2018-07-19,2018,ARH2,0,27.85,22.78,33.89
2018-07-20,2018,ARH2,0.00254,29.06,23.89,35.61
2018-07-21,2018,ARH2,0,29.26,23.89,33.28
2018-07-22,2018,ARH2,0,26.07,20,31.11
2018-07-23,2018,ARH2,0,24.14,20,29.39
2018-07-24,2018,ARH2,0,25.33,18.89,32.22
2018-07-25,2018,ARH2,0,26.42,20,32.78
2018-07-26,2018,ARH2,0.254,26.84,20.61,32.78
2018-07-27,2018,ARH2,0,26.16,22.22,32.22
2018-07-28,2018,ARH2,0,25.57,19.39,30
2018-07-29,2018,ARH2,0.00254,25.28,20,30.61
2018-07-30,2018,ARH2,6.096,25.23,21.72,27.22
2018-07-31,2018,ARH2,0.762,23.15,20,29.39
2018-08-01,2018,ARH2,0,21.43,17.78,29.39
2018-08-02,2018,ARH2,0,23.35,17.22,31.11
2018-08-03,2018,ARH2,0,25.67,18.89,32.78
2018-08-04,2018,ARH2,0,27.22,21.11,33.89
2018-08-05,2018,ARH2,0,27.92,23.28,32.78
2018-08-06,2018,ARH2,0,27.99,23.28,34.39
2018-08-07,2018,ARH2,0.00254,28.33,23.28,35
2018-08-08,2018,ARH2,0.508,25.85,22.78,29.39
2018-08-09,2018,ARH2,0.00254,25.13,23.89,27.22
2018-08-10,2018,ARH2,0,25.07,21.72,31.11
2018-08-11,2018,ARH2,0.254,27.13,20.61,34.39
2018-08-12,2018,ARH2,0,26.72,21.72,32.22
2018-08-13,2018,ARH2,0.254,26.25,19.39,32.78
2018-08-14,2018,ARH2,0.00254,26.59,22.78,30
2018-08-15,2018,ARH2,35.814,28.07,24.39,33.28
2018-08-16,2018,ARH2,16.764,24.71,21.72,31.72
2018-08-17,2018,ARH2,0,24.2,20.61,28.28
2018-08-18,2018,ARH2,0,25.33,22.22,31.11
2018-08-19,2018,ARH2,1.27,26.8,22.22,31.72
2018-08-20,2018,ARH2,0.254,25.46,22.22,28.28
2018-08-21,2018,ARH2,0,24.41,21.72,28.89
2018-08-22,2018,ARH2,0,22.92,18.28,28.28
2018-08-23,2018,ARH2,0,20.87,14.39,27.22
2018-08-24,2018,ARH2,0,23.55,20,30
2018-08-25,2018,ARH2,0,26.47,21.72,32.78
2018-08-26,2018,ARH2,0,28.18,23.28,33.28
2018-08-27,2018,ARH2,0,28.28,23.28,32.78
2018-08-28,2018,ARH2,0.00254,28.06,23.28,32.78
2018-08-29,2018,ARH2,0.00254,26.85,23.89,31.72
2018-08-30,2018,ARH2,0.254,25.23,21.11,31.72
2018-08-31,2018,ARH2,0,25.81,22.22,30.61
2018-09-01,2018,ARH2,0,26.46,22.22,31.72
2018-09-02,2018,ARH2,0,27.44,22.22,33.28
2018-09-03,2018,ARH2,0,28.02,22.78,32.78
2018-09-04,2018,ARH2,0,27.74,23.28,32.78
2018-09-05,2018,ARH2,1.778,27.37,22.22,32.22
2018-09-06,2018,ARH2,3.81,26.55,23.28,31.72
2018-09-07,2018,ARH2,7.112,25.74,22.78,30.61
2018-09-08,2018,ARH2,12.192,25.3,23.28,28.89
2018-09-09,2018,ARH2,0,20.07,18.28,25
2018-09-10,2018,ARH2,0,20.27,17.78,23.28
2018-09-11,2018,ARH2,0.00254,20,15.61,25.61
2018-09-12,2018,ARH2,0.00254,20.75,18.28,24.39
2018-09-13,2018,ARH2,0,23.82,18.28,32.22
2018-09-14,2018,ARH2,0,26.2,20.61,32.78
2018-09-15,2018,ARH2,0,25.76,19.39,32.78
2018-09-16,2018,ARH2,0,25.98,20,32.78
2018-09-17,2018,ARH2,0,24.98,19,32.78
2018-09-18,2018,ARH2,0,26.94,21.11,33.28
2018-09-19,2018,ARH2,0,28.03,22.22,35
2018-09-20,2018,ARH2,0.00254,28.46,21.72,35
2018-09-21,2018,ARH2,2.286,27.24,23.89,32.22
2018-05-02,2018,DEH1,0,21.69,11.72,31.72
2018-05-03,2018,DEH1,0,24.97,19.39,31.72
2018-05-04,2018,DEH1,0.254,26.24,20.61,31.72
2018-05-05,2018,DEH1,0.00254,22.3,16.72,26.72
2018-05-06,2018,DEH1,0,16.51,13.89,20
2018-05-07,2018,DEH1,0.00254,17.07,14.39,22.22
2018-05-08,2018,DEH1,0,14.87,11.11,20.61
2018-05-09,2018,DEH1,0.508,14.87,11.11,22.22
2018-05-10,2018,DEH1,0.00254,18.68,8.89,28.89
2018-05-11,2018,DEH1,0,22.47,17.78,28.89
2018-05-12,2018,DEH1,12.192,23.87,16.72,32.78
2018-05-13,2018,DEH1,3.556,16.93,13.89,26.72
2018-05-14,2018,DEH1,0.254,16.31,13.89,25.61
2018-05-15,2018,DEH1,12.192,23.51,18.89,30.61
2018-05-16,2018,DEH1,1.524,20.16,18.28,27.22
2018-05-17,2018,DEH1,11.938,18.16,16.72,21.11
2018-05-18,2018,DEH1,7.62,15.82,13,18.89
2018-05-19,2018,DEH1,2.286,17.15,12.78,24.39
2018-05-20,2018,DEH1,0,23.82,21.11,28.89
2018-05-21,2018,DEH1,0.508,21.98,18.28,25
2018-05-22,2018,DEH1,2.286,21.03,15.61,26.72
2018-05-23,2018,DEH1,0,23.39,19.39,27.78
2018-05-24,2018,DEH1,0,22.02,16.72,27.78
2018-05-25,2018,DEH1,0,22.05,15,28.89
2018-05-26,2018,DEH1,6.604,25.56,20.61,31.11
2018-05-27,2018,DEH1,5.08,23.46,16.72,29
2018-05-28,2018,DEH1,0,16.17,14.39,19.39
2018-05-29,2018,DEH1,0,20.02,16.72,25.61
2018-05-30,2018,DEH1,0.254,20.51,18.89,23.89
2018-05-31,2018,DEH1,1.016,22.1,18,28.28
2018-06-01,2018,DEH1,0,24.82,21,30
2018-06-02,2018,DEH1,13.208,24.53,22.22,27.78
2018-06-03,2018,DEH1,3.048,17.6,15,23.89
2018-06-04,2018,DEH1,0,17.06,13.28,23.89
2018-06-05,2018,DEH1,0.00254,20.4,14.39,26.72
2018-06-06,2018,DEH1,0,19.24,16.11,23.28
2018-06-07,2018,DEH1,0,18.92,15.61,23.28
2018-06-08,2018,DEH1,22.352,21.05,14.39,28.28
2018-06-09,2018,DEH1,0.254,22.37,20,27.78
2018-06-10,2018,DEH1,5.588,21.07,19.39,24.39
2018-06-11,2018,DEH1,0.00254,16.68,15,19.39
2018-06-12,2018,DEH1,0.254,17.57,11.72,22.22
2018-06-13,2018,DEH1,0,21.35,17.22,28.28
2018-06-14,2018,DEH1,0,25.8,23.28,28.89
2018-06-15,2018,DEH1,0,23.32,17.22,27.22
2018-06-16,2018,DEH1,0,22.43,13.89,28.89
2018-06-17,2018,DEH1,0,24.38,17.22,30.61
2018-06-18,2018,DEH1,0,24.18,20.61,32.78
2018-06-19,2018,DEH1,0.00254,28.11,25.61,32.78
2018-06-20,2018,DEH1,0.508,25.52,22.22,30
2018-06-21,2018,DEH1,7.874,24.89,22.22,27.22
2018-06-22,2018,DEH1,0.254,20.55,19.39,21.72
2018-06-23,2018,DEH1,16.002,23.05,20,28.89
2018-06-24,2018,DEH1,0.254,25.25,20.61,32.22
2018-06-25,2018,DEH1,0,24.72,21.11,27.78
2018-06-26,2018,DEH1,0,22.28,17.22,26.11
2018-06-27,2018,DEH1,0,22.19,17.22,27.78
2018-06-28,2018,DEH1,0,26.55,22.78,31.72
2018-06-29,2018,DEH1,0,27.59,22.78,32.22
2018-06-30,2018,DEH1,0,27.6,20.61,34.39
2018-07-01,2018,DEH1,0,28.26,22.22,35
2018-07-02,2018,DEH1,0,29.18,22.78,35.61
2018-07-03,2018,DEH1,0,28.36,25,33.89
2018-07-04,2018,DEH1,2.032,27.24,21.72,31.11
2018-07-05,2018,DEH1,11.938,26.56,22.78,31.72
2018-07-06,2018,DEH1,0.00254,26.11,24.39,29.39
2018-07-07,2018,DEH1,0,22.2,19.39,25
2018-07-08,2018,DEH1,0,19.85,13.28,25
2018-07-09,2018,DEH1,0,20.29,12.22,28.28
2018-07-10,2018,DEH1,0,24.36,15,33.28
2018-07-11,2018,DEH1,0,27.16,22.78,32.78
2018-07-12,2018,DEH1,0,24.05,20,27.78
2018-07-13,2018,DEH1,0,22.27,17.78,27.78
2018-07-14,2018,DEH1,0,22.74,15,31.11
2018-07-15,2018,DEH1,2.286,25.56,20,31.72
2018-07-16,2018,DEH1,6.35,27.75,22.78,33.89
2018-07-17,2018,DEH1,0,27.2,22.78,34.39
2018-07-18,2018,DEH1,0,24.8,22.22,30.61
2018-07-19,2018,DEH1,0,24.65,20,30
2018-07-20,2018,DEH1,20.066,22.5,16.11,28.89
2018-07-21,2018,DEH1,2.286,22.23,18.28,23.89
2018-07-22,2018,DEH1,0.254,25.42,21,29.39
2018-07-23,2018,DEH1,1.016,26.96,25,28.89
2018-07-24,2018,DEH1,8.636,26.81,25,28.89
2018-07-25,2018,DEH1,0.254,25.04,22,27.78
2018-07-26,2018,DEH1,0.254,24.83,22.22,30.61
2018-07-27,2018,DEH1,0.762,26.46,22.78,32.78
2018-07-28,2018,DEH1,0,25.33,22.78,30.61
2018-07-29,2018,DEH1,2.032,24.56,20.61,29.39
2018-07-30,2018,DEH1,0.254,21.96,20,23.28
2018-07-31,2018,DEH1,0.508,23.43,20.61,27.22
2018-08-01,2018,DEH1,0.00254,25.95,23.28,30
2018-08-02,2018,DEH1,5.08,26.72,23.89,31.11
2018-08-03,2018,DEH1,1.778,25.26,22.78,30
2018-08-04,2018,DEH1,0,25.56,23.28,30
2018-08-05,2018,DEH1,0,25.79,21.72,31.72
2018-08-06,2018,DEH1,0,25.84,21.11,32.22
2018-08-07,2018,DEH1,0.00254,27.14,22.78,31.72
2018-08-08,2018,DEH1,0,27.98,23.28,32.78
2018-08-09,2018,DEH1,0,27.44,23.28,31.72
2018-08-10,2018,DEH1,2.286,26.94,21.72,32.78
2018-08-11,2018,DEH1,0.762,25.6,23.28,30.61
2018-08-12,2018,DEH1,0.254,24.63,20.61,30.61
2018-08-13,2018,DEH1,0,25.1,22.78,29.39
2018-08-14,2018,DEH1,0.00254,24.87,20,29.39
2018-08-15,2018,DEH1,0,25.98,21.72,31.72
2018-08-16,2018,DEH1,0,26.56,21.72,32.78
2018-08-17,2018,DEH1,0.00254,27.86,22.78,34.39
2018-08-18,2018,DEH1,0.00254,28.43,25.61,31.72
2018-08-19,2018,DEH1,0.00254,25.44,23,28.89
2018-08-20,2018,DEH1,1.27,23.67,22.78,25.61
2018-08-21,2018,DEH1,5.588,24.81,21.11,28.89
2018-08-22,2018,DEH1,0,25.56,24.39,29.39
2018-08-23,2018,DEH1,0,22.83,18.28,26.72
2018-08-24,2018,DEH1,0,21.49,13.89,29.39
2018-08-25,2018,DEH1,0,21.18,14.39,28.28
2018-08-26,2018,DEH1,0,23.5,17.22,30.61
2018-08-27,2018,DEH1,0,26.69,21.72,33.28
2018-08-28,2018,DEH1,0,28.45,23.89,35
2018-08-29,2018,DEH1,0,29.72,25,35.61
2018-08-30,2018,DEH1,62.738,29.27,25.61,34.39
2018-08-31,2018,DEH1,12.192,25.43,22.22,30.61
2018-09-01,2018,DEH1,7.112,25.03,22.78,28
2018-09-02,2018,DEH1,0,25.9,23.28,30
2018-09-03,2018,DEH1,0,26.94,22.78,31.72
2018-09-04,2018,DEH1,0,27.6,23.28,33.89
2018-09-05,2018,DEH1,0,26.62,23.28,33.28
2018-09-06,2018,DEH1,4.826,28.14,23.89,33.89
2018-09-07,2018,DEH1,11.938,25.13,22.78,31.72
2018-09-08,2018,DEH1,2.54,22.86,20,25
2018-09-09,2018,DEH1,5.334,19.53,18,21.72
2018-09-10,2018,DEH1,0.254,20.47,17.78,25.61
2018-09-11,2018,DEH1,0.00254,24.51,22.22,30.61
2018-09-12,2018,DEH1,0.508,24.97,23,30
2018-09-13,2018,DEH1,2.54,23.55,22.78,25
2018-09-14,2018,DEH1,0.254,23.52,22.22,25.61
2018-09-15,2018,DEH1,0,23.74,21.11,26.11
2018-09-16,2018,DEH1,0.00254,23.52,20.61,26.72
2018-09-17,2018,DEH1,14.986,24.64,22.22,27.78
2018-09-18,2018,DEH1,0,25.53,23.89,29.39
2018-04-03,2018,GAH1,0,24.35,16,29.28
2018-04-04,2018,GAH1,0,20.05,17.5,24.61
2018-04-05,2018,GAH1,0,13.63,5.78,21.5
2018-04-06,2018,GAH1,0,18.98,11.11,26.72
2018-04-07,2018,GAH1,0,19.16,17,22.72
2018-04-08,2018,GAH1,0,11.86,7.89,15.5
2018-04-09,2018,GAH1,0,14.39,11.39,20.22
2018-04-10,2018,GAH1,0,14.79,12.11,17.72
2018-04-11,2018,GAH1,0,18.35,11.28,22.5
2018-04-12,2018,GAH1,0,17.02,8.61,24.72
2018-04-13,2018,GAH1,0,20.47,12.72,27.5
2018-04-14,2018,GAH1,0,22.07,15.72,29
2018-04-15,2018,GAH1,0,19.96,15.11,24.11
2018-04-16,2018,GAH1,0,11.55,5.5,17.78
2018-04-17,2018,GAH1,0,14.89,5.11,23.39
2018-04-18,2018,GAH1,0,20.02,10.11,29.61
2018-04-19,2018,GAH1,0,22.61,18,27.22
2018-04-20,2018,GAH1,0,15.88,9.72,22.72
2018-04-21,2018,GAH1,0,15.75,12.11,20.39
2018-04-22,2018,GAH1,0,18.82,15.61,22.11
2018-04-23,2018,GAH1,0,23.72,18.5,27.22
2018-04-24,2018,GAH1,0,18.93,13.72,24.39
2018-04-25,2018,GAH1,0,19.71,14.11,24.5
2018-04-26,2018,GAH1,0,20.33,13.5,25.39
2018-04-27,2018,GAH1,0,19.94,14.72,22.78
2018-04-28,2018,GAH1,0,20.39,11.78,26
2018-04-29,2018,GAH1,0,19.13,12,26.39
2018-04-30,2018,GAH1,0,18.8,11.5,26
2018-05-01,2018,GAH1,0,20.73,11.22,27.89
2018-05-02,2018,GAH1,0,22.71,14.61,28.5
2018-05-03,2018,GAH1,0,22.72,15,28.72
2018-05-04,2018,GAH1,0,23.66,16,29.28
2018-05-05,2018,GAH1,0,23.89,17.78,29.28
2018-05-06,2018,GAH1,0,24.53,19.5,29.28
2018-05-07,2018,GAH1,0,22.69,15.78,30
2018-05-08,2018,GAH1,0,23.2,15.11,29.39
2018-05-09,2018,GAH1,0,25.06,17.72,30.72
2018-05-10,2018,GAH1,0,25.22,18.11,32
2018-05-11,2018,GAH1,0,25.55,19.28,32.78
2018-05-12,2018,GAH1,0,26.92,19.5,34.22
2018-05-13,2018,GAH1,0,27.67,20.61,33.28
2018-05-14,2018,GAH1,0,24.35,18.78,28.5
2018-05-15,2018,GAH1,0,25.79,25.39,26.22
2018-05-16,2018,GAH1,0,25.01,22.5,28.72
2018-05-17,2018,GAH1,0,27.01,23.61,29.22
2018-05-18,2018,GAH1,0,25.51,21.72,28.89
2018-05-19,2018,GAH1,0,26.7,21.5,30.89
2018-05-20,2018,GAH1,0,24.76,21.72,28
2018-05-21,2018,GAH1,0,25.79,24.39,27.5
2018-05-22,2018,GAH1,0,24.59,22,28
2018-05-23,2018,GAH1,0,27.74,23.78,30.39
