"","date","location","rainfall","temp_mean","temp_min","temp_max"
"1543",2018-07-17,"NCH1",3.05,27.2552083333333,22.17,34.89
"1544",2018-07-17,"NEH2",0,21.925,19.61,25.5
"1545",2018-07-17,"NYH1",0,22.6795833333333,16.22,27.22
"1546",2018-07-17,"NYH2",0,23.161875,18.44,27.11
"1547",2018-07-17,"NYH3",0,23.1091666666667,18.28,27.11
"1548",2018-07-17,"OHH1",0,23.7222222222222,17,29
"1549",2018-07-17,"ONH2",0,22.034375,14.94,26.28
"1550",2018-07-17,"TXH1",0,29.5558333333333,23.89,35.61
"1551",2018-07-17,"TXH2",0,27.635,19.61,36.06
"1552",2018-07-17,"WIH1",0,22.0912765957447,17.11,27
"1553",2018-07-17,"WIH2",0,21.974375,14.44,29.72
"1554",2018-07-18,"ARH1",1.27,25.9725,23.28,28.89
"1555",2018-07-18,"ARH2",0,29.824375,28.33,32.11
"1556",2018-07-18,"GAH2",0.25,28.2552083333333,22.94,34
"1557",2018-07-18,"IAH1",7.87,22.7402083333333,17.33,29.28
"1558",2018-07-18,"IAH2",0,23.0704166666667,15.11,29.78
"1559",2018-07-18,"IAH3",729,23.12875,14.67,32.39
"1560",2018-07-18,"IAH4",0,24.0729166666667,16.28,32.06
"1561",2018-07-18,"ILH1",0,21.355,15.33,26.78
"1562",2018-07-18,"INH1",0,20.6039583333333,11.89,28.89
"1563",2018-07-18,"MNH1",8.38,22.8635416666667,14.61,30.39
"1564",2018-07-18,"MOH1",29.46,25.084375,20,30.5
"1565",2018-07-18,"NCH1",0,25.9377083333333,20.44,31.61
"1566",2018-07-18,"NEH2",3.05,22.8277777777778,17.39,28.11
"1567",2018-07-18,"NYH1",0,18.676875,11.39,23.22
"1568",2018-07-18,"NYH2",0,19.1747916666667,11.78,23.11
"1569",2018-07-18,"NYH3",0,19.1954166666667,12.11,23
"1570",2018-07-18,"OHH1",0,21.3888888888889,15,27
"1571",2018-07-18,"ONH2",0,19.1641666666667,11.44,26.89
"1572",2018-07-18,"TXH1",0,30.19625,24.39,36.72
"1573",2018-07-18,"TXH2",0,28.8766666666667,19.33,39.39
"1574",2018-07-18,"WIH1",6.6,21.6458333333333,14.22,28.44
"1575",2018-07-18,"WIH2",0.25,21.1514583333333,12.33,29.11
"1576",2018-07-19,"ARH1",1.78,29.7870833333333,24.39,35
"1577",2018-07-19,"ARH2",0,29.4729166666667,27.11,32.22
"1578",2018-07-19,"GAH2",0.25,26.5,22.94,32.89
"1579",2018-07-19,"IAH1",0,20.84125,16,26.67
"1580",2018-07-19,"IAH2",0,24.0475,19.94,29.33
"1581",2018-07-19,"IAH3",468,20.849375,17.33,25.78
"1582",2018-07-19,"IAH4",0,23.9489583333333,19.33,29.89
"1583",2018-07-19,"ILH1",0,23.111875,14.94,30.72
"1584",2018-07-19,"INH1",0,22.7966666666667,14.11,30.33
"1585",2018-07-19,"MNH1",0.25,19.7925,18.33,21.28
"1586",2018-07-19,"MOH1",0,24.1754166666667,20.28,29.11
"1587",2018-07-19,"NCH1",0,25.4004166666667,16.94,31.61
"1588",2018-07-19,"NEH2",0,25.3733333333333,20.89,30.11
"1589",2018-07-19,"NYH1",0,19.16375,9.83,27.67
"1590",2018-07-19,"NYH2",0,19.58625,9.61,28.44
"1591",2018-07-19,"NYH3",0,19.5466666666667,9.89,28.17
"1592",2018-07-19,"OHH1",0,20.6805555555556,13,28
"1593",2018-07-19,"ONH2",1.78,20.5822916666667,11.28,28.61
"1594",2018-07-19,"TXH1",0,30.4945833333333,25,37.22
"1595",2018-07-19,"TXH2",0,30.17375,20.33,39.11
"1596",2018-07-19,"WIH1",5.59,20.5835416666667,14.89,24.28
"1597",2018-07-19,"WIH2",4.32,20.0208333333333,11.72,25.78
"1598",2018-07-20,"ARH1",15.75,28.8404347826087,24.39,34.39
"1599",2018-07-20,"ARH2",0,30.1760416666667,27.83,33.56
"1600",2018-07-20,"GAH2",0.25,26.466875,22.78,31.44
"1601",2018-07-20,"IAH1",0,21.7825,19.06,24.83
"1602",2018-07-20,"IAH2",0,22.6322916666667,17.5,29.44
"1603",2018-07-20,"IAH3",801,20.9614583333333,18.39,24.5
"1604",2018-07-20,"IAH4",0,22.4522916666667,19.83,26.94
"1605",2018-07-20,"ILH1",0.254,23.9298958333333,20.28,28.5
"1606",2018-07-20,"INH1",0.25,24.0160416666667,19.28,29.17
"1607",2018-07-20,"MNH1",0,20.1339583333333,17.11,25.33
"1608",2018-07-20,"MOH1",0,25.3483333333333,19.44,32.72
"1609",2018-07-20,"NCH1",0,24.43,19,28.72
"1610",2018-07-20,"NEH2",0,22.9975,16.5,28.28
"1611",2018-07-20,"NYH1",0,23.2341666666667,15.94,29.83
"1612",2018-07-20,"NYH2",0,23.9172916666667,17.28,30.39
"1613",2018-07-20,"NYH3",0,23.9779166666667,17.61,30.33
"1614",2018-07-20,"OHH1",0,18.4861111111111,16,21
"1615",2018-07-20,"ONH2",1.78,23.0852083333333,17.72,30.17
"1616",2018-07-20,"TXH1",0,30.6545833333333,24.39,37.22
"1617",2018-07-20,"TXH2",0,29.6804166666667,20.89,39.28
"1618",2018-07-20,"WIH1",0,20.120625,19.06,21.33
"1619",2018-07-20,"WIH2",0.25,20.63,18.83,22.39
"1620",2018-07-21,"ARH1",0,28.0329166666667,23,33.28
"1621",2018-07-21,"ARH2",0,31.505,28.56,35.17
"1622",2018-07-21,"GAH2",0.25,25.6110416666667,21,32.56
"1623",2018-07-21,"IAH1",0,21.853125,17.83,27.44
"1624",2018-07-21,"IAH2",0,22.6358333333333,17.06,30.17
"1625",2018-07-21,"IAH3",905,21.28,17.11,26.72
"1626",2018-07-21,"IAH4",0,22.6402083333333,17.39,29.22
"1627",2018-07-21,"ILH1",1.524,21.7385416666667,19,26.33
"1628",2018-07-21,"INH1",0.76,21.776875,19.44,24.78
"1629",2018-07-21,"MNH1",0,20.855,16.28,26.33
"1630",2018-07-21,"MOH1",0,24.3022916666667,18,30.83
"1631",2018-07-21,"NCH1",20.57,24.7783333333333,21,31.17
"1632",2018-07-21,"NEH2",0,23.1183333333333,18,28.61
"1633",2018-07-21,"NYH1",0,21.1633333333333,17.39,25.56
"1634",2018-07-21,"NYH2",0.25,21.75875,17.94,26.17
"1635",2018-07-21,"NYH3",1.27,21.7191666666667,18,26.39
"1636",2018-07-21,"OHH1",0,19.8888888888889,17,24
"1637",2018-07-21,"ONH2",1.02,22.5745833333333,19.83,27.06
"1638",2018-07-21,"TXH1",0,30.2170833333333,24.39,37.22
"1639",2018-07-21,"TXH2",0,28.3354166666667,20.22,37.17
"1640",2018-07-21,"WIH1",0,21.1135416666667,19.06,26
"1641",2018-07-21,"WIH2",0.25,21.3214583333333,19,27.33
"1642",2018-07-22,"ARH1",0,27.3929166666667,21.72,32.22
"1643",2018-07-22,"ARH2",0,31.5954166666667,28.5,34.78
"1644",2018-07-22,"GAH2",0.25,26.4304166666667,21.44,33.06
"1645",2018-07-22,"IAH1",0,20.7035416666667,16.67,25.06
"1646",2018-07-22,"IAH2",0,22.6285416666667,15.61,31.67
"1647",2018-07-22,"IAH3",852,20.6172916666667,16.11,26.94
"1648",2018-07-22,"IAH4",0,22.816875,16.33,30.17
"1649",2018-07-22,"ILH1",0,21.9535416666667,19.78,26.72
"1650",2018-07-22,"INH1",0,21.7970833333333,19.94,26.78
"1651",2018-07-22,"MNH1",0,20.8027083333333,16.44,26.72
"1652",2018-07-22,"MOH1",0,23.3191666666667,17.61,30.56
"1653",2018-07-22,"NCH1",1.02,24.9339583333333,19.56,32.89
"1654",2018-07-22,"NEH2",0,22.7831944444444,16.78,28.61
"1655",2018-07-22,"NYH1",0,22.0091666666667,16.28,28
"1656",2018-07-22,"NYH2",0,22.5802083333333,16.89,28.72
"1657",2018-07-22,"NYH3",0.76,22.55,16.83,28.78
"1658",2018-07-22,"OHH1",0,20.3194444444444,18,26
"1659",2018-07-22,"ONH2",5.84,18.2614583333333,15.39,22.06
"1660",2018-07-22,"TXH1",0,31.2270833333333,24.39,38.28
"1661",2018-07-22,"TXH2",0,28.6579166666667,19.33,38.72
"1662",2018-07-22,"WIH1",0,20.1502127659574,16,24.61
"1663",2018-07-22,"WIH2",0,20.5189583333333,15.67,26.56
"1664",2018-07-23,"ARH1",0,25.9883333333333,21.72,29.39
"1665",2018-07-23,"ARH2",0,30.4302083333333,28.44,32.78
"1666",2018-07-23,"GAH2",0,25.095625,20.22,30.72
"1667",2018-07-23,"IAH1",0,22.9275,16.11,29.39
"1668",2018-07-23,"IAH2",0,23.1675,16.17,31.67
"1669",2018-07-23,"IAH3",990,22.04375,15.83,28.33
"1670",2018-07-23,"IAH4",0,23.383125,16.22,29.89
"1671",2018-07-23,"ILH1",0,22.2734375,17.17,28.17
"1672",2018-07-23,"INH1",0,21.1966666666667,15.89,26
"1673",2018-07-23,"MNH1",0,22.1835416666667,14.67,29.33
"1674",2018-07-23,"MOH1",0,23.7939583333333,17.06,31.83
"1675",2018-07-23,"NCH1",0.51,24.889375,21.56,29.67
"1676",2018-07-23,"NEH2",0,23.3977777777778,17.72,29
"1677",2018-07-23,"NYH1",0.25,22.7677083333333,21.11,25.61
"1678",2018-07-23,"NYH2",0,23.1710416666667,21.39,26.22
"1679",2018-07-23,"NYH3",2.29,23.1535416666667,21.56,25.89
"1680",2018-07-23,"OHH1",0,19.7777777777778,17,25
"1681",2018-07-23,"ONH2",2.03,22.3820833333333,15.17,29.67
"1682",2018-07-23,"TXH1",0,32.2245833333333,24.39,40.61
"1683",2018-07-23,"TXH2",0.02,26.0029166666667,21.5,31.94
"1684",2018-07-23,"WIH1",0,21.9254166666667,14.72,27.78
"1685",2018-07-23,"WIH2",0,21.7414583333333,13.67,30.33
"1686",2018-07-24,"ARH1",0,26.72625,20.61,32.22
"1687",2018-07-24,"ARH2",0,30.6525,27.39,34.44
"1688",2018-07-24,"GAH2",0,25.2535416666667,22.67,31.44
"1689",2018-07-24,"IAH1",0,23.5372916666667,17.56,30.33
"1690",2018-07-24,"IAH2",0.76,22.4866666666667,14.72,31.56
"1691",2018-07-24,"IAH3",920,22.3120833333333,16.61,27.67
"1692",2018-07-24,"IAH4",7.11,22.8610416666667,15.89,30.5
"1693",2018-07-24,"ILH1",0,23.9191666666667,16.39,30.5
"1694",2018-07-24,"INH1",0.25,23.8125,18.94,30.06
"1695",2018-07-24,"MNH1",0.76,21.42375,12.78,28.11
"1696",2018-07-24,"MOH1",0,24.81125,16.94,33.83
"1697",2018-07-24,"NCH1",23.62,24.6510416666667,21.72,29.78
"1698",2018-07-24,"NEH2",0,21.9184722222222,14.72,28.39
"1699",2018-07-24,"NYH1",0.25,22.7614583333333,21.61,24.61
"1700",2018-07-24,"NYH2",9.91,23.16875,21.94,25
"1701",2018-07-24,"NYH3",8.38,23.1420833333333,21.94,25
"1702",2018-07-24,"OHH1",0,21.875,17,26
"1703",2018-07-24,"ONH2",0,23.76625,18.61,30.5
"1704",2018-07-24,"TXH1",0,31.9795833333333,28.28,37.22
"1705",2018-07-24,"TXH2",0,25.41625,19.89,30.72
"1706",2018-07-24,"WIH1",0,23.1991666666667,17.67,28.28
"1707",2018-07-24,"WIH2",0,22.2304166666667,14.72,29.61
"1708",2018-07-25,"ARH1",0,27.8191666666667,22.22,32.78
"1709",2018-07-25,"ARH2",0.76,31.6547916666667,28.44,35.22
"1710",2018-07-25,"GAH2",0,26.5185416666667,21.22,33.5
"1711",2018-07-25,"IAH1",0.51,22.1454166666667,13.89,29.94
"1712",2018-07-25,"IAH2",0,22.0077083333333,15.22,29.11
"1713",2018-07-25,"IAH3",903,21.5360416666667,13.44,28.39
"1714",2018-07-25,"IAH4",0,22.635,15.83,29.33
"1715",2018-07-25,"ILH1",0,23.9190625,18.39,29.78
"1716",2018-07-25,"INH1",0,23.6841666666667,16.72,29.94
"1717",2018-07-25,"MNH1",0,20.1470833333333,14.44,27.39
"1718",2018-07-25,"MOH1",0,23.6458333333333,13.67,32.22
"1719",2018-07-25,"NCH1",0,24.4766666666667,21.94,30.56
"1720",2018-07-25,"NEH2",0,21.6390277777778,15,28.72
"1721",2018-07-25,"NYH1",0.25,21.8645833333333,19.78,24.89
"1722",2018-07-25,"NYH2",0.51,22.22875,20.06,25.72
"1723",2018-07-25,"NYH3",0.51,22.2329166666667,20.11,25.56
"1724",2018-07-25,"OHH1",0,22.7638888888889,17,29
"1725",2018-07-25,"ONH2",2.29,23.5195833333333,18.33,30.22
"1726",2018-07-25,"TXH1",0,30.6408333333333,25,36.72
"1727",2018-07-25,"TXH2",0.16,26.5366666666667,17.78,34.83
"1728",2018-07-25,"WIH1",0,22.765625,15.33,28.83
"1729",2018-07-25,"WIH2",0,21.50875,11.94,29.72
"1730",2018-07-26,"ARH1",9.4,28.6020833333333,22.78,34.39
"1731",2018-07-26,"ARH2",0,31.9641666666667,29.39,34.56
"1732",2018-07-26,"GAH2",0,27.0789583333333,21.17,34.17
"1733",2018-07-26,"IAH1",0,21.7070833333333,15.83,27.33
"1734",2018-07-26,"IAH2",0,20.4966666666667,13.33,28.33
"1735",2018-07-26,"IAH3",989,19.2385416666667,13.67,24.06
"1736",2018-07-26,"IAH4",0,20.3204166666667,15.17,25.94
"1737",2018-07-26,"ILH1",0,22.3201041666667,16.72,28.5
"1738",2018-07-26,"INH1",0,21.9652083333333,16.89,27.56
"1739",2018-07-26,"MNH1",0,16.755,12.67,21.06
"1740",2018-07-26,"MOH1",0,21.2314583333333,17.11,27.56
"1741",2018-07-26,"NCH1",0.25,26.6029166666667,20.89,33
"1742",2018-07-26,"NEH2",2.79,21.6297222222222,15.61,27.5
"1743",2018-07-26,"NYH1",0.25,23.0147916666667,17.39,29.11
"1744",2018-07-26,"NYH2",5.08,23.5410416666667,18.11,29.94
"1745",2018-07-26,"NYH3",5.08,23.616170212766,18.06,29.72
"1746",2018-07-26,"OHH1",0,22.1666666666667,15,28
"1747",2018-07-26,"ONH2",7.37,23.3302083333333,18.72,30.33
"1748",2018-07-26,"TXH1",0,30.69875,23.89,37.22
"1749",2018-07-26,"TXH2",0,23.6645833333333,18.39,29.22
"1750",2018-07-26,"WIH1",0,19.7025531914894,15.11,23.5
"1751",2018-07-26,"WIH2",0,19.6370833333333,14.83,23.83
"1752",2018-07-27,"ARH1",1.78,25.6545833333333,21.72,30
"1753",2018-07-27,"ARH2",0,31.7,29.33,34.61
"1754",2018-07-27,"GAH2",0,26.7485416666667,19.78,34.61
"1755",2018-07-27,"IAH1",0,19.3341666666667,12.5,26.61
"1756",2018-07-27,"IAH2",0,18.8995833333333,10.89,27.94
"1757",2018-07-27,"IAH3",576,17.8572916666667,11.61,24.83
"1758",2018-07-27,"IAH4",0,18.9758333333333,12.33,26.72
"1759",2018-07-27,"ILH1",0,20.3835416666667,14.67,26.5
"1760",2018-07-27,"INH1",0,19.2970833333333,13.11,25.28
"1761",2018-07-27,"MNH1",0,18.0625,10.17,25.44
"1762",2018-07-27,"MOH1",0,21.8052083333333,15.06,30.22
"1763",2018-07-27,"NCH1",14.48,27.4822916666667,23,33.28
"1764",2018-07-27,"NEH2",9.4,19.5198611111111,12.72,25.5
"1765",2018-07-27,"NYH1",0.25,21.8227083333333,16.67,26.78
"1766",2018-07-27,"NYH2",0.25,22.4489583333333,17.61,27
"1767",2018-07-27,"NYH3",0,22.5010416666667,17.89,27.17
"1768",2018-07-27,"OHH1",0,20.8611111111111,16,26
"1769",2018-07-27,"ONH2",0,19.4314583333333,12.94,27.94
"1770",2018-07-27,"TXH1",0,30.8333333333333,23.89,37.78
"1771",2018-07-27,"TXH2",0,23.3125,19.44,29.61
"1772",2018-07-27,"WIH1",0,18.481875,14.28,23.78
"1773",2018-07-27,"WIH2",0,18.071875,10.67,24.5
"1774",2018-07-28,"ARH1",0,24.0441666666667,21.72,27.78
"1775",2018-07-28,"ARH2",0,30.9652083333333,28.94,32.44
"1776",2018-07-28,"GAH2",0,26.9358333333333,21.11,34.5
"1777",2018-07-28,"IAH1",0,19.1139583333333,10.94,26.78
"1778",2018-07-28,"IAH2",0,19.0697916666667,14,24.06
"1779",2018-07-28,"IAH3",986,18.4347916666667,10.67,25.72
"1780",2018-07-28,"IAH4",0,19.926875,14.22,26.39
"1781",2018-07-28,"ILH1",0.254,20.1602083333333,12.5,28.33
"1782",2018-07-28,"INH1",0.51,19.1414583333333,11.83,25.89
"1783",2018-07-28,"MNH1",0,18.4745833333333,9.5,27
"1784",2018-07-28,"MOH1",0.51,21.1897916666667,14.94,30.94
"1785",2018-07-28,"NCH1",0,26.031875,21.72,32.11
"1786",2018-07-28,"NEH2",0,19.8915277777778,17.11,24.22
"1787",2018-07-28,"NYH1",0,20.6075,16.39,25.33
"1788",2018-07-28,"NYH2",0,20.9464583333333,17,25.17
"1789",2018-07-28,"NYH3",0,21.0310416666667,17.39,25.33
"1790",2018-07-28,"OHH1",0,19.2083333333333,12,26
"1791",2018-07-28,"ONH2",12.45,19.215,12.61,27.11
"1792",2018-07-28,"TXH1",0,30.5783333333333,23.89,37.22
"1793",2018-07-28,"TXH2",0,26.4208333333333,19.61,35.22
"1794",2018-07-28,"WIH1",0,19.9845833333333,12.22,26.17
"1795",2018-07-28,"WIH2",0,18.6052083333333,8.11,28.67
"1796",2018-07-29,"ARH1",0,25.35125,21.11,30
"1797",2018-07-29,"ARH2",0,30.2825,28.17,32.22
"1798",2018-07-29,"GAH2",0,26.68125,19.83,35.06
"1799",2018-07-29,"IAH1",0,20.18625,15.83,25.39
"1800",2018-07-29,"IAH2",0,20.63625,12.5,29.78
"1801",2018-07-29,"IAH3",927,20.76625,13.56,31
"1802",2018-07-29,"IAH4",0,21.3810416666667,14.78,30.39
"1803",2018-07-29,"ILH1",0.508,17.3919791666667,13.83,20.5
"1804",2018-07-29,"INH1",0.76,16.753125,11.89,21.06
"1805",2018-07-29,"MNH1",0,19.6952083333333,10.94,28.61
"1806",2018-07-29,"MOH1",0,19.5129166666667,18.39,22.44
"1807",2018-07-29,"NCH1",4.32,24.728125,21.44,30.44
"1808",2018-07-29,"NEH2",0,20.6790277777778,16.89,25.39
"1809",2018-07-29,"NYH1",0,19.6133333333333,15.72,25.06
"1810",2018-07-29,"NYH2",0,20.31375,16.83,25.94
"1811",2018-07-29,"NYH3",0,20.1358333333333,16.83,25.17
"1812",2018-07-29,"OHH1",0,19.9444444444444,13,26
"1813",2018-07-29,"ONH2",0.76,20.111875,14.5,29.28
"1814",2018-07-29,"TXH1",0,31.0229166666667,24.39,37.78
"1815",2018-07-29,"TXH2",0.05,26.5433333333333,18.11,36.5
"1816",2018-07-29,"WIH1",0,19.85875,13.28,27.83
"1817",2018-07-29,"WIH2",5.84,19.1960416666667,9.67,30.06
"1818",2018-07-30,"ARH1",0,24.19625,21.72,26.72
"1819",2018-07-30,"ARH2",0.51,29.6022916666667,28.56,30.72
"1820",2018-07-30,"GAH2",0,27.123125,22.89,33.39
"1821",2018-07-30,"IAH1",0,20.4104166666667,12.33,27.56
"1822",2018-07-30,"IAH2",0,20.3764583333333,12.11,29.39
"1823",2018-07-30,"IAH3",972,20.46875,12.17,31.61
"1824",2018-07-30,"IAH4",0,20.6941666666667,13,29.39
"1825",2018-07-30,"ILH1",0,20.0705208333333,17,25.44
"1826",2018-07-30,"INH1",0.51,19.1122916666667,16.56,23.94
"1827",2018-07-30,"MNH1",0,20.4929166666667,11.33,28.72
"1828",2018-07-30,"MOH1",0,21.2814583333333,17.33,29.28
"1829",2018-07-30,"NCH1",2.79,24.5004166666667,22.56,29.22
"1830",2018-07-30,"NEH2",0,20.2520833333333,15.22,26.11
"1831",2018-07-30,"NYH1",0.25,19.31875,13.94,25.06
"1832",2018-07-30,"NYH2",0,19.8754166666667,14.22,26.44
"1833",2018-07-30,"NYH3",0,19.7991666666667,14.5,25.61
"1834",2018-07-30,"OHH1",0,20.4722222222222,17,25
"1835",2018-07-30,"ONH2",0.51,20.5385416666667,14.78,28.33
"1836",2018-07-30,"TXH1",1.52,30.9141666666667,25.61,37.78
"1837",2018-07-30,"TXH2",0,23.1729166666667,17.61,28.06
"1838",2018-07-30,"WIH1",0,20.25,13.17,27.39
"1839",2018-07-30,"WIH2",0.25,20.1177083333333,10.39,30.78
"1840",2018-07-31,"ARH1",0,23.60125,20.61,28.89
"1841",2018-07-31,"ARH2",0.25,28.8272916666667,27.39,30.61
"1842",2018-07-31,"GAH2",0,25.380625,22.89,29.39
"1843",2018-07-31,"IAH1",0,20.88125,12.94,29.39
"1844",2018-07-31,"IAH2",0,21.970625,13.33,32
"1845",2018-07-31,"IAH3",873,20.2845833333333,11.11,32.39
"1846",2018-07-31,"IAH4",20.83,21.6827083333333,14.06,30.72
"1847",2018-07-31,"ILH1",0,20.0358333333333,16.39,24.11
"1848",2018-07-31,"INH1",0.51,18.4554166666667,15.5,21.94
"1849",2018-07-31,"MNH1",0,21.8960416666667,12.5,31.61
"1850",2018-07-31,"MOH1",0,22.8364583333333,16.22,31.78
"1851",2018-07-31,"NCH1",1.78,25.9654166666667,22.61,31.67
"1852",2018-07-31,"NEH2",0,20.7972222222222,14.22,27.11
"1853",2018-07-31,"NYH1",0,21.6591666666667,17.78,26.17
"1854",2018-07-31,"NYH2",0,22.2627083333333,18.17,27.17
"1855",2018-07-31,"NYH3",0,22.136875,18.28,26.56
"1856",2018-07-31,"OHH1",0,20.4166666666667,18,25
"1857",2018-07-31,"ONH2",0,21.0520833333333,14.33,26.56
"1858",2018-07-31,"TXH1",0,28.21,24.39,32.22
"1859",2018-07-31,"TXH2",0,22.9583333333333,15.44,30.17
"1860",2018-07-31,"WIH1",3.81,19.8829787234043,11.72,27.06
"1861",2018-07-31,"WIH2",1.02,19.9839583333333,10.22,30.67
"1862",2018-08-01,"ARH1",0,23.6025,18.28,28.89
"1863",2018-08-01,"ARH2",0,28.129375,26.06,30.5
"1864",2018-08-01,"GAH2",0,24.843125,22.56,28.94
"1865",2018-08-01,"IAH1",4.32,22.6704166666667,14.06,31
"1866",2018-08-01,"IAH2",0,22.0829166666667,14.78,30.72
"1867",2018-08-01,"IAH3",978,21.8570833333333,14.44,28.67
"1868",2018-08-01,"IAH4",0,22.2664583333333,14.61,30.17
"1869",2018-08-01,"ILH1",0,21.5927083333333,15.06,29.11
"1870",2018-08-01,"INH1",0.76,20.8720833333333,14.83,27.39
"1871",2018-08-01,"MNH1",0,19.6591666666667,14.17,27.5
"1872",2018-08-01,"MOH1",0,22.7310416666667,13.67,33.78
"1873",2018-08-01,"NCH1",1.52,25.810625,23.5,30.94
"1874",2018-08-01,"NEH2",0,22.2138888888889,13,30.11
"1875",2018-08-01,"NYH1",0,23.7733333333333,21.22,28.11
"1876",2018-08-01,"NYH2",0.76,24.3860416666667,21.72,28.94
"1877",2018-08-01,"NYH3",0.51,24.2372916666667,21.78,28.56
"1878",2018-08-01,"OHH1",0,19.7638888888889,17,22
"1879",2018-08-01,"ONH2",0,22.105625,18.83,24.72
"1880",2018-08-01,"TXH1",0,29.02125,21.11,36.11
"1881",2018-08-01,"TXH2",0,24.3120833333333,13.94,34.22
"1882",2018-08-01,"WIH1",2.03,22.0775,16.28,27.89
"1883",2018-08-01,"WIH2",2.79,21.0989583333333,12.89,29.06
"1884",2018-08-02,"ARH1",0,25.2704347826087,18.89,31.11
"1885",2018-08-02,"ARH2",0,28.2414583333333,26.22,30.5
"1886",2018-08-02,"GAH2",0,24.32125,23.33,26.39
"1887",2018-08-02,"IAH1",0,22.1547916666667,17.83,27.39
"1888",2018-08-02,"IAH2",0,20.515,11.72,29.56
"1889",2018-08-02,"IAH3",908,20.0077083333333,14.28,26.61
"1890",2018-08-02,"IAH4",0,20.1345833333333,13.67,28.11
"1891",2018-08-02,"ILH1",0.254,23.0022916666667,14.61,31.17
"1892",2018-08-02,"INH1",0.76,22.1927083333333,16.17,29.22
"1893",2018-08-02,"MNH1",0,17.4527083333333,11.33,25.17
"1894",2018-08-02,"MOH1",0,23.8883333333333,15.61,34.83
"1895",2018-08-02,"NCH1",18.29,25.08,22.56,31.83
"1896",2018-08-02,"NEH2",0,23.1276388888889,17,31
"1897",2018-08-02,"NYH1",0,22.688125,18.72,27.61
"1898",2018-08-02,"NYH2",0,23.4508333333333,19.72,28.39
"1899",2018-08-02,"NYH3",0,23.409375,19.89,28
"1900",2018-08-02,"OHH1",0,20.6388888888889,17,26
"1901",2018-08-02,"ONH2",0,22.693125,15.61,29.28
"1902",2018-08-02,"TXH1",0,29.1275,22.22,35.61
"1903",2018-08-02,"TXH2",0,26.3895833333333,19.67,33.89
"1904",2018-08-02,"WIH1",0,19.52125,15.89,24
"1905",2018-08-02,"WIH2",0,19.4414583333333,13.94,27.22
"1906",2018-08-03,"ARH1",0,26.7545833333333,19.39,32.78
"1907",2018-08-03,"ARH2",0,28.146875,26.06,30.39
"1908",2018-08-03,"GAH2",0,26.1210416666667,23,30.83
"1909",2018-08-03,"IAH1",0,24.339375,15.78,32.61
"1910",2018-08-03,"IAH2",0.25,25.2558333333333,16.22,33.56
"1911",2018-08-03,"IAH3",754,23.1145833333333,14.11,33.33
"1912",2018-08-03,"IAH4",0.25,23.5291666666667,15.44,33.06
"1913",2018-08-03,"ILH1",0,25.0182291666667,17.22,33
"1914",2018-08-03,"INH1",0,24.079375,16.61,30.11
"1915",2018-08-03,"MNH1",2.54,23.093125,13.94,32.22
"1916",2018-08-03,"MOH1",0,25.656875,16.06,36.17
"1917",2018-08-03,"NCH1",0.25,22.748125,21.44,24
"1918",2018-08-03,"NEH2",5.84,25.2498611111111,17.72,33
"1919",2018-08-03,"NYH1",0,22.2395833333333,20.56,25.11
"1920",2018-08-03,"NYH2",1.02,22.8660416666667,21.06,26
"1921",2018-08-03,"NYH3",0.76,22.8785416666667,21.22,25.61
"1922",2018-08-03,"OHH1",0,22.2816901408451,16,28
"1923",2018-08-03,"ONH2",0,24.40375,17.28,31.89
"1924",2018-08-03,"TXH1",0,29.2825,22.22,36.11
"1925",2018-08-03,"TXH2",0.1,26.8425,18.33,34.67
"1926",2018-08-03,"WIH1",0,21.4322916666667,13.67,27.72
"1927",2018-08-03,"WIH2",0,20.2360416666667,12.28,28.39
"1928",2018-08-04,"ARH1",0,28.1254166666667,22.78,33.89
"1929",2018-08-04,"ARH2",0,28.3558333333333,26.56,30.11
"1930",2018-08-04,"GAH2",0,27.1552083333333,22,34.33
"1931",2018-08-04,"IAH1",0,25.0525,17.72,32.22
"1932",2018-08-04,"IAH2",6.1,24.4875,20.06,30.28
"1933",2018-08-04,"IAH3",1127,23.534375,17.78,29.5
"1934",2018-08-04,"IAH4",2.79,23.1020833333333,18.89,30.17
"1935",2018-08-04,"ILH1",0,25.555625,18.28,33.17
"1936",2018-08-04,"INH1",0,25.9454166666667,20.33,31.83
"1937",2018-08-04,"MNH1",7.37,23.08125,20.39,25.61
"1938",2018-08-04,"MOH1",0,26.5385416666667,19.11,34.67
"1939",2018-08-04,"NCH1",0,26.3789583333333,22.44,31.94
"1940",2018-08-04,"NEH2",0,24.05625,20,28.89
"1941",2018-08-04,"NYH1",0,23.3027083333333,17.11,29.61
"1942",2018-08-04,"NYH2",0,23.79875,17.5,29.94
"1943",2018-08-04,"NYH3",0.25,23.7727083333333,17.72,29.33
"1944",2018-08-04,"OHH1",0,23.6666666666667,17,31
"1945",2018-08-04,"ONH2",0,23.6639583333333,15,32.83
"1946",2018-08-04,"TXH1",0,28.4491666666667,22.78,35.61
"1947",2018-08-04,"TXH2",0,26.0629166666667,19,34.11
"1948",2018-08-04,"WIH1",1.78,25.8402083333333,20.67,30.39
"1949",2018-08-04,"WIH2",1.27,24.9427083333333,16.67,31.17
"1950",2018-08-05,"ARH1",0,28.1945833333333,24.39,33.89
"1951",2018-08-05,"ARH2",0,28.4916666666667,27.17,29.89
