"SoilWater.Eo","SoilWater.Eos","SoilWater.Flow(1)","SoilWater.Flow(2)","SoilWater.Flow(3)","SoilWater.Flow(4)","SoilWater.Flow(5)","SoilWater.Flow(6)","SoilWater.Flow(7)","SoilWater.Flow(8)","SoilWater.Flow(9)","SoilWater.FlowNO3(1)","SoilWater.FlowNO3(2)","SoilWater.FlowNO3(3)","SoilWater.FlowNO3(4)","SoilWater.FlowNO3(5)","SoilWater.Flux(1)","SoilWater.Runoff","SoilWater.T","SoilWater.WaterTable","Field.Maize.LAI"
522.731066595182,166.338954717527,0.151519451570082,-1.40231652874113,-0.920803722096313,-1.78312246887969,-0.276594373744474,-0.0351842392863344,-2.92436837474422,0.685713922254514,8.95774334250973,33.1896686290368,38.8877609248085,31.4595159257793,20.2902422214425,13.4343105187561,309.195007039189,44.7507395871547,56.2944451763647,37315.943349062,475.711823837998
540.717450232254,163.305829367677,0.779420618956284,-0.827835269515464,-0.994490129986061,-0.410148891834649,-0.523534179744669,-1.34447965715476,-2.88364111447279,1.02330905270907,9.3605006433213,42.5038492526737,60.3424355475187,55.7574111089136,40.3936458809636,26.1843434418599,360.489826572617,32.2971340608012,52.2752982226097,26539.0974543675,496.573872002609
556.36880592394,167.1601960784,-0.116423129144444,-3.77744259534093,-1.53513173938202,-0.175144638155261,0.340465912666293,-1.61855797182738,-9.63008563302879,-4.56187629208039,5.26809240957136,28.692702944616,32.680761744006,26.061770099255,17.7399684328968,11.7747918510562,308.06193375786,47.5512319131019,71.1389576370685,15784.207620749,481.044292984165
547.506273805202,171.513179441699,-0.0555055735220067,-0.643619240907972,-1.64855857098408,-2.4988328288244,-1.09743429117508,-4.15036398260348,-2.04286289668729,0.972761695160774,9.14183268464397,53.3924745615285,36.025348677217,15.8349546052115,6.11972330531084,3.09333895512896,182.892433708673,13.6360881783065,84.9156726888973,101949.579705006,484.857612693217
523.625560413595,171.31043771765,-1.18050693771907,-4.61051708187731,-1.18277925240333,-0.463799932035839,0.0340002165039338,0.453423981374583,0.184504793446055,-3.86033938259274,5.9674024560243,38.3435763445488,26.3813254602381,11.3795168150056,4.40827567281314,2.61269788323496,156.881710768392,11.5314629203274,79.8073113267399,96365.7199701845,463.639431816961
602.646920433852,302.056520434556,0.401543244208412,-0.926047894957604,0.0610495736941209,0.267764977221507,0.276922979394671,-0.14085589954211,0.204714739172148,-0.137269172294819,7.72597363381094,35.9149698583356,48.3555446795017,47.9162749728686,41.4970405105032,35.6510786081699,140.817580225107,22.3978250414048,309.795505494206,98403.2198891247,228.146197239984
519.042253935544,191.320786358899,-1.47513593326682,-2.29619464823916,-0.299292938978134,0.154939645937582,0.420184232293079,1.60667684298151,-6.30693799607672,-7.72827693010108,-1.13153907391145,44.6741741227174,31.0659390781074,12.5396664107531,4.49010511641922,2.51488674425604,91.4949524919157,3.82236965793326,151.017052186876,0,328.466464572725
714.467238353697,565.133560240849,5.21160491896989,-4.01766016354748,-2.52300176893518,-0.605542348439236,-0.336893991793481,-0.200129409126353,-0.134272594204731,-0.0888953901848086,-0.0453663460953944,34.2205544283335,26.951390805052,3.5437949196386,0.480549378889971,0.129859755293274,19.2697175457114,1.60723086544918,1414.7980152662,0,57.5644121972191
518.982597933975,152.551054531867,-0.205901375435537,-2.35116045102541,-7.86725544499906,-0.731212214525264,0.120036209335368,0.257688021798344,0.673540975831347,2.73902505020333,12.5190534610156,19.0441964867426,21.7561104528886,14.5229138250107,9.02448902811532,5.00858484859789,154.524239882428,6.28747004732531,34.689137053111,87277.6588385764,457.979372560461
617.201215957917,220.311244664575,-1.22342954005283,-5.09186068005449,0.263613615930278,3.0456526687547,0.396547926040281,-2.84458828128178,-0.609258659812159,-3.76767644575874,0,24.0564755607121,41.8156871458933,41.0509291227173,31.9614194446091,21.5872733088588,215.360238718296,6.47370611190673,85.2172430921771,128752.308271292,410.988759838
568.428995119457,205.777087070986,0.501174961563767,-0.348371213913911,0.285855639885644,0.254002394226992,-0.108952180729585,-3.1507288050991,-1.54353084617645,0.39851017467604,6.73794143784158,68.880206657711,53.6597099737652,31.1829914884521,17.8727245206552,10.8010887829635,262.101191879989,13.0838791861824,97.2533818420403,147815.325104028,472.998375618653
517.599952476746,168.455505769869,1.49966287880978,0.358988521014186,2.50915378216745,0.297375099966902,-2.11652072668392,-0.215569358384181,-1.84342637143469,0.267805101238251,5.98339202051646,43.2608574753539,55.381893573755,41.6658880921562,23.0154086917363,12.9308105865597,294.192234542484,19.5926029922775,69.3134745632012,138052.471604863,427.571672435296
602.043748067901,359.752743253293,6.79871146832985,-3.25625748158447,-2.59464596772174,-3.58440667032035,-2.46459919715027,-4.50607042421843,-6.52349337251533,-2.3609111843203,-0.121592864462989,150.054485545789,114.497436414824,88.9399316907741,61.7310068427995,37.876926787665,207.432063011412,36.3328615911582,133.728006035133,0,144.755074368334
604.28564610461,275.474102828599,1.81162477381905,-1.18227285554201,-3.55025662524061,-2.20657779746295,-1.35294202911602,-1.7946726531652,-4.71873528467319,-0.552646384462159,0.44808284312215,81.6715287998878,62.0871290122108,29.4899752600276,12.9974268102153,5.80113582760776,188.407282864306,14.6341611447951,81.5938029282419,0,221.613340301624
483.01056564345,178.574898510113,2.61155899270408,1.53389535384961,4.12671027414079,0.0127688829013964,-2.68935355401247,-0.542967707074175,-0.673393071854285,0.279580005676211,3.63449403054067,89.5699008419948,71.3465880825839,41.9065974851203,18.8973111253958,10.6706234095963,304.078625547353,36.2001482445759,54.7804935187036,143023.377177482,344.905374977548
478.885304792367,175.226281945058,2.41583147713957,1.46474191562072,4.04436191478458,0.0137202493905321,-2.68082613452887,-0.541725065978176,-0.675631643838848,0.276412641946725,3.61956472769502,93.0997672216021,71.3896795972605,41.260553273572,18.5563217623084,10.554603200662,304.073976395006,36.2192427008599,44.3261754469775,141239.148557616,344.254222428476
724.203674790724,535.804780413798,7.63773922445283,-0.0828742088813247,-8.92116029968227,-4.96273655494306,-0.794153905241285,-0.180721921988913,-0.00446887868223468,-0.0446936640936336,-0.019934427921489,91.5559662062385,60.6434282549033,25.0571372613346,3.87706554085752,0.220505176705082,54.2220700423094,5.77367635246224,743.196102198704,0,72.9007213216356
608.833221067669,441.57690565376,2.79474349924758,5.3504492974777,-2.89693552644693,-3.50030667551649,-0.27233998347104,-0.159663103032876,-0.159663103032891,-0.122763613183657,-0.0670829537210623,-6.53062124016495,-13.7884602447663,7.58073931797277,6.58958264568605,0.11501469902115,0,0,1334.25925180217,0,61.8247105535744
508.937144603538,209.955213643547,1.94982002986434,2.95136870601278,0.401310267877388,0.100181292590182,-0.0417749514358627,-1.64047931644175,-0.130766754427275,0.482314216942253,5.47225264196943,67.9992698701177,52.2244931290997,27.7828027355106,13.2639617452084,6.98587009122176,158.35401220898,7.28355063297471,301.989950238757,128632.113229264,229.874041171058
680.830987388774,318.129315057643,1.50473855428648,1.94878215627927,-1.35277784178864,-2.98970744103927,-1.65386118252138,-1.01879665355229,-0.362843828184807,-0.0472314128070734,0.0755619894035873,55.0987829664805,38.4256091902228,16.6665216900702,3.64843324412569,0.133948711504521,60.6432240667676,0.119624186196974,764.654145044157,0,239.579952164501
578.043405060547,191.356157959254,0.475016873494736,0.519925159632902,0.653672120167476,-0.398911292816683,-0.874699658933148,-1.73474300925614,-0.0338309092931302,0.162029917871139,4.46594301683438,42.8402954112729,83.7028764491549,101.271808234256,84.9043949080074,58.9582747848398,230.330384411794,3.19656229142939,118.465334758225,132433.374083323,318.160135398681
