"SoilWater.Eo","SoilWater.Eos","SoilWater.Flow(1)","SoilWater.Flow(2)","SoilWater.Flow(3)","SoilWater.Flow(4)","SoilWater.Flow(5)","SoilWater.Flow(6)","SoilWater.Flow(7)","SoilWater.Flow(8)","SoilWater.Flow(9)","SoilWater.FlowNO3(1)","SoilWater.FlowNO3(2)","SoilWater.FlowNO3(3)","SoilWater.FlowNO3(4)","SoilWater.FlowNO3(5)","SoilWater.FlowNO3(6)","SoilWater.FlowNO3(7)","SoilWater.FlowNO3(8)","SoilWater.Flux(1)","SoilWater.Flux(2)","SoilWater.Flux(3)","SoilWater.Runoff","SoilWater.T","SoilWater.WaterTable","Field.Maize.LAI"
4.52101326653638,0.884173095934964,-0.00119343284365336,0.00107117669288789,0.00133827901234988,-0.0103520227182336,0.000961340694550073,0.000233773844390901,-0.0281156103444635,0.00150534173619003,0.0715230295444643,0.168236298809819,0.239455135478323,0.261543148863873,0.21495541565739,0.165045258789984,0.115316471675646,0.0825360730539116,0.0710244097130228,2.63905168813814,2.15961481773174,1.92288966486161,0.17722435187108,0.333745574571886,811.216159762216,6.65809363231457
4.27793870933858,0.8121532288222,-0.000222856320418648,-0.00621851624293658,-0.000333814078266477,0.000920751768067669,0.000876635696720564,0.000163254600956772,-0.0139346694092986,0.00201491589123019,0.0690121345371614,0.123334516219509,0.177139280900788,0.232115141291639,0.254442988829475,0.232416556666215,0.183716060381213,0.136500673121489,0.114370047029246,2.89944732031522,2.17404025577842,1.85633001362954,0.0617425445955598,0.227378223579854,576.936901181902,6.74504163475568
4.68058938469027,0.89563307136508,-0.00741993613090325,-0.0107535682283775,0.00814428937541707,0.00112455836267284,0.00280949793987311,-0.000364376669023963,-0.035238817496166,-0.0349527530655965,0.0468385321316983,0.0549751658060788,0.178515645151323,0.239394170456354,0.227584736255297,0.169688466159632,0.110909188591626,0.0773327402116491,0.0640531625163861,2.71665038548944,2.45847208066395,2.29478208850082,0.435273037403295,0.12971351475433,342.765642806419,6.39768329207033
5.04252041096229,1.03806222176492,0.0164934820471407,-0.00687900639298007,-0.031516716150477,-0.0438911345696095,-0.0182961181691788,-0.0704662874293315,-0.0318349645128723,0.00518261174548563,0.104738040560813,0.127333081110518,0.134609776815413,0.102844079576962,0.0491438356560709,0.0190808808904161,0.0128962330081242,0.00869561111483975,0.00728012329521891,1.83831155903513,1.20082183936066,0.686965998310493,0.252394425736574,0.192371887897394,741.634137784503,6.50460032559237
4.53714201549196,0.92762236285986,-0.00621826969062872,-0.0217418431761379,-0.0176136801168513,-0.0113056201301135,-0.00186276385088632,0.00606068992774327,0.00425007289993025,-0.0613736921956953,0.0593024266973442,0.0743423172579317,0.0470131710559026,0.0183073335140616,0.00342974564833344,0.000218114822898615,-0.000272861304241918,0.000205141867517304,0.00586443833329842,0.730281935678788,0.321406789574827,0.0936821622036295,0.00447103075613285,0.100096649600699,781.120959719334,6.34139377661
4.85232744729091,1.4666683678918,0.0135538822118851,0.00350100177345497,0.000560072086618201,0.0036271683757112,0.00338959766239604,-0.00312430840194375,0.00111285720516442,-0.0101708204592746,0.121451306003312,-0.000528617347034161,-0.000807301208410499,-7.00746897680213e-05,0.000650898974665542,0.00636220305493101,0.0186019644935534,0.0362636724991583,0.0669457742991764,0.010431846933285,0,0,0,4.76248313392092,615.111311543835,3.07817829018304
5.14481119169776,1.18238438989579,-0.0308089266842277,-0.0411081050153145,-0.00798545771206369,-0.000418406877720624,0.00310976706481423,0.0235823835583116,-0.0174355748422702,-0.0847031510452802,-0.0299203003560466,0.411386803578768,0.444448809410456,0.188312461895436,0.0538165288188344,0.0134768885321233,0.000338852594505763,0.00193064197302133,0.00888366835873621,1.24457898291242,0.705465201077593,0.44251154874393,0.0471261240644936,0.183037501349583,0,4.9474469320848
5.82295491882564,3.52563566902879,0.00697763147505402,0.000459666173523184,-0.0179353293798536,-0.00497319362962636,-0.00246344911478785,-0.00145675288828864,-0.000978606554685037,-0.000648434858860732,-0.000331102528394601,0.025808968192404,-4.11130533113935e-05,0.0267203790986203,0.0039426041365226,0.000947479533321117,0.000195363512026634,0.000116439836400593,0.000115522107242337,0.0214043151428832,0,0,0,15.2662257877107,0,0.945561301349553
4.24554631367263,0.86822983020614,-0.0124837227655535,-0.0447811939167305,-0.0866019269038363,-0.00296050640496354,0.000897557905912003,0.00214007569540937,0.00615579294339497,0.0201084523489436,0.166500969458471,0.12504526315817,0.0668080522795353,0.00950850946172179,0.000386150332287624,-2.03914287056548e-05,-9.41257656496451e-05,-0.00019564084785237,-0.000174207477105394,1.79604139933784,0.713711400669254,0.00665033533436632,0.115929137745093,0.00017721427922541,468.949315843452,5.80249358047484
4.6429767297666,1.01110079661656,0.0157734742371624,0.0014367065571208,0.00318191786742725,0.044267960100243,0.00425719304630393,-0.0466512085516209,-0.00546891305790121,-0.039158755549153,0,0.00581977723541349,0.0208767133833981,0.0312010562652255,0.0331166735774142,0.0332449412309968,0.0346601183902341,0.0413850643767704,0.0532424858485836,0.324094586437813,0.341063770012645,0.345445696978309,0,0.297381123560117,777.770172087368,5.18616603255067
4.4623047830597,0.918147206787759,-6.09620275823671e-05,-0.000817602676422163,0.00152372367620766,0.00068107349303888,-0.00111267119879929,-0.0280382330009674,-0.00914213099680021,-0.000326308145324227,0.0214008484075993,0.173519632791454,0.249196268321159,0.260604749630791,0.213944741522774,0.14764301448994,0.104548192564714,0.0903365247596231,0.0886685539961856,3.08085218664109,2.73579544189521,2.422922312166,0.134500180234144,0.000200050016965448,1310.1315927321,6.62602862155311
4.41237003956263,0.931437961216094,0.0104763349082215,0.000413340753382841,0.0129319464415363,0.00073488169298277,-0.00332174834765672,0,0,0,0,0.155745348423591,0.330274947866189,0.400719140382326,0.320291794786129,0.219208189881433,0.166323014109455,0.131673338107058,0.127983003296596,4.24842777411797,3.84852623687762,3.47595396839524,0.276737917803353,0.000607132845214908,1563.42927414047,5.80643219009975
5.28375633279628,2.08140984050227,0.0639243801460557,-0.0289330524098178,-0.00664173409925749,-0.018888422210161,-0.000359975865958176,-0.0337984880756123,-0.113160962397277,-0.034202810819465,-0.00118694816587628,0.229703380481325,0.289617578859347,0.353612556494766,0.368603788040376,0.325446624118618,0.258838633364666,0.0984334319462519,0.00529523987535245,1.08456290514993,0.636101470413872,0.525286467396485,0.0543680807678323,0.914687200302061,0,2.203048496029
4.99704560586947,1.56051508335321,0.00227245456512035,-0.0141984179992324,-0.020413396419349,-0.0129146287151333,-0.00188655485510407,-0.00493615997710617,-0.0404550816350431,-0.0111823829358009,0.000660966870500257,0.408753663866943,0.289327381660841,0.127106764239652,0.0312529088926247,0.00666411373337462,0.0020204467282255,0.00542906168844014,0.00199193903554826,1.64560642918662,0.72253283845121,0.251314585202964,0.230744189126195,0.509938332842175,0,2.83888487309701
4.77049460635504,1.16156429811626,0.024919585767264,0.0071678919444116,0.00566389559318489,0,0,0,0,0,0,0.432976835245212,0.559607891299936,0.519327869313642,0.292144035714933,0.170963232482378,0.125707186593996,0.0972925520474476,0.0825754822514084,4.58071914038657,3.65568200736944,3.04926016249839,0.752797218006226,0.0470942488055349,1561.61259078917,5.12796823758283
4.77050677617249,1.1613082426287,0.0249146555362419,0.00716661109290623,0.00556233226831058,0,0,0,0,0,0,0.441381525521484,0.57030114734511,0.523564888624054,0.290911509073193,0.169677152899041,0.12509966111756,0.0972346837772718,0.0827485001460024,4.58047302180322,3.65523722539396,3.04854240170878,0.753227139376151,0.0470792505337199,1561.62818046961,5.12193577921743
6.37260940202661,3.36591481443232,0.055794690096582,0.0340357485379747,-0.0473773966510384,-0.0445920523652591,-0.0067937469854677,-0.00117429127393947,-0.000130239044738948,-0.000362438346561486,-0.000153631394179351,-0.103412574362849,-0.047345401289267,0.0657149071232131,0.0383890328556763,0.00206111937235807,0.000148268128975374,6.92914054082551e-06,5.71397696556993e-05,0,0.00131103971468497,0,0,8.5659706536695,0,1.28654898445391
5.80324903043639,3.23218743313909,0.0161425610591541,0.0437214351727459,-0.00788889647352569,-0.028596870964158,-0.003252582494276,-0.00159031488006782,-0.00159031488006842,-0.00119281306744346,-0.000651518829135443,-0.0419104277336021,-0.123064420818857,0.0200549113149417,0.0580530338618173,0.00142029532098915,0.000258698474063855,0.000128431229120227,0.000507121298469332,0,0,0,0,9.9741676677816,0,1.12886099730899
4.46608126152659,1.33158022876226,0.00709391820504964,0.0163660167202249,0.00122064408276807,0.000187500113661423,-0.000264520749391705,-0.00833449907464706,-0.000427853212238505,-0.000182721199368943,0.00957835013311852,0.556625606701599,0.827489063196964,0.567211982005907,0.285268590348161,0.151432560447441,0.104753835548513,0.0888925804276806,0.0785233386040086,2.41747315588572,2.2421230296322,2.0770353944591,0.0884443526274663,0.115970629630522,1545.21351017656,3.10105142879153
6.05807199868577,1.69903185903453,0.0077671158748087,0.0268996773227979,0.00312049759156706,-0.010295143453265,-0.0185128368464518,-0.00971042493614566,-0.00296876408923854,-0.000390329199244213,0.00060129615557368,0.00512384373478686,-0.00695120664841164,-0.000450793497427006,0.00188216768883017,0.00154713934865834,0.000495406307693095,0.000212460721962853,3.39903157063561e-05,0.0457020663138193,0,0,0,7.78961941222981,0,4.40871862999691
5.22490803307549,0.976240391344695,0.000213835049889634,0.00367896306737292,0.0063825424464079,-0.00542455403809921,-0.00812951464199519,-0.0257507003178032,-0.000343253335229832,0.000987031619861565,0.0490412353267149,0.0723660481098424,0.109845414755357,0.0869247439659488,0.0429585394179745,0.00964852054387054,0.0101718601957315,0.03166697713522,0.0562858116332312,2.29380425220634,1.49081391526076,0.797213459782641,0.0488926461540597,0.168327496279066,898.385943839453,5.51016444619553
6.57847269488245,1.72126507819389,-0.0144054251712589,0.00887998570246981,0.0463961603122282,0.0109403352282485,-0.0403976564428873,0.00461472611225217,0.0439807955987061,0.0207687426272772,0.0698303747832204,0.0181212335562379,-0.0016132026860064,-0.00393111318101868,-0.000762876180376314,0.00305546624606555,-0.000300031263324039,-0.00329207647854286,-0.00082402042806092,0,0,0,0,3.22057856727449,899.485060581519,4.85745967210522
5.34124221483505,1.10603875959453,-0.0311879487514696,-0.0276042186473971,-0.0032258795641515,0.00255291670825723,0.00462921957067209,0.00607091917864718,-0.0420402960995524,0.0123542641864559,0.166631449160657,0.10045413633199,0.0284225528143723,0.000664088182710385,-0.000297582319412473,-0.000393960814400136,-0.000451750796107001,0.00288765900341869,-0.000478953042045626,0.965372920447043,0.191312723269835,0,0.160007720271112,0.216989809600365,547.644037060343,6.31267446802457
4.84178551961145,0.966788319307718,-0.0492235504790967,-0.131680722271763,-0.0351412771711496,0.00777855695047594,0.0147318164555958,0.0175627329958778,-0.0157166500930422,0.0475220659067703,0.166077062548804,0.255508567861983,0.0761585440782163,0.00354153035844211,-0.000552177556423715,-0.0009704958437592,-0.00108559469682631,0.000981649444253891,-0.00208470775606876,1.81610840416332,0.463184792507116,0,0.114701002575857,0.000590888189670079,508.676224243728,7.59140663818537
