"source","gdd_silk","gdd_harv","gdd_silk_hat","gdd_harv_hat"
"17SGTF:LH195:0783",830.0709375,1801.8959375,801.332733660138,1792.29269115205
"17SGTF:LH195:0784",787.369090909091,1591.37772727273,781.683667541864,1792.29269114264
"17SGTF:LH195:0785",782.058928571429,1619.20285714286,777.149397489751,1792.29269116295
"17SGTF:LH195:0790",788.7045,1563.3615,789.451592066055,1792.29269115359
"17SGTF:LH195:0791",819.100882352941,1812.32558823529,798.010399392951,1792.29269111501
"17SGTF:LH195:0792",848.943,1803.565,816.924172821564,1792.29269112035
"17SGTF:LH195:0793",790.044583333333,1548.65458333333,781.725342178132,1792.29269113792
"17SGTF:LH195:0794",785.172727272727,1511.73636363636,782.520559807027,1792.29269112941
"17SGTF:LH195:0796",782.458333333333,1559.63333333333,773.2590272892,1792.2926911417
"17SGTF:LH195:0800",808.762019230769,1776.94990384615,805.375535719594,1792.29269111453
"17SGTF:LH195:0801",774.46625,1590.95958333333,770.216361221879,1792.29269113319
"17SGTF:LH195:0803",789.9525,1552.8965,780.635591165811,1792.29269115909
"17SGTF:LH195:0805",802.023333333333,1814.185,776.45664966409,1792.29269115378
"17SGTF:LH195:0807",803.936363636364,1586.52590909091,791.116785950695,1792.29269113503
"17SGTF:LH195:0813",796.299615384615,1643.97653846154,784.695695931271,1792.29269115461
"17SGTF:LH195:0822",785.352727272727,1603.44363636364,777.275578313778,1792.2926911397
"17SGTF:LH195:0823",794.331363636364,1642.51727272727,790.875344781929,1792.29269115382
"17SGTF:LH195:0826",784.52625,1556.53416666667,781.687427039818,1792.29269115704
"17SGTF:LH195:0832",787.479444444444,1568.21666666667,773.165031164477,1792.29269115255
"17SGTF:LH195:0833",786.2521875,1764.011875,773.895394253326,1792.29269112955
"17SGTF:LH195:0834",782.4575,1618.63375,773.924382657029,1792.29269113644
"17SGTF:LH195:0836",785.345,1642.99090909091,783.106353085974,1792.29269115448
"17SGTF:LH195:0837",762.291153846154,1570.94961538462,763.829256256554,1792.29269114088
"17SGTF:LH195:0839",763.9485,1556.2875,763.939295116893,1792.29269113915
"17SGTF:LH195:0843",761.060555555556,1613.08277777778,773.827895897279,1792.29269114423
"17SGTF:LH195:0847",800.066176470588,1794.99970588235,776.753728007257,1792.29269110827
"17SGTF:LH195:0850",785.7109375,1788.8603125,769.061032143122,1792.2926911331
"17SGTF:LH195:0853",815.2921875,1814.995625,799.283739328057,1792.29269114537
"17SGTF:LH195:0856",803.021875,1758.40625,784.691927852949,1792.29269111881
"17SGTF:LH195:0858",764.604545454545,1557.245,767.390084979696,1792.29269115009
"17SGTF:LH195:0862",789.521,1634.5865,780.895642864498,1792.29269113365
"17SGTF:LH195:0863",805.3315625,1760.628125,789.265586424646,1792.29269113983
"17SGTF:LH195:0864",835.3721875,1819.2134375,806.358510942714,1792.29269114332
"17SGTF:LH195:0870",777.3385,1523.082,774.878983650207,1792.29269115311
"17SGTF:LH195:0871",816.336111111111,1567.56888888889,805.047993363115,1792.29269115139
"17SGTF:LH195:0874",778.350909090909,1599.40727272727,769.910542170219,1792.29269114951
"17SGTF:LH195:0876",815.825,1547.13611111111,789.048049017234,1792.29269115195
"17SGTF:LH195:0880",793.989615384615,1662.54038461538,782.520740531701,1792.29269114685
"17SGTF:LH195:0892",792.797272727273,1572.27136363636,787.99156168515,1792.29269115223
"17SGTF:LH195:0897",776.395,1609.21791666667,779.121799368294,1792.29269115476
"17SGTF:LH195:0898",761.6565,1556.8085,761.984274053919,1792.2926911398
"17SGTF:LH195:0902",767.395,1652.573,769.729666756767,1792.29269115346
"17SGTF:LH195:0907",781.514,1556.8085,778.922245588824,1792.2926911398
"17SGTF:LH195:0912",802.240588235294,1777.61382352941,784.863178324065,1792.29269113677
"17SGTF:LH195:0913",819.091176470588,1792.32647058824,792.272652210601,1792.29269111964
"17SGTF:LH195:0914",806.423529411765,1819.01411764706,785.856219842664,1792.2926911193
"17SGTF:LH195:0916",784.426818181818,1614.71818181818,773.646195594198,1792.29269115453
"17SGTF:LH195:0919",820.058666666667,1832.34666666667,788.452661678678,1792.29269111894
"17SGTF:LH195:0920",802.6153125,1801.2878125,782.403034317149,1792.29269113151
"17SGTF:LH195:0922",773.607,1630.1465,765.897747624882,1792.29269114346
"17SGTF:LH195:0924",821.335333333333,1827.54666666667,788.747311257842,1792.29269112759
"17SGTF:LH195:0925",836.9975,1780.32428571429,804.627533936903,1792.29269111475
"17SGTF:LH195:0926",792.5995,1583.0545,791.180275197987,1792.29269115565
"17SGTF:LH195:0927",797.163333333333,1763.86933333333,781.933811006084,1792.29269111962
"17SGTF:LH195:0933",788.282307692308,1622.63769230769,776.005363476335,1792.29269114176
"17SGTF:LH195:0934",819.482666666667,1800.60466666667,796.330468382312,1792.29269115006
"17SGTF:LH195:0936",791.636785714286,1755.89857142857,791.154173941425,1792.29269112043
"17SGTF:LH195:0937",799.581923076923,1749.095,776.6311252096,1792.29269114082
"17SGTF:LH195:0939",819.996333333333,1713.959,800.013641597766,1792.29269113196
"17SGTF:LH195:0940",809.037727272727,1624.54863636364,790.466032888996,1792.29269115267
"17SGTF:LH195:0941",784.939,1658.082,769.442115887534,1792.29269114488
"17SGTF:LH195:0942",809.59,1773.22125,793.908015891549,1792.29269112147
"17SGTF:LH195:0944",786.616363636364,1561.88954545455,785.629457853656,1792.29269115461
"17SGTF:LH195:0947",798.904,1563.089,788.850891031793,1792.29269113336
"17SGTF:LH195:0948",769.48875,1516.45125,764.727301227479,1792.29269112957
"17SGTF:LH195:0949",770.215,1510.88333333333,766.461644447598,1792.29269112409
"17SGTF:LH195:0950",791.49,1614.35111111111,772.214781437402,1792.29269115515
"17SGTF:LH195:0952",802.75,1508.09,784.437125195449,1792.29269114259
"17SGTF:LH195:0953",790.405833333333,1593.01416666667,784.78909957601,1792.29269113313
"17SGTF:LH195:0955",827.9946875,1819.59375,795.817116201586,1792.29269115254
"17SGTF:LH195:0960",780.111363636364,1599.45636363636,771.098729258106,1792.29269115166
"17SGTF:LH195:0964",778.040454545455,1598.07454545455,775.768141620448,1792.29269114932
"17SGTF:LH195:0968",813.028125,1754.7221875,792.058365211487,1792.29269112521
"17SGTF:LH195:0970",769.3295,1459.9845,775.769143371627,1792.29269113289
"17SGTF:LH195:0972",759.616875,1486.430625,765.702473549324,1792.29269111768
"17SGTF:LH195:0973",803.393181818182,1555.86545454545,790.203383307039,1792.29269114833
"17SGTF:LH195:0974",779.199333333333,1758.06833333333,771.586764260962,1792.2926911419
"17SGTF:LH195:0977",813.7925,1798.16375,785.704014669119,1792.29269112812
"17SGTF:LH195:0978",793.648888888889,1553.63166666667,783.631153757068,1792.29269115152
"17SGTF:LH195:0983",798.788571428571,1735.12392857143,794.118957068279,1792.29269113658
"17SGTF:LH195:0984",794.438125,1794.9603125,784.551818283208,1792.29269111115
"17SGTF:LH195:0987",832.53875,1831.3884375,796.009276906306,1792.29269114489
"17SGTF:LH195:0988",814.7340625,1779.2434375,792.930746965268,1792.29269113531
"17SGTF:LH195:0989",807.602333333333,1816.731,779.511441569269,1792.29269111281
"17SGTF:LH195:0990",769.647083333333,1534.31125,759.699277534311,1792.29269114342
"17SGTF:LH195:0993",808.13,1763.352,787.52872845868,1792.29269112089
"17SGTF:LH195:0995",770.632083333333,1608.05291666667,773.941229826175,1792.29269113702
"17SGTF:LH195:0996",813.177333333333,1777.28,798.76940267919,1792.29269112905
"17SGTF:LH195:0997",796.72,1794.65428571429,774.373157096776,1792.2926911161
"17SGTF:LH195:1000",777.455454545455,1542.35681818182,764.840103565106,1792.29269114518
"17SGTF:LH195:1002",823.803846153846,1769.89884615385,803.130315749403,1792.29269114394
"17SGTF:LH195:1003",789.1196875,1749.7540625,774.630346483673,1792.29269111801
"17SGTF:LH195:1004",864.608214285714,1839.87642857143,818.676736900266,1792.29269111521
"17SGTF:LH195:1006",765.565,1547.609375,772.507717404511,1792.2926911427
"17SGTF:LH195:1007",789.6415,1662.128,775.042464485186,1792.29269115056
"17SGTF:LH195:1009",779.799166666667,1644.39416666667,775.105626785025,1792.29269115304
"17SGTF:LH195:1011",787.567916666667,1510.88333333333,781.635076123079,1792.29269112409
"17SGTF:LH195:1014",794.696666666667,1505.42666666667,784.209359834782,1792.29269113283
"17SGTF:LH195:1015",771.9725,1512.3925,786.822368680588,1792.29269113928
"17SGTF:LH195:1016",818.489375,1763.579375,800.956785265117,1792.29269114904
"17SGTF:LH195:1018",813.377666666667,1756.65,791.975570405247,1792.29269113684
"17SGTF:LH195:1019",798.158333333333,1626.095,784.345711853576,1792.29269115186
"17SGTF:LH195:1020",780.369230769231,1568.45115384615,777.41467077615,1792.29269115695
"17SGTF:LH195:1021",791.002916666667,1633.44875,780.081751754224,1792.29269116037
"17SGTF:LH195:1022",790.265,1635.44,774.721767832629,1792.29269114345
"17SGTF:LH195:1024",788.6075,1812.1153125,774.234869220539,1792.29269114723
"17SGTF:LH195:1025",827.966071428571,1811.39035714286,802.641412829914,1792.29269111205
"17SGTF:LH195:1026",834.647666666667,1781.49033333333,801.268943439044,1792.29269112247
"17SGTF:LH195:1029",784.151818181818,1603.415,773.661812484722,1792.292691118
"17SGTF:LH195:1030",766.743181818182,1486.98272727273,779.766942386211,1792.29269114656
"17SGTF:LH195:1032",814.182692307692,1849.59769230769,778.939875821779,1792.2926911411
"17SGTF:LH195:1034",783.005454545455,1551.28181818182,786.96477566018,1792.29269115541
"17SGTF:LH195:1036",776.170909090909,1554.56590909091,772.395934614869,1792.29269112295
"17SGTF:LH195:1037",824.721923076923,1788.16576923077,797.962293636368,1792.29269113415
"17SGTF:LH195:1038",813.563,1783.15833333333,793.252199726294,1792.29269114048
"17SGTF:LH195:1039",827.735,1852.775,791.831213590062,1792.29269115623
"17SGTF:LH195:1040",792.5865625,1805.9534375,782.880323687228,1792.29269113322
"17SGTF:LH195:1041",815.7228125,1820.024375,796.097423935948,1792.29269111094
"17SGTF:LH195:1042",793.091875,1787.250625,779.402259251455,1792.29269113707
"17SGTF:LH195:1045",807.870294117647,1753.27676470588,789.582513037765,1792.29269112721
"17SGTF:LH195:1047",769.568333333333,1589.34041666667,767.740447594505,1792.29269116463
"17SGTF:LH195:1049",812.519375,1788.9565625,786.844116158324,1792.29269112681
"17SGTF:LH195:1050",774.479090909091,1594.85,778.9528581322,1792.29269112929
"17SGTF:LH195:1054",812.00375,1766.2240625,796.955577434389,1792.29269113727
"17SGTF:LH195:1056",791.409285714286,1715.46535714286,774.084323335702,1792.29269111756
"17SGTF:LH195:1057",806.388235294118,1779.885,783.540649824643,1792.29269115203
"17SGTF:LH195:1058",782.323,1769.09133333333,759.352451606237,1792.29269112899
"17SGTF:LH195:1060",809.690625,1714.4465625,798.109067539522,1792.292691112
"17SGTF:LH195:1062",807.793823529412,1820.99058823529,785.989567400884,1792.29269115056
"17SGTF:LH195:1063",771.980909090909,1440.62863636364,773.009054822924,1792.29269111068
"17SGTF:LH195:1064",785.591875,1533.225625,777.071762032052,1792.29269114689
"17SGTF:LH195:1066",817.801071428571,1724.95785714286,795.559248342284,1792.29269112604
"17SGTF:LH195:1067",808.004375,1779.824375,791.426758255789,1792.29269113803
"17SGTF:LH195:1068",785.068666666667,1822.06333333333,774.137806597646,1792.29269110847
"17SGTF:LH195:1071",804.484333333333,1761.541,783.246076325085,1792.29269113016
"17SGTF:LH195:1072",809.318125,1795.249375,784.756645431014,1792.29269112176
"17SGTF:LH195:1080",816.5053125,1772.8690625,798.298511996302,1792.29269114175
"17SGTF:LH195:1082",830.584285714286,1817.15535714286,793.148269798558,1792.29269113746
"17SGTF:LH195:1084",819.8425,1801.274375,802.92399565267,1792.29269112231
"17SGTF:LH195:1085",798.4734375,1798.9028125,771.874759548519,1792.2926911296
"17SGTF:LH195:1086",783.5596875,1830.4409375,766.570434389883,1792.29269113501
"17SGTF:LH195:1088",769.688333333333,1628.88833333333,766.264690029984,1792.2926911297
"17SGTF:LH195:1089",775.026666666667,1557.48291666667,773.61037690648,1792.29269113486
"17SGTF:LH195:1093",768.860833333333,1588.56125,770.139941200563,1792.29269114074
"17SGTF:LH195:1094",842.520666666667,1758.18,811.300822231278,1792.29269112749
"17SGTF:LH195:1098",759.467777777778,1556.955,778.889947660575,1792.29269113809
"17SGTF:LH195:1100",825.887941176471,1835.84764705882,789.835147980765,1792.29269114866
"17SGTF:LH195:1101",825.605,1821.90964285714,792.332054072743,1792.29269113657
"17SGTF:LH195:1102",776.150454545455,1573.58636363636,777.968268050456,1792.29269113301
"17SGTF:LH195:1104",796.048571428571,1807.40035714286,768.216220051131,1792.29269112933
"17SGTF:LH195:1105",878.92,2063.024,799.081193102019,1792.29269113115
"17SGTF:LH195:1106",802.231176470588,1774.58147058824,780.525874802508,1792.29269112304
"17SGTF:LH195:1107",819.354,1767.22533333333,792.045579043486,1792.29269112864
"17SGTF:LH195:1110",799.206875,1763.579375,783.549544328345,1792.29269114904
"17SGTF:LH195:1111",791.02125,1566.91,784.338178010576,1792.29269115149
"17SGTF:LH195:1113",807.954,1777.955,791.414141909323,1792.29269114941
"17SGTF:LH195:1114",815.2740625,1860.1928125,775.920996304345,1792.29269114634
"17SGTF:LH195:1115",815.1265625,1803.6753125,782.753058439224,1792.29269113642
"17SGTF:LH195:1116",791.194583333333,1619.37583333333,787.930301024201,1792.29269115462
"17SGTF:LH195:1117",802.760384615385,1797.58461538462,781.024631584817,1792.29269112635
"17SGTF:LH195:1118",791.7196875,1751.108125,776.790499767149,1792.29269112401
"17SGTF:LH195:1119",827.681785714286,1829.63714285714,798.486605617729,1792.29269112012
"17SGTF:LH195:1120",825.485384615385,1777.41769230769,791.721490122825,1792.29269112734
"17SGTF:LH195:1121",821.429333333333,1804.066,789.656957114577,1792.2926911287
"17SGTF:LH195:1122",793.53125,1745.6390625,779.664102614888,1792.29269111035
"17SGTF:LH195:1125",774.284375,1726.703125,765.400278281092,1792.29269112638
"17SGTF:LH195:1127",793.9390625,1761.48625,778.981028282695,1792.29269114155
"17SGTF:LH195:1128",802.284545454545,1721.975,781.952424107255,1792.29269112609
"17SGTF:LH195:1131",792.230588235294,1760.26176470588,776.377646112209,1792.29269114271
"17SGTF:LH195:1132",771.079583333333,1538.31958333333,767.765072951399,1792.29269112309
"17SGTF:LH195:1133",806.629615384615,1744.75961538462,793.119901398206,1792.2926911249
"17SGTF:LH195:1134",802.27,1848.25566666667,777.412135701549,1792.29269114844
"17SGTF:LH195:1135",769.141363636364,1605.55227272727,762.153213192716,1792.2926911436
"17SGTF:LH195:1136",795.045,1761.297,782.066910169434,1792.29269114131
"17SGTF:LH195:1137",814.6446875,1784.9325,792.367924778232,1792.29269114993
"17SGTF:LH195:1138",810.629666666667,1778.18,779.403386817266,1792.29269111612
"17SGTF:LH195:1141",809.304666666667,1847.92,783.721759743995,1792.29269114781
"17SGTF:LH195:1142",795.762333333333,1760.061,779.628600082354,1792.29269113342
"17SGTF:LH195:1143",800.5971875,1748.3946875,785.855872652989,1792.29269111916
"17SGTF:LH195:1144",834.43,1745.0775,797.788363996165,1792.29269113754
"17SGTF:LH195:1145",802.176666666667,1831.151,776.609502285381,1792.29269112287
"17SGTF:LH195:1146",801.63375,1752.7053125,785.740401211448,1792.29269112721
"17SGTF:LH195:1147",792.214705882353,1805.74558823529,769.625046534184,1792.29269113118
"17SGTF:LH195:1148",794.697352941176,1755.25441176471,779.37691999268,1792.29269111435
"17SGTF:LH195:1149",776.7415,1560.0615,775.867895130654,1792.29269114427
"17SGTF:LH195:1152",809.2909375,1827.4765625,779.614025954171,1792.29269114447
"17SGTF:LH195:1155",763.362272727273,1547.24136363636,769.297586346814,1792.292691153
"17SGTF:LH195:1158",778.410555555556,1606.26166666667,779.72072623464,1792.29269115368
"17SGTF:LH195:1159",797.1784375,1790.089375,768.655804768722,1792.2926911324
"17SGTF:LH195:1161",797.877666666667,1823.33533333333,773.981906873408,1792.29269114395
"17SGTF:LH195:1162",796.882142857143,1568.54821428571,790.188235868438,1792.2926911474
"17SGTF:LH195:1163",823.2965625,1752.7053125,805.296464821229,1792.29269112721
"17SGTF:LH195:1167",799.570714285714,1803.18178571429,777.088189772381,1792.29269114112
"17SGTF:LH195:1168",817.684333333333,1784.85433333333,784.810329437839,1792.29269115585
"17SGTF:LH195:1171",821.7790625,1772.554375,803.059379979722,1792.29269114112
"17SGTF:LH195:1172",791.02875,1760.318125,773.865156611678,1792.29269112265
"17SGTF:LH195:1173",812.162666666667,1794.86966666667,789.025868681227,1792.29269111364
"17SGTF:LH195:1174",821.865769230769,1791.63346153846,790.031197061611,1792.29269113794
"17SGTF:LH195:1176",815.668666666667,1742.93,798.378164428575,1792.29269114672
"17SGTF:LH195:1177",815.661333333333,1813.30133333333,791.359301891857,1792.29269113303
"17SGTF:LH195:1180",793.946666666667,1791.19541666667,791.231185597381,1792.29269113964
"17SGTF:LH195:1183",803.876666666667,1784.11933333333,791.277763432203,1792.29269112424
"17SGTF:LH195:1186",805.121875,1795.1371875,779.98200683245,1792.2926911453
"17SGTF:LH195:1187",780.006111111111,1585.83111111111,769.351307112022,1792.29269113153
"17SGTF:LH195:1189",816.1771875,1805.6275,791.135643189856,1792.2926911393
"17SGTF:LH195:1194",809.285333333333,1771.26133333333,786.405672574896,1792.29269115167
"17SGTF:LH195:1195",788.326153846154,1610.88615384615,783.795349891924,1792.29269113487
"17SGTF:LH195:1202",804.9825,1763.579375,788.763479032634,1792.29269114904
"17SGTF:LH195:1203",820.994,1800.94033333333,797.686032986579,1792.29269115069
"17SGTF:LH195:1204",815.6065,1662.179,795.811257994149,1792.29269115233
"17SGTF:LH195:1206",764.005,1598.07730769231,764.907622941147,1792.29269112881
"17SGTF:LH195:1209",795.785,1586.87,778.731516764867,1792.29269115542
"17SGTF:LH195:1212",825.606875,1820.0715625,797.542893283678,1792.29269114504
"17SGTF:LH195:1214",786.6025,1612.6525,772.236450266611,1792.29269116192
"17SGTF:LH195:1216",772.070454545455,1591.37772727273,768.457519159933,1792.29269114264
"17SGTF:LH195:1223",839.221666666667,1768.13166666667,806.474984888064,1792.29269112972
"17SGTF:LH195:1225",803.270294117647,1774.28529411765,781.469333564237,1792.29269112241
"17SGTF:LH195:1227",817.890666666667,1790.23033333333,788.516112568446,1792.2926911292
"17SGTF:LH195:1228",789.647619047619,1675.46,777.774392220173,1792.2926911097
"17SGTF:LH195:1229",809.170588235294,1758.64235294118,788.584429048444,1792.29269111881
"17SGTF:LH195:1234",815.778823529412,1752.76529411765,796.763000624558,1792.29269112612
"17SGTF:LH195:1241",844.28875,1828.86625,815.84565369826,1792.29269114683
"17SGTF:LH195:1242",816.460625,1801.36875,785.351898789365,1792.29269114889
"17SGTF:LH195:1243",799.2475,1730.6140625,781.923011437193,1792.29269114351
"17SGTF:LH195:1244",799.211470588235,1753.27676470588,781.720801759726,1792.29269112721
"17SGTF:LH195:1245",839.359285714286,1750.84142857143,803.081812659371,1792.29269112998
"17SGTF:LH195:1246",819.14625,1801.6171875,794.680193263854,1792.29269113514
"17SGTF:LH195:1248",811.8975,1793.17375,798.459558473843,1792.29269112464
"17SGTF:LH195:1249",815.877857142857,1728.94714285714,793.50685461819,1792.29269114769
"17SGTF:LH195:1251",822.300625,1783.3353125,799.279308087417,1792.29269114672
"17SGTF:LH195:1252",791.086363636364,1585.75545454545,784.35897462897,1792.29269115135
"17SGTF:LH195:1258",813.562352941176,1752.58117647059,794.750573444147,1792.29269112573
"17SGTF:LH195:1264",832.058125,1784.3890625,808.087873026639,1792.29269114884
"17SGTF:LH195:1266",835.2984375,1862.424375,802.329531880367,1792.29269115249
"17SGTF:LH195:1267",814.435,1776.78166666667,793.183890454646,1792.29269114616
"17SGTF:LH195:1271",804.9184375,1776.9840625,786.787255878875,1792.29269114941
"17SGTF:LH195:1278",758.241111111111,1487.28611111111,752.774234113758,1792.29269113232
"17SGTF:LH195:1280",809.875625,1778.6515625,793.116025705701,1792.29269113568
"17SGTF:LH195:1281",777.663333333333,1634.06333333333,775.957082307888,1792.29269116074
"17SGTF:LH195:1283",789.9096875,1763.6984375,775.15652564058,1792.29269114928
"17SGTF:LH195:1284",773.570769230769,1562.66538461538,773.142762625613,1792.29269113165
"17SGTF:LH195:1289",816.166363636364,1586.60727272727,806.041417007121,1792.29269115253
"17SGTF:LH195:1296",788.779090909091,1547.24136363636,791.271218550292,1792.292691153
"17SGTF:LH195:1297",832.689,1757.87833333333,809.430293460854,1792.29269115302
"17SGTF:LH195:1298",787.992352941176,1783.35235294118,772.686198344405,1792.29269113133
"17SGTF:LH195:1301",792.635,1758.1621875,771.764171215946,1792.29269115302
"17SGTF:LH195:1302",811.117857142857,1778.17571428571,794.406042530212,1792.29269111803
"17SGTF:LH195:1308",823.289333333333,1732.78166666667,795.237654223964,1792.29269111944
"17SGTF:LH195:1311",814.402666666667,1823.33533333333,788.803723207007,1792.29269114395
"17SGTF:LH195:1313",817.5484375,1843.7853125,792.440435619544,1792.29269111995
"17SGTF:LH195:1315",800.606333333333,1805.645,782.92037977382,1792.29269112277
"17SGTF:LH195:1317",799.255666666667,1739.38533333333,773.713561360768,1792.29269112804
"17SGTF:LH195:1318",803.706071428571,1762.20142857143,781.54071066093,1792.29269115051
"17SGTF:LH195:1319",766.2615,1586.723,759.790672556263,1792.29269114371
"17SGTF:LH195:1320",821.316176470588,1752.76529411765,801.790597031882,1792.29269112612
"17SGTF:LH195:1321",802.785357142857,1787.39571428571,783.380292746696,1792.29269111879
"17SGTF:LH195:1322",808.348928571429,1794.96607142857,794.030109507211,1792.29269113044
"17SGTF:LH195:1324",810.959117647059,1805.34617647059,786.643888975105,1792.29269113033
"17SGTF:LH195:1326",804.174,1779.13066666667,774.134282073221,1792.29269111475
"17SGTF:LH195:1329",822.655294117647,1758.58029411765,802.246844344952,1792.2926911562
"17SGTF:LH195:1330",807.619117647059,1794.99970588235,783.611362029676,1792.29269110827
"17SGTF:LH195:1331",812.924375,1740.451875,789.277914938597,1792.29269113515
"17SGTF:LH195:1333",794.342352941177,1778.86058823529,782.384983336667,1792.29269112451
"17SGTF:LH195:1334",792.115769230769,1723.82538461538,782.247522038517,1792.29269111717
"17SGTF:LH195:1336",796.541,1748.78266666667,783.408721802418,1792.29269111777
"17SGTF:LH195:1337",796.13,1649.25916666667,790.742970927585,1792.29269116097
"17SGTF:LH195:1338",846.010625,1743.77625,814.355905962067,1792.29269113725
"17SGTF:LH195:1339",805.151730769231,1726.59865384615,793.31608825614,1792.29269113907
"17SGTF:LH195:1341",772.7005,1457.777,783.49179252366,1792.29269112894
"17SGTF:LH195:1345",793.488181818182,1593.93,775.204964245006,1792.2926911452
"17SGTF:LH195:1347",782.928076923077,1583.81884615385,777.836324238716,1792.29269114596
"17SGTF:LH195:1350",810.49625,1811.493125,782.728331125085,1792.29269115487
"17SGTF:LH195:1351",829.239230769231,1749.15807692308,793.926575209671,1792.29269114136
"17SGTF:LH195:1354",815.624375,1737.2109375,791.080054073058,1792.29269112683
"17SGTF:LH195:1355",777.553636363636,1562.74136363636,777.794447411877,1792.29269115579
"17SGTF:LH195:1356",767.673888888889,1513.54555555556,779.325517224253,1792.29269112126
"17SGTF:LH195:1361",792.738125,1715.3046875,782.805229760156,1792.29269111372
"17SGTF:LH195:1362",775.867916666667,1624.0825,766.256034242704,1792.29269116226
"17SGTF:LH195:1366",803.819705882353,1755.25441176471,787.659489184244,1792.29269111435
"17SGTF:LH195:1369",796.8028125,1749.0746875,777.38033423274,1792.2926911177
"17SGTF:LH195:1371",815.608214285714,1762.55964285714,794.43835359295,1792.29269113078
"17SGTF:LH195:1372",809.7365625,1769.9053125,786.981530577349,1792.29269113244
"17SGTF:LH195:1373",835.121071428571,1749.63785714286,809.511935679727,1792.29269112845
"17SGTF:LH195:1374",853.291071428571,1809.51821428571,812.180953367281,1792.29269112345
"17SGTF:LH195:1375",858.889666666667,1784.07366666667,833.907178748839,1792.2926911422
"17SGTF:LH195:1376",795.867333333333,1742.45633333333,778.810553430994,1792.29269114324
"17SGTF:LH195:1377",810.9171875,1795.05375,786.200196122598,1792.29269112136
"17SGTF:LH195:1379",809.6909375,1794.5103125,785.093201220551,1792.29269112027
"17SGTF:LH195:1380",805.764,1737.36566666667,792.090945205463,1792.29269113643
"17SGTF:LH195:1382",794.463571428571,1815.84178571429,784.18842617056,1792.29269113802
"17SGTF:LH195:1383",773.949583333333,1566.72875,781.577831407398,1792.29269112758
"17SGTF:LH195:1384",759.8925,1570.645625,769.303407226282,1792.29269114814
"17SGTF:LH195:1385",805.224375,1819.2134375,779.142629397058,1792.29269114332
"17SGTF:LH195:1386",834.162666666667,1773.95433333333,812.051740684914,1792.29269112328
"17SGTF:LH195:1387",816.4790625,1819.9525,789.302777561486,1792.2926911448
"17SGTF:LH195:1388",819.9075,1801.3840625,791.595341380993,1792.29269112522
"17SGTF:LH195:1389",781.421153846154,1586.99923076923,782.35913869054,1792.29269115314
"17SGTF:LH195:1390",786.0185,1510.833,782.334151271241,1792.29269112673
"17SGTF:LH195:1391",786.442941176471,1752.58117647059,770.127715084675,1792.29269112573
"17SGTF:LH195:1392",775.2234375,1766.53875,763.752218875216,1792.2926911379
"17SGTF:LH195:1393",753.566666666667,1801.44666666667,756.836628565063,1792.29269112561
"17SGTF:LH195:1394",795.84125,1764.755625,771.551075923456,1792.29269111725
"17SGTF:LH195:1397",791.102222222222,1491.01722222222,786.155212023814,1792.29269113745
"17SGTF:LH195:1399",793.363666666667,1734.66166666667,779.448469215403,1792.29269113743
"17SGTF:LH195:1405",774.474166666667,1631.39416666667,764.993844663109,1792.29269116044
"17SGTF:LH195:1406",820.002058823529,1773.47764705882,796.660808808296,1792.29269112069
"17SGTF:LH195:1408",785.418888888889,1568.14777777778,779.100226493813,1792.29269115204
"17SGTF:LH195:1409",804.653636363636,1598.92636363636,798.776067508486,1792.2926911505
"17SGTF:LH195:1410",786.4345,1493.8965,792.155213491432,1792.29269114136
"17SGTF:LH195:1412",786.9645,1582.1175,786.373755263495,1792.29269115448
"17SGTF:LH195:1413",775.064615384615,1588.89576923077,777.338735070825,1792.29269115307
"17SGTF:LH195:1415",776.600625,1568.9475,773.757604491684,1792.29269114919
"17SGTF:LH195:1419",774.155,1561.88954545455,774.856220254029,1792.29269115461
"17SGTF:LH195:1421",779.131111111111,1599.18722222222,767.130707755746,1792.29269115346
"17SGTF:LH195:1422",773.547142857143,1713.42357142857,756.090804144556,1792.29269113105
"17SGTF:LH195:1424",784.426363636364,1642.51727272727,782.312163292472,1792.29269115382
"17SGTF:LH195:1425",779.091363636364,1553.53363636364,775.609909325962,1792.29269114552
"17SGTF:LH195:1426",777.9665,1635.9845,771.205525443913,1792.29269115139
"17SGTF:LH195:1429",784.282,1609.5605,775.003266755443,1792.29269111764
"17SGTF:LH195:1430",811.0335,1550.703,793.324495702761,1792.29269113418
"17SGTF:LH195:1431",791.131,1627.552,764.843228484385,1792.29269112521
"17SGTF:LH195:1432",802.533888888889,1558.77833333333,774.232540958858,1792.29269112586
"17SGTF:LH195:1433",786.872272727273,1534.51318181818,776.746730934637,1792.29269113546
"17SGTF:LH195:1435",795.116071428571,1730.28678571429,783.512972114282,1792.29269112995
"17SGTF:LH195:1436",798.512352941176,1754.95823529412,782.840719482742,1792.29269111372
"17SGTF:LH195:1437",788.161333333333,1757.95,777.006807934183,1792.29269113562
"17SGTF:LH195:1439",815.551764705882,1752.90382352941,793.618574338396,1792.29269112426
"17SGTF:LH195:1440",796.237142857143,1973.715,780.02207379539,1792.29269113034
"17SGTF:LH195:1441",794.859642857143,1780.97678571429,771.677977824736,1792.29269115219
"17SGTF:LH195:1442",820.889666666667,1770.644,799.823728178387,1792.29269111693
"17SGTF:LH195:1443",805.7225,1776.1259375,787.513121802159,1792.29269114768
