date,location,rainfall,temp_mean,temp_min,temp_max
2018-05-26,IAH1,0,25.5039583333333,17.78,33.28
2018-05-26,IAH2,0,28.624375,18.33,36.78
2018-05-26,IAH3,951,25.104375,17.5,32.83
2018-05-26,IAH4,0,27.2252083333333,19.06,35.5
2018-05-26,ILH1,0,25.2175,20,31.11
2018-05-26,INH1,0,24.7002083333333,19.89,31.72
2018-05-26,MNH1,0,24.6901408450704,15,34
2018-05-26,MOH1,0,25.7925,19.11,32.67
2018-05-26,NCH1,0,24.5995833333333,20.5,31.44
2018-05-26,NEH2,0,28.0612857142857,16.78,37.89
2018-05-26,NYH1,1.02,23.466,18.28,26.72
2018-05-26,NYH2,0.25,23.6552083333333,17.06,28.28
2018-05-26,NYH3,0.25,23.5170833333333,17.22,27.89
2018-05-26,OHH1,0,22.2239583333333,16.94,29.61
2018-05-26,TXH1,0,28.3620833333333,22.78,33.89
2018-05-26,TXH2,0,27.79375,16.94,38.83
2018-05-26,WIH1,0,25.3477083333333,17.17,33.06
2018-05-26,WIH2,0,24.993125,16.39,33.5
2018-05-27,ARH2,0.76,29.3641666666667,25.56,34.06
2018-05-27,GAH2,16.76,23.728125,19.83,28.56
2018-05-27,IAH1,0,27.5839583333333,19.61,36.72
2018-05-27,IAH2,0,30.158125,20.11,38.5
2018-05-27,IAH3,915,28.6089583333333,21,37.11
2018-05-27,IAH4,5.84,29.2820833333333,19.17,38.17
2018-05-27,ILH1,0,27.2733333333333,20,34.39
2018-05-27,INH1,0,27.7804166666667,18.61,35.56
2018-05-27,MNH1,2.29,26.6527777777778,15,36
2018-05-27,MOH1,2.03,28.1541666666667,20.89,35.28
2018-05-27,NCH1,3.56,25.7747916666667,20.94,30.72
2018-05-27,NEH2,0,29.9770422535211,20.28,38.28
2018-05-27,NYH1,4.83,18.43,17.78,20
2018-05-27,NYH2,0,20.0075,18.61,22.22
2018-05-27,NYH3,0,19.998125,18.56,22.11
2018-05-27,OHH1,0,25.4816666666667,19.06,33.61
2018-05-27,TXH1,0,28.2320833333333,22.78,33.89
2018-05-27,TXH2,0,28.6233333333333,19.06,38.33
2018-05-27,WIH1,0,27.8760416666667,20.11,35.5
2018-05-27,WIH2,0,27.3725531914894,17.78,35.78
2018-05-28,ARH2,14.22,29.6091666666667,26.78,33.94
2018-05-28,GAH2,3.81,23.5508333333333,21.28,29.56
2018-05-28,IAH1,0,28.8252083333333,20.44,36.56
2018-05-28,IAH2,2.03,29.64375,22.67,37.06
2018-05-28,IAH3,949,28.489375,21.17,36.22
2018-05-28,IAH4,8.38,27.8979166666667,22.33,37.61
2018-05-28,ILH1,2.03,28.32375,20,36.11
2018-05-28,INH1,0,28.815,20.11,36.78
2018-05-28,MNH1,7.62,27.1666666666667,20,36
2018-05-28,MOH1,0,27.8145833333333,21.44,35.06
2018-05-28,NCH1,2.03,22.7427083333333,21.67,24.83
2018-05-28,NEH2,7.62,27.5907246376812,19.5,35.5
2018-05-28,NYH1,0,20.24,16,26.72
2018-05-28,NYH2,0,23.3504166666667,17.33,30.33
2018-05-28,NYH3,0,23.3252083333333,17.33,30.06
2018-05-28,OHH1,0,25.9285416666667,19.06,32.39
2018-05-28,TXH1,0,28.8704166666667,23.89,33.89
2018-05-28,TXH2,0,27.7340909090909,18.89,35.78
2018-05-28,WIH1,0,27.5068085106383,21.28,35.28
2018-05-28,WIH2,0,26.6439583333333,17.94,35.06
2018-05-29,ARH2,0,27.0464583333333,25.67,29.39
2018-05-29,GAH2,0.51,24.1689583333333,21.39,27.39
2018-05-29,IAH1,0,27.1675,19.89,33.67
2018-05-29,IAH2,0,24.56375,18.22,33.72
2018-05-29,IAH3,802,27.5652083333333,20.22,34.83
2018-05-29,IAH4,0,25.15375,19.44,34.28
2018-05-29,ILH1,17.02,26.6358333333333,21.72,31.11
2018-05-29,INH1,10.16,28.0510416666667,21.39,34.11
2018-05-29,MNH1,2.79,23.875,18,33
2018-05-29,MOH1,0,26.0764583333333,20.56,32.39
2018-05-29,NCH1,11.94,24.236875,22.33,27.11
2018-05-29,NEH2,3.56,22.7420833333333,18.72,29.28
