year,location,lat,lon,saverest,muname,compname,hz_dept,hz_depb,sieveno4_r,sieveno10_r,sieveno40_r,sieveno200_r,sandtotal_r,sandvc_r,sandco_r,sandmed_r,sandfine_r,sandvf_r,silttotal_r,siltco_r,siltfine_r,claytotal_r,om_r,partdensity,ksat_r,awc_r,wtenthbar_r,wthirdbar_r,wfifteenbar_r,wsatiated_r,kwfact,caco3_r,gypsum_r,sar_r,ec_r,cec7_r,ecec_r,ph01mcacl2_r,ptotal_r,sumbases_r,freeiron_r,extracid_r,extral_r,pbray1_r
2018,IAH1,41.19870, -91.48618,6/10/2020 1:58:39 PM,Taintor silty clay loam. 0 to 2 percent slopes,Mahaska - Taintor - Sperry,150,180,68.8888888888889,68.8888888888889,68.8888888888889,67.7,6.36666666666667,0.0666666666666667,0.141111111111111,0.451111111111111,1.80222222222222,3.90555555555556,41.2888888888889,10.4888888888889,13.4,21.2333333333333,0.222222222222222,NA,1.93888888888889,0.130666666666667,NA,21.5666666666667,11.9255555555556,29.6777777777778,0.314222222222222,0,0,0,0.0355555555555556,17.6077777777778,NA,NA,NA,8.13555555555556,NA,3.98,NA,NA
2018,IAH2,42.06593, -94.72742,6/10/2020 2:37:54 AM,Clarion loam. Bemis moraine. 2 to 6 percent slopes,Storden - Nicollet - Clarion,0,15,98,91.6666666666667,83.6666666666667,58,42.3333333333333,2,4.33333333333333,9.66666666666667,16.3333333333333,10,36,18,18,21.6666666666667,4,2.56333333333333,9.17,0.2,NA,28.3666666666667,14.3,47,0.266666666666667,4,0,0,0,18.1333333333333,NA,6.36666666666667,NA,29.8,NA,4.73333333333333,NA,NA
2018,IAH2,42.06593, -94.72742,6/10/2020 2:37:54 AM,Clarion loam. Bemis moraine. 2 to 6 percent slopes,Storden - Nicollet - Clarion,15,30,98,92.1111111111111,84.5555555555556,59.7111111111111,40.3333333333333,2,4.11111111111111,9,15.8888888888889,9.33333333333333,37.3333333333333,17.7777777777778,19.5555555555556,22.3333333333333,2.95555555555556,2.57822222222222,9.17,0.195333333333333,NA,28.5111111111111,14.5022222222222,43.8,0.292888888888889,5.77777777777778,0,0,0,18.4133333333333,NA,6.3,NA,30.1311111111111,NA,4.76,NA,NA
2018,IAH2,42.06593, -94.72742,6/10/2020 2:37:54 AM,Clarion loam. Bemis moraine. 2 to 6 percent slopes,Storden - Nicollet - Clarion,30,60,98,92.6111111111111,85.0333333333333,59.9333333333333,40.5555555555556,2.24444444444444,4,8.91111111111111,15.9111111111111,9.48888888888889,36.7777777777778,17.4222222222222,19.3555555555556,22.6666666666667,1.175,2.60477777777778,9.17,0.182666666666667,NA,27.9833333333333,13.6733333333333,41.2333333333333,0.330888888888889,6.66666666666667,0,0,0,18.0388888888889,NA,6.37111111111111,NA,30.1722222222222,NA,3.72,NA,NA
2018,IAH2,42.06593, -94.72742,6/10/2020 2:37:54 AM,Clarion loam. Bemis moraine. 2 to 6 percent slopes,Storden - Nicollet - Clarion,60,90,98,92.8444444444444,84.6444444444444,57.5111111111111,43.5777777777778,2.33333333333333,4.35555555555556,9.95555555555556,16.9555555555556,9.97777777777778,36.1111111111111,17.4,18.7111111111111,20.3111111111111,0.622222222222222,2.62088888888889,9.17,0.18,NA,26.9088888888889,12.2933333333333,39.1777777777778,0.348888888888889,10.3333333333333,0,0,0,15.6066666666667,NA,6.76666666666667,NA,37.5777777777778,NA,2.33111111111111,NA,NA
2018,IAH2,42.06593, -94.72742,6/10/2020 2:37:54 AM,Clarion loam. Bemis moraine. 2 to 6 percent slopes,Storden - Nicollet - Clarion,90,120,98,93,84.3333333333333,55,46.6666666666667,2.33333333333333,4.66666666666667,11,18,10.6666666666667,36.3333333333333,17.6666666666667,18.6666666666667,17,0.333333333333333,2.63666666666667,9.17,0.18,NA,25.6,10.7333333333333,36.3333333333333,0.37,16.6666666666667,0,0,0,12.2666666666667,NA,7.4,NA,50.9666666666667,NA,0.533333333333333,NA,NA
2018,IAH2,42.06593, -94.72742,6/10/2020 2:37:54 AM,Clarion loam. Bemis moraine. 2 to 6 percent slopes,Storden - Nicollet - Clarion,120,150,98,93,84.2222222222222,54.3333333333333,47.4444444444444,2.22222222222222,4.77777777777778,11.3333333333333,18.3333333333333,10.7777777777778,36.2222222222222,18.1111111111111,18.1111111111111,16.3333333333333,0.305555555555556,2.63777777777778,9.17,0.18,NA,25.2222222222222,10.2666666666667,36.5555555555556,0.37,16.1111111111111,0,0,0,11.7444444444444,NA,7.43333333333333,NA,50.4444444444444,NA,0.355555555555556,NA,NA
2018,IAH2,42.06593, -94.72742,6/10/2020 2:37:54 AM,Clarion loam. Bemis moraine. 2 to 6 percent slopes,Storden - Nicollet - Clarion,150,180,98,93,84,53,49,2,5,12,19,11,36,19,17,15,0.25,2.64,9.17,0.18,NA,24.4666666666667,9.33333333333333,37,0.37,15,0,0,0,10.7,NA,7.5,NA,49.4,NA,0,NA,NA
2018,IAH3,41.98745, -92.26014,6/10/2020 2:31:54 AM,Muscatine silty clay loam. 0 to 2 percent slopes,Muscatine - Garwin,0,15,100,100,99.5,98.5,2.5,0,0.3,0.4,0.5,1.3,66.5,35,31.5,31,5.75,NA,3,0.225,NA,34.65,23.1,46,0.325,0,0,0,0.1,26.4,NA,3,NA,23.6,NA,8.3,NA,NA
2018,IAH3,41.98745, -92.26014,6/10/2020 2:31:54 AM,Muscatine silty clay loam. 0 to 2 percent slopes,Muscatine - Garwin,15,30,100,100,99.5,98.5,2.5,0,0.3,0.4,0.5,1.3,66.1666666666667,34.6666666666667,31.5,31.3333333333333,5.08333333333333,NA,3,0.225,NA,34.35,22.5,45.3333333333333,0.289,0,0,0,0.1,26.5,NA,3,NA,23.3333333333333,NA,8.1,NA,NA
