location,lat,lon,saverest,muname,compname,hz_dept,hz_depb,sieveno4_r,sieveno10_r,sieveno40_r,sieveno200_r,sandtotal_r,sandvc_r,sandco_r,sandmed_r,sandfine_r,sandvf_r,silttotal_r,siltco_r,siltfine_r,claytotal_r,om_r,partdensity,ksat_r,awc_r,wtenthbar_r,wthirdbar_r,wfifteenbar_r,wsatiated_r,kwfact,caco3_r,gypsum_r,sar_r,ec_r,cec7_r,ecec_r,ph01mcacl2_r,ptotal_r,sumbases_r,freeiron_r,extracid_r,extral_r,pbray1_r
ILH1,40.06341, -88.23005,5/29/2020 11:40:42 AM,Flanagan silt loam. 0 to 2 percent slopes,Flanagan - Urban land - Elpaso,10,25,66.6666666666667,66.6666666666667,66,63.6666666666667,3.66666666666667,0.1,0.366666666666667,0.7,1,1.5,44.1111111111111,0,0,18.8888888888889,3.05555555555556,NA,6.11333333333333,0.131111111111111,NA,22.0666666666667,13.5555555555556,29.7777777777778,0.192222222222222,0,0,0,0,15.9111111111111,NA,NA,NA,14.2888888888889,NA,4.96666666666667,NA,NA
ILH1,40.06341, -88.23005,5/29/2020 11:40:42 AM,Flanagan silt loam. 0 to 2 percent slopes,Flanagan - Urban land - Elpaso,25,50,66.6666666666667,66.6666666666667,66,63.6666666666667,3.66666666666667,0.1,0.366666666666667,0.7,1,1.5,42.5733333333333,0,0,20.4266666666667,2.72666666666667,NA,5.77466666666667,0.118933333333333,NA,22.3466666666667,14.0106666666667,29.9466666666667,0.203333333333333,0,0,0,0,16.9013333333333,NA,NA,NA,15.0666666666667,NA,5.01466666666667,NA,NA
ILH1,40.06341, -88.23005,5/29/2020 11:40:42 AM,Flanagan silt loam. 0 to 2 percent slopes,Flanagan - Urban land - Elpaso,50,80,66.6666666666667,66.6666666666667,66,63.6666666666667,3.66666666666667,0.1,0.366666666666667,0.7,1,1.5,40.0333333333333,0,0,22.9666666666667,0.846666666666667,NA,3.99666666666667,0.110333333333333,NA,22.1066666666667,13.6266666666667,29.9666666666667,0.242333333333333,0,0,0,0,17.8633333333333,NA,NA,NA,16.9166666666667,NA,3.97666666666667,NA,NA
ILH1,40.06341, -88.23005,5/29/2020 11:40:42 AM,Flanagan silt loam. 0 to 2 percent slopes,Flanagan - Urban land - Elpaso,80,100,66.6666666666667,66.6666666666667,65.6833333333333,62.7166666666667,4.61666666666667,0.195,0.43,0.953333333333333,1.38,1.65833333333333,40.6333333333333,0,0,21.4166666666667,0.541666666666667,NA,6.0075,0.113166666666667,NA,21.4316666666667,12.4233333333333,30,0.265666666666667,0,0,0,0,16.63,NA,NA,NA,16.3016666666667,NA,3.295,NA,NA
ILH1,40.06341, -88.23005,5/29/2020 11:40:42 AM,Flanagan silt loam. 0 to 2 percent slopes,Flanagan - Urban land - Elpaso,100,200,49.71,46.8533333333333,45.2533333333333,39.3833333333333,9.59333333333333,0.487333333333333,0.792,2.34133333333333,3.74933333333333,2.22333333333333,27.48,0,0,13.5933333333333,0.196666666666667,NA,3.5243,0.0709333333333333,NA,14.8343333333333,8.22833333333333,18.85,0.215466666666667,5.22,0,0.186666666666667,0,10.4433333333333,NA,NA,NA,23.2186666666667,NA,0.921,NA,NA
INH1,40.47928, -86.99014,6/11/2020 5:54:44 PM,Raub-Brenton complex. 0 to 1 percent slopes,Drummer - Raub - Brenton,0,10,66.6666666666667,66.6666666666667,63.3333333333333,58.3333333333333,10.3333333333333,0,1,3.33333333333333,3.33333333333333,2.66666666666667,41.3333333333333,0,0,15,2,NA,6.11333333333333,0.14,NA,20.7333333333333,11.3333333333333,28,0.213333333333333,0,0,0,0,13,NA,NA,NA,9.66666666666667,NA,3.4,NA,NA
INH1,40.47928, -86.99014,6/11/2020 5:54:44 PM,Raub-Brenton complex. 0 to 1 percent slopes,Drummer - Raub - Brenton,10,25,66.6666666666667,66.6666666666667,63.3333333333333,58.3333333333333,10.3333333333333,0,1,3.33333333333333,3.33333333333333,2.66666666666667,41.3333333333333,0,0,15,2,NA,6.11333333333333,0.14,NA,20.7333333333333,11.3333333333333,28,0.213333333333333,0,0,0,0,13,NA,NA,NA,9.66666666666667,NA,3.4,NA,NA
INH1,40.47928, -86.99014,6/11/2020 5:54:44 PM,Raub-Brenton complex. 0 to 1 percent slopes,Drummer - Raub - Brenton,25,50,66.6666666666667,66.6666666666667,64.0666666666667,58.3333333333333,7.10666666666667,0.293333333333333,1,1.86666666666667,2.16,1.78666666666667,39.8666666666667,0,0,19.6933333333333,0.973333333333333,NA,6.11333333333333,0.128266666666667,NA,21.7893333333333,13.0346666666667,27.4133333333333,0.242666666666667,0,0,0,0,12.2666666666667,NA,NA,NA,7.90666666666667,NA,3.664,NA,NA
INH1,40.47928, -86.99014,6/11/2020 5:54:44 PM,Raub-Brenton complex. 0 to 1 percent slopes,Drummer - Raub - Brenton,50,80,66.6666666666667,66.6666666666667,64.1666666666667,58.3333333333333,6.66666666666667,0.333333333333333,1,1.66666666666667,2,1.66666666666667,39.6666666666667,0,0,20.3333333333333,0.833333333333333,NA,6.11333333333333,0.126666666666667,NA,21.9333333333333,13.2666666666667,27.3333333333333,0.246666666666667,0,0,0,0,12.1666666666667,NA,NA,NA,7.66666666666667,NA,3.7,NA,NA
INH1,40.47928, -86.99014,6/11/2020 5:54:44 PM,Raub-Brenton complex. 0 to 1 percent slopes,Drummer - Raub - Brenton,80,100,65.8333333333333,65.125,61.4166666666667,51.1666666666667,15.0333333333333,1.03333333333333,1.88333333333333,3.53333333333333,5.31666666666667,3.26666666666667,32.7333333333333,0,0,18.9,0.691666666666667,NA,4.63166666666667,0.114,NA,21.2583333333333,12.555,25.9166666666667,0.241,2.36666666666667,0,0,0,11.175,NA,NA,NA,8.03333333333333,NA,2.945,NA,NA
INH1,40.47928, -86.99014,6/11/2020 5:54:44 PM,Raub-Brenton complex. 0 to 1 percent slopes,Drummer - Raub - Brenton,100,200,33.225,32.3016666666667,28.3416666666667,17.6333333333333,11.96,0.693333333333333,1.05,3.61333333333333,4.11666666666667,2.48666666666667,15.5733333333333,0,0,7.13333333333333,0.26,NA,1.9604,0.0468333333333333,NA,9.48833333333333,4.903,11.9133333333333,0.138633333333333,4.88666666666667,0,0,0,4.87666666666667,NA,NA,NA,3.93,NA,0.948333333333333,NA,NA
KSH1,37.80983,-100.77027,6/11/2020 2:42:01 AM,Satanta loam. 0 to 1 percent slopes,Keith - Satanta - Feterita,0,10,100,98.6666666666667,94.3333333333333,76.3333333333333,32.3333333333333,1.43333333333333,2.43333333333333,3.6,8.06666666666667,16.8,39.6666666666667,26.3333333333333,13.3333333333333,28,1.93333333333333,NA,4.07,0.176666666666667,NA,31.4,17.2666666666667,44.6666666666667,0.33,0,0,0,1,22.3,NA,6.76666666666667,NA,22.2333333333333,0,3.23333333333333,0,NA
KSH1,37.80983,-100.77027,6/11/2020 2:42:01 AM,Satanta loam. 0 to 1 percent slopes,Keith - Satanta - Feterita,10,25,100,98.6666666666667,94.5555555555556,77.0888888888889,31.5555555555556,1.43333333333333,2.25333333333333,3.39333333333333,7.79333333333333,16.6822222222222,40.8888888888889,26.6666666666667,14.2222222222222,27.5555555555556,1.67222222222222,NA,4.17888888888889,0.175555555555556,NA,29.8688888888889,16.7422222222222,44.6222222222222,0.361111111111111,0,0,0,1,21.8044444444444,NA,6.77555555555556,NA,21.7733333333333,0,3.08888888888889,0,NA
KSH1,37.80983,-100.77027,6/11/2020 2:42:01 AM,Satanta loam. 0 to 1 percent slopes,Keith - Satanta - Feterita,25,50,100,98.6666666666667,95.48,83.04,21.4533333333333,1.036,1.62933333333333,2.96933333333333,6.188,9.63066666666667,46.16,27.8,18.36,32.3866666666667,0.7,NA,3.02666666666667,0.1876,NA,30.1853333333333,17.88,47.2,0.378,1.32,0,0,1,24.6106666666667,NA,7.04266666666667,NA,24.636,0,2.45733333333333,0,NA
KSH1,37.80983,-100.77027,6/11/2020 2:42:01 AM,Satanta loam. 0 to 1 percent slopes,Keith - Satanta - Feterita,50,80,100,98.6666666666667,95.1777777777778,80.1222222222222,25.5,1.29888888888889,1.83777777777778,3.30555555555556,7.49888888888889,11.5588888888889,47.4555555555556,27,20.4555555555556,27.0444444444444,0.630555555555556,NA,4.97777777777778,0.213444444444444,NA,29.1333333333333,15.1788888888889,46.4111111111111,0.412555555555556,3.28888888888889,0,0,1,19.9455555555556,NA,7.24666666666667,NA,19.96,0,1.35666666666667,0,NA
KSH1,37.80983,-100.77027,6/11/2020 2:42:01 AM,Satanta loam. 0 to 1 percent slopes,Keith - Satanta - Feterita,80,100,100,98.6666666666667,95,74.6666666666667,37,1.43333333333333,2.03333333333333,3.16666666666667,8.53333333333333,21.8333333333333,39.6666666666667,23,16.6666666666667,23.3333333333333,0.583333333333333,NA,11.3333333333333,0.196666666666667,NA,26.1,13.6333333333333,45.6666666666667,0.43,4.66666666666667,0,0,1,16.5666666666667,NA,7.46666666666667,NA,16.5,0,0.533333333333333,0,NA
KSH1,37.80983,-100.77027,6/11/2020 2:42:01 AM,Satanta loam. 0 to 1 percent slopes,Keith - Satanta - Feterita,100,200,100,98.6666666666667,95.99,79.89,30.2433333333333,0.913333333333333,1.31033333333333,2.04633333333333,6.589,19.3843333333333,46.6566666666667,27.1366666666667,19.52,23.1,0.430666666666667,NA,12.1133333333333,0.193633333333333,NA,26.1743333333333,13.735,44.66,0.4722,5.11666666666667,0,0,0.74,16.264,NA,7.63433333333333,NA,16.234,0,0.0373333333333333,0,NA
MIH1,42.68847, -84.49732,6/1/2020 5:26:34 PM,Marlette fine sandy loam. 2 to 6 percent slopes,Marlette - Capac - Parkhill,0,10,97,96,87,47.3333333333333,55.7666666666667,1.13333333333333,3.63333333333333,16,25.0666666666667,9.93333333333333,31.9,8,10.6666666666667,12.3333333333333,2.66666666666667,2.61666666666667,2.5,0.183333333333333,NA,22.4333333333333,11.3333333333333,37.6666666666667,0.306666666666667,0,0,0,0.2,9.13333333333333,NA,NA,NA,7.46666666666667,NA,4.5,NA,NA
MIH1,42.68847, -84.49732,6/1/2020 5:26:34 PM,Marlette fine sandy loam. 2 to 6 percent slopes,Marlette - Capac - Parkhill,10,25,97.0444444444444,96.0444444444444,87.6,50.3333333333333,51.9488888888889,1.11555555555556,3.36,14.6177777777778,23.2733333333333,9.58222222222222,32.2066666666667,8,11.2888888888889,15.8444444444444,2.28888888888889,2.62511111111111,1.91,0.175777777777778,NA,24.6844444444444,13.2511111111111,37.2666666666667,0.308444444444444,0,0,0,0.18,9.44666666666667,NA,NA,NA,7.94666666666667,NA,4.45333333333333,NA,NA
MIH1,42.68847, -84.49732,6/1/2020 5:26:34 PM,Marlette fine sandy loam. 2 to 6 percent slopes,Marlette - Capac - Parkhill,25,50,97.0533333333333,96.0533333333333,89.72,61.6133333333333,39.2533333333333,1.14,2.61333333333333,9.82933333333333,17.2306666666667,8.44,31.08,7.44,12.7733333333333,29.6666666666667,0.583333333333333,2.66,0.55,0.131066666666667,NA,32.5026666666667,20.9506666666667,34.1066666666667,0.32,0,0,0,0.1,11.3733333333333,NA,NA,NA,10.5746666666667,NA,4.144,NA,NA
MIH1,42.68847, -84.49732,6/1/2020 5:26:34 PM,Marlette fine sandy loam. 2 to 6 percent slopes,Marlette - Capac - Parkhill,50,80,96.3444444444444,94.7,87.7222222222222,61.3555555555556,40.8,1.81666666666667,3.22555555555556,9.58444444444445,17.1533333333333,9.02,32.4333333333333,8.27777777777778,13.2888888888889,26.7666666666667,0.486666666666667,2.66322222222222,0.55,0.133,NA,29.7122222222222,18.8755555555556,32.0444444444444,0.355444444444444,8.05555555555556,0,0,0.132222222222222,9.85888888888889,NA,NA,NA,21.7622222222222,NA,2.71333333333333,NA,NA
MIH1,42.68847, -84.49732,6/1/2020 5:26:34 PM,Marlette fine sandy loam. 2 to 6 percent slopes,Marlette - Capac - Parkhill,80,100,96.2,93.8,85.6,59.2,43.04,2.5,3.84,9.4,17.22,10.08,34.76,12.5,19,22.2,0.315,2.66933333333333,0.55,0.149,NA,26.4,15.63,30.3,0.397,17.5,0,0,0.17,7.81,NA,NA,NA,34.73,NA,1.22,NA,NA
MIH1,42.68847, -84.49732,6/1/2020 5:26:34 PM,Marlette fine sandy loam. 2 to 6 percent slopes,Marlette - Capac - Parkhill,100,200,96,93,84,58,44,3,4.2,9.1,17,10.7,37,15,22,19,0.2,2.67333333333333,0.55,0.16,NA,24,13.3,29,0.43,25,0,0,0.2,6.2,NA,NA,NA,44.9,NA,0,NA,NA
MNH1,43.07471, -89.38440,6/8/2020 8:54:09 PM,Dodge silt loam. 2 to 6 percent slopes,St. Charles - Lamartine - Dodge - Mayville,0,10,99.5,99.5,97.25,90.75,12.225,0.475,1.275,1.55,2.95,5.975,69.65,0,0,18.125,2.75,2.585,9.0425,0.23,NA,28.8,13.95,42.5,0.4325,0,0,0,0.1,15.775,NA,NA,NA,14.975,NA,4.925,NA,NA
MNH1,43.07471, -89.38440,6/8/2020 8:54:09 PM,Dodge silt loam. 2 to 6 percent slopes,St. Charles - Lamartine - Dodge - Mayville,10,25,99,99,97.5,91.95,10.1166666666667,0.32,0.845,1.19833333333333,2.445,5.30833333333333,66.8166666666667,0,0,23.0666666666667,1.9625,2.5895,8.8425,0.219166666666667,NA,30.0716666666667,15.7766666666667,42.2,0.443666666666667,0,0,0,0.1,19.0483333333333,NA,NA,NA,17.5166666666667,NA,5.68666666666667,NA,NA
MNH1,43.07471, -89.38440,6/8/2020 8:54:09 PM,Dodge silt loam. 2 to 6 percent slopes,St. Charles - Lamartine - Dodge - Mayville,25,50,97.75,97.75,96.75,92.44,7.795,0.269,0.6,0.818,1.83,4.278,64.325,0,0,27.88,0.4825,2.6,6.4025,0.1893,NA,30.814,17.071,40.37,0.475,0,0,0,0.1,21.488,NA,NA,NA,19.425,NA,6.484,NA,NA
MNH1,43.07471, -89.38440,6/8/2020 8:54:09 PM,Dodge silt loam. 2 to 6 percent slopes,St. Charles - Lamartine - Dodge - Mayville,50,80,92.6166666666667,92.4166666666667,90.4166666666667,80.7666666666667,18.0308333333333,0.4125,1.27,2.37166666666667,5.82666666666667,8.15,56.2275,0,0,25.7416666666667,0.46875,2.60591666666667,7.0925,0.1795,NA,28.62,15.455,38.9,0.4425,3.95833333333333,0,0,0.1,20.0133333333333,NA,NA,NA,32,NA,5.27583333333333,NA,NA
MNH1,43.07471, -89.38440,6/8/2020 8:54:09 PM,Dodge silt loam. 2 to 6 percent slopes,St. Charles - Lamartine - Dodge - Mayville,80,100,82.45,81.7,74.8125,56.6375,39.8875,1.46625,5.45,8.59375,13.44375,10.93375,40.18125,0,0,19.93125,0.503125,2.61975,10.9675,0.150375,NA,22.16875,11.55875,34.875,0.312125,11.975,0,0,0.1,16.01,NA,NA,NA,44.685,NA,2.4625,NA,NA
MNH1,43.07471, -89.38440,6/8/2020 8:54:09 PM,Dodge silt loam. 2 to 6 percent slopes,St. Charles - Lamartine - Dodge - Mayville,100,200,74.7825,73.1575,60.8775,37.29,57.39,3.849,9.861,14.34325,17.13075,12.206,28.3475,0,0,14.2625,0.2925,2.63195,14.7364,0.1251,NA,16.28075,8.0385,30.795,0.211575,14.065,0,0,0.1,11.39825,NA,NA,NA,46.37775,NA,0.5335,NA,NA
MOH1,38.89722, -92.20935,5/29/2020 1:05:36 PM,Mexico silt loam. 1 to 4 percent slopes. eroded,Putnam - Armstrong - Mexico - Leonard,0,10,100,100,97.75,93.25,8.1,0.55,1.25,1.875,2.25,2.175,71.95,31.55,40.4,19.95,2.2525,NA,9,0.215,NA,28.975,14.025,43.5,0.46,0,0,0,1,16.95,NA,NA,NA,16.625,NA,4.35,NA,NA
MOH1,38.89722, -92.20935,5/29/2020 1:05:36 PM,Mexico silt loam. 1 to 4 percent slopes. eroded,Putnam - Armstrong - Mexico - Leonard,10,25,99.1666666666667,97.3333333333333,94.0833333333333,88.8833333333333,10.8466666666667,1.17166666666667,1.85166666666667,1.98,2.91166666666667,2.93166666666667,63.3266666666667,26.355,36.9716666666667,25.8266666666667,1.76833333333333,NA,6.98333333333333,0.192333333333333,NA,29.745,16.3016666666667,43.1166666666667,0.428833333333333,0,0,0,1,20.83,NA,NA,NA,18.835,NA,6.19333333333333,NA,NA
MOH1,38.89722, -92.20935,5/29/2020 1:05:36 PM,Mexico silt loam. 1 to 4 percent slopes. eroded,Putnam - Armstrong - Mexico - Leonard,25,50,98.75,96,93.56,90.08,7.834,1.078,1.456,1.32,2.061,1.919,49.332,19.211,30.121,42.834,1.186,NA,2.713,0.141,NA,33.339,23.717,43.72,0.3318,0,0,0,1,26.777,4.212,NA,NA,26.387,NA,9.901,NA,NA
MOH1,38.89722, -92.20935,5/29/2020 1:05:36 PM,Mexico silt loam. 1 to 4 percent slopes. eroded,Putnam - Armstrong - Mexico - Leonard,50,80,98.75,96.0083333333333,94.7583333333333,90.7833333333333,7.3,0.351666666666667,0.871666666666667,1.46083333333333,2.36833333333333,2.2475,42.3683333333333,17.2766666666667,25.0916666666667,50.3316666666667,1.15408333333333,NA,0.625,0.1235,NA,35.9883333333333,27.6216666666667,43.9083333333333,0.266166666666667,0,0,0,1,26.0466666666667,8.775,NA,NA,30.2525,NA,11.27,NA,NA
MOH1,38.89722, -92.20935,5/29/2020 1:05:36 PM,Mexico silt loam. 1 to 4 percent slopes. eroded,Putnam - Armstrong - Mexico - Leonard,80,100,98.75,96.25,94.425,88.175,10.8575,0.365,1.03125,2.1375,3.75375,3.57,48.88625,19.56375,29.3225,40.25625,0.545875,NA,1.19375,0.14975,NA,33.93125,23.3275,41.75,0.340625,0,0,0,1,26.19375,2.6325,NA,NA,25.82375,NA,8.83,NA,NA
MOH1,38.89722, -92.20935,5/29/2020 1:05:36 PM,Mexico silt loam. 1 to 4 percent slopes. eroded,Putnam - Armstrong - Mexico - Leonard,100,200,98.75,96.25,94.2675,86.975,12.3515,0.32975,1.149,2.40975,4.36425,4.09875,53.4485,23.39175,30.05675,34.2,0.290575,NA,1.88,0.1625,NA,32.546,20.401,40.3625,0.3986,0,0,0,1,25.17975,NA,NA,NA,22.667,NA,7.7545,NA,NA
NCH1,35.66654, -78.49217,6/4/2020 1:21:03 PM,Norfolk loamy sand. 2 to 6 percent slopes,Goldsboro - Norfolk - Wagram,0,10,98,97,85,28,82.3333333333333,2.66666666666667,8.33333333333333,39.3333333333333,21,11,10.3333333333333,0,0,7.33333333333333,1.41666666666667,NA,53.3333333333333,0.103333333333333,14.4,17.1333333333333,7.6,37.3333333333333,0.123333333333333,0,0,0,0,NA,1.43333333333333,NA,NA,0.933333333333333,NA,4.06666666666667,NA,NA
NCH1,35.66654, -78.49217,6/4/2020 1:21:03 PM,Norfolk loamy sand. 2 to 6 percent slopes,Goldsboro - Norfolk - Wagram,10,25,98,97,85,28,82.3333333333333,2.66666666666667,8.33333333333333,39.3333333333333,21,11,10.3333333333333,0,0,7.33333333333333,1.22222222222222,NA,53.3333333333333,0.0988888888888889,14.1,16.7777777777778,7.28888888888889,36.8888888888889,0.131111111111111,0,0,0,0,NA,1.64444444444444,NA,NA,0.9,NA,4,NA,NA
NCH1,35.66654, -78.49217,6/4/2020 1:21:03 PM,Norfolk loamy sand. 2 to 6 percent slopes,Goldsboro - Norfolk - Wagram,25,50,97.6666666666667,97,88.5066666666667,35,70.3333333333333,1.29333333333333,3.65333333333333,26.48,27.3866666666667,11.52,14.0133333333333,0,0,15.6533333333333,0.37,NA,42.7733333333333,0.104133333333333,9.67333333333333,19.472,10.796,35.3333333333333,0.183066666666667,0,0,0,0,NA,2.75066666666667,NA,NA,0.882666666666667,NA,4.74133333333333,NA,NA
NCH1,35.66654, -78.49217,6/4/2020 1:21:03 PM,Norfolk loamy sand. 2 to 6 percent slopes,Goldsboro - Norfolk - Wagram,50,80,97.6666666666667,97,90.7888888888889,42.4666666666667,62.4444444444444,1,2.33333333333333,17.1777777777778,30.6888888888889,11.2444444444444,15.9666666666667,0,0,21.5888888888889,0.280555555555556,NA,21.7777777777778,0.124777777777778,2.44444444444444,22.9288888888889,14.7666666666667,35.5444444444444,0.208111111111111,0,0,0,0,NA,3.06333333333333,NA,NA,1.04222222222222,NA,5.54666666666667,NA,NA
NCH1,35.66654, -78.49217,6/4/2020 1:21:03 PM,Norfolk loamy sand. 2 to 6 percent slopes,Goldsboro - Norfolk - Wagram,80,100,97.6666666666667,97,90.6666666666667,44.6666666666667,60,1,2.33333333333333,14,31.6666666666667,11,16.3333333333333,0,0,23.6666666666667,0.25,NA,12,0.133333333333333,NA,24.2,16.2333333333333,35.6666666666667,0.216666666666667,0,0,0,0,NA,3.1,NA,NA,1.06666666666667,NA,5.76666666666667,NA,NA
NCH1,35.66654, -78.49217,6/4/2020 1:21:03 PM,Norfolk loamy sand. 2 to 6 percent slopes,Goldsboro - Norfolk - Wagram,100,200,98.0166666666667,97,90.19,46.2333333333333,59.7,1,3.03333333333333,15.3333333333333,29.1866666666667,11.1466666666667,16.0166666666667,0,0,24.2833333333333,0.2325,NA,11.12,0.138266666666667,NA,24.4133333333333,16.596,35.8233333333333,0.210833333333333,0,0,0,0,NA,3.09833333333333,NA,NA,1.10533333333333,NA,5.8,NA,NA
NEH2,41.37982, -96.56011,6/10/2020 2:02:09 PM,Yutan. eroded-Aksarben silty clay loams. 2 to 6 percent slopes,Aksarben - Judson - Yutan,0,10,100,100,99.6666666666667,96.6666666666667,5.33333333333333,0.0333333333333333,0.2,0.5,0.733333333333333,3.86666666666667,63.3333333333333,37,26.3333333333333,31.3333333333333,2.93333333333333,2.65,4.8,0.18,NA,33.1,20.4666666666667,45.6666666666667,0.32,0,0,0,0.2,25.8,NA,5.63333333333333,NA,23.4333333333333,NA,8,NA,NA
NEH2,41.37982, -96.56011,6/10/2020 2:02:09 PM,Yutan. eroded-Aksarben silty clay loams. 2 to 6 percent slopes,Aksarben - Judson - Yutan,10,25,100,100,99.5777777777778,96.9555555555555,4.91111111111111,0.0733333333333333,0.202222222222222,0.466666666666667,0.817777777777778,3.35111111111111,63.1777777777778,36.4888888888889,26.6888888888889,31.9111111111111,2.65888888888889,2.65,4.64088888888889,0.18,NA,33.1555555555556,20.4955555555556,45.4444444444444,0.329777777777778,0,0,0,0.177777777777778,26.0444444444444,NA,5.72222222222222,NA,24.2666666666667,NA,7.14666666666667,NA,NA
NEH2,41.37982, -96.56011,6/10/2020 2:02:09 PM,Yutan. eroded-Aksarben silty clay loams. 2 to 6 percent slopes,Aksarben - Judson - Yutan,25,50,100,100,99.3333333333333,96.7333333333333,5.04,0.133333333333333,0.305333333333333,0.522666666666667,0.886666666666667,3.192,61.6266666666667,33.4666666666667,28.16,33.3333333333333,1.556,2.65,4.13173333333333,0.177333333333333,NA,32.6466666666667,19.544,46.5466666666667,0.37,0,0,0,0.166666666666667,26.256,NA,6.03466666666667,NA,24.7146666666667,NA,5.38133333333333,NA,NA
NEH2,41.37982, -96.56011,6/10/2020 2:02:09 PM,Yutan. eroded-Aksarben silty clay loams. 2 to 6 percent slopes,Aksarben - Judson - Yutan,50,80,100,100,99.3333333333333,96.6666666666667,5,0.133333333333333,0.333333333333333,0.533333333333333,0.833333333333333,3.16666666666667,60.9777777777778,33,27.9777777777778,34.0222222222222,1.28888888888889,2.65,4.20333333333333,0.176666666666667,NA,32.7311111111111,19.6911111111111,46.2888888888889,0.382222222222222,0,0,0,0.166666666666667,26.5288888888889,NA,6.06666666666667,NA,24.8422222222222,NA,5.18444444444444,NA,NA
NEH2,41.37982, -96.56011,6/10/2020 2:02:09 PM,Yutan. eroded-Aksarben silty clay loams. 2 to 6 percent slopes,Aksarben - Judson - Yutan,80,100,100,100,99.3333333333333,96.6666666666667,5,0.133333333333333,0.333333333333333,0.533333333333333,0.833333333333333,3.16666666666667,60.6666666666667,32.45,28.2166666666667,34.3333333333333,0.975,2.65,4.20333333333333,0.176666666666667,NA,32.5666666666667,19.4466666666667,46.5833333333333,0.401,0,0,0,0.166666666666667,26.7,NA,6.06666666666667,NA,24.93,NA,5.09,NA,NA
NEH2,41.37982, -96.56011,6/10/2020 2:02:09 PM,Yutan. eroded-Aksarben silty clay loams. 2 to 6 percent slopes,Aksarben - Judson - Yutan,100,200,100,100,99.6633333333333,96.3166666666667,8.63,0.100333333333333,0.217666666666667,0.326,0.680666666666667,7.30533333333333,64.6566666666667,37.31,27.3466666666667,26.7133333333333,0.3575,2.65,4.7105,0.209633333333333,NA,30.1916666666667,15.7616666666667,46.05,0.4946,0,0,0,0.187666666666667,20.5883333333333,NA,6.26966666666667,NA,19.8566666666667,NA,2.80833333333333,NA,NA
NYH1,42.72907, -76.65140,6/11/2020 12:50:51 AM,Lima silt loam. 0 to 3 percent slopes,Appleton - Kendaia - Lima - Honeoye - Cazenovia - Lyons,0,10,92.6666666666667,88.3333333333333,81.6666666666667,67.5,24.6666666666667,1.9,2.01666666666667,2.98333333333333,7.6,10.1666666666667,55.8333333333333,17.5,28.3333333333333,19.5,5.16666666666667,NA,9.83333333333333,0.183333333333333,NA,25.7,14.9666666666667,46.1666666666667,0.315,0,0,0,0,13.6833333333333,NA,NA,NA,9.16666666666667,NA,5,NA,NA
NYH1,42.72907, -76.65140,6/11/2020 12:50:51 AM,Lima silt loam. 0 to 3 percent slopes,Appleton - Kendaia - Lima - Honeoye - Cazenovia - Lyons,10,25,92.5888888888889,88.1,82.1111111111111,67.2777777777778,25.6111111111111,1.97777777777778,2.15666666666667,3.12333333333333,7.93555555555556,10.4177777777778,54.6888888888889,17.0333333333333,27.6555555555556,19.7,4.38888888888889,NA,9.83333333333333,0.178777777777778,NA,24.0211111111111,13.4711111111111,42.7777777777778,0.343777777777778,0,0,0,0,13.0288888888889,NA,NA,NA,8.5,NA,4.65555555555556,NA,NA
NYH1,42.72907, -76.65140,6/11/2020 12:50:51 AM,Lima silt loam. 0 to 3 percent slopes,Appleton - Kendaia - Lima - Honeoye - Cazenovia - Lyons,25,50,88.2,82.9,77.3,61.8333333333333,28.92,2.23266666666667,2.738,3.998,8.9,10.8113333333333,48.7933333333333,14.2466666666667,24.7866666666667,22.2866666666667,1.40166666666667,NA,7.422,0.1452,NA,20.6246666666667,10.328,31.62,0.369,0,0,0,0,11.4253333333333,NA,NA,NA,8.52666666666667,NA,2.71333333333333,NA,NA
NYH1,42.72907, -76.65140,6/11/2020 12:50:51 AM,Lima silt loam. 0 to 3 percent slopes,Appleton - Kendaia - Lima - Honeoye - Cazenovia - Lyons,50,80,75.25,70.0833333333333,63.4722222222222,51.8888888888889,30.1444444444444,2.27777777777778,2.82777777777778,4.11555555555556,9.48333333333333,11.04,48.2833333333333,14.3222222222222,24.3611111111111,21.5722222222222,1.01944444444444,NA,4.68355555555556,0.126055555555556,NA,18.8711111111111,8.89444444444444,27.9944444444444,0.267444444444444,7.28888888888889,0,0,0,9.22666666666667,NA,NA,NA,17.1222222222222,NA,2.10555555555556,NA,NA
NYH1,42.72907, -76.65140,6/11/2020 12:50:51 AM,Lima silt loam. 0 to 3 percent slopes,Appleton - Kendaia - Lima - Honeoye - Cazenovia - Lyons,80,100,67.4166666666667,62.4166666666667,55.75,42.6666666666667,35.9166666666667,2.46666666666667,3.28333333333333,5,11.9833333333333,12.85,45.3166666666667,14.3666666666667,21.2833333333333,18.7666666666667,0.525,NA,3.85166666666667,0.113666666666667,NA,16.6166666666667,6.73333333333333,25.3333333333333,0.233166666666667,16.6666666666667,0,0,0,6.55,NA,NA,NA,27.25,NA,1.66666666666667,NA,NA
