location,lat,lon,saverest,muname,compname,hz_dept,hz_depb,sieveno4_r,sieveno10_r,sieveno40_r,sieveno200_r,sandtotal_r,sandvc_r,sandco_r,sandmed_r,sandfine_r,sandvf_r,silttotal_r,siltco_r,siltfine_r,claytotal_r,om_r,partdensity,ksat_r,awc_r,wtenthbar_r,wthirdbar_r,wfifteenbar_r,wsatiated_r,kwfact,caco3_r,gypsum_r,sar_r,ec_r,cec7_r,ecec_r,ph01mcacl2_r,ptotal_r,sumbases_r,freeiron_r,extracid_r,extral_r,pbray1_r
NYH1,42.72907, -76.65140,6/11/2020 12:50:51 AM,Lima silt loam. 0 to 3 percent slopes,Appleton - Kendaia - Lima - Honeoye - Cazenovia - Lyons,100,200,64.4,59.5416666666667,53.1583333333333,39.9666666666667,36.2416666666667,2.51383333333333,3.37483333333333,5.1245,12.1785,12.7733333333333,43.0233333333333,14.1666666666667,20.8333333333333,17.9016666666667,0.485833333333333,NA,3.62588333333333,0.108833333333333,NA,15.9168333333333,6.297,24.5683333333333,0.218733333333333,17.0816666666667,0,0,0,6.14483333333333,NA,NA,NA,27.5,NA,1.66666666666667,NA,NA
NYH2,42.72538, -76.65642,6/11/2020 12:50:51 AM,Kendaia and Lyons soils. 0 to 3 percent slopes,Lyons - Kendaia - Lima - Palms - Conesus - Ilion,0,10,110.166666666667,105.333333333333,80.8333333333333,67.5,36,2.05,2.66666666666667,4.26666666666667,12.2166666666667,14.8,58.5,10.5,17,22.1666666666667,21.75,0.25,12.9,0.263333333333333,NA,40.9333333333333,20.0666666666667,46,0.273333333333333,0,0,0,0,39.9333333333333,NA,1.08333333333333,NA,5.5,NA,3,NA,NA
NYH2,42.72538, -76.65642,6/11/2020 12:50:51 AM,Kendaia and Lyons soils. 0 to 3 percent slopes,Lyons - Kendaia - Lima - Palms - Conesus - Ilion,10,25,110.166666666667,105.333333333333,81.1111111111111,67.6111111111111,35.7844444444444,2.00777777777778,2.61111111111111,4.20444444444444,12.1033333333333,14.8577777777778,58.4822222222222,10.3888888888889,17,22.4,21.4444444444444,0.25,12.9,0.260666666666667,NA,40.6644444444444,19.8888888888889,44.4555555555555,0.290111111111111,0,0,0,0,39.7955555555556,NA,1.08333333333333,NA,5.5,NA,2.83333333333333,NA,NA
NYH2,42.72538, -76.65642,6/11/2020 12:50:51 AM,Kendaia and Lyons soils. 0 to 3 percent slopes,Lyons - Kendaia - Lima - Palms - Conesus - Ilion,25,50,107.873333333333,102.946666666667,79,67.2666666666667,33.304,1.58266666666667,2.034,3.49333333333333,10.9326666666667,15.2613333333333,58.1026666666667,9.42,17.16,25.26,16.2933333333333,0.25,12.1329333333333,0.221,NA,37.4333333333333,18.8113333333333,30.7466666666667,0.406733333333333,0.0933333333333333,0,0,0,39.126,NA,1.08333333333333,NA,5.5,NA,1.5,NA,NA
NYH2,42.72538, -76.65642,6/11/2020 12:50:51 AM,Kendaia and Lyons soils. 0 to 3 percent slopes,Lyons - Kendaia - Lima - Palms - Conesus - Ilion,50,80,98.4166666666667,92.2222222222222,78.25,68.2222222222222,32.85,2.265,2.91,4.02777777777778,10.535,13.1122222222222,56.5222222222222,9.06666666666667,16.4833333333333,27.2944444444444,6.45277777777778,0.0916666666666667,6.88261111111111,0.177888888888889,NA,29.0605555555556,15.6105555555556,30.3055555555556,0.380666666666667,4.86666666666667,0,0,0,21.3183333333333,NA,1.19944444444444,NA,11.7888888888889,NA,1.16111111111111,NA,NA
NYH2,42.72538, -76.65642,6/11/2020 12:50:51 AM,Kendaia and Lyons soils. 0 to 3 percent slopes,Lyons - Kendaia - Lima - Palms - Conesus - Ilion,80,100,90.375,83.3333333333333,75.8333333333333,63.8333333333333,35.6816666666667,2.42083333333333,3.26916666666667,4.8075,11.4641666666667,13.72,54.2516666666667,8.9,13.4,26.7333333333333,0.770833333333333,NA,4.04658333333333,0.148583333333333,NA,24.32,13.6491666666667,30.5833333333333,0.332083333333333,10.625,0,0,0,11.1125,NA,1.26666666666667,NA,16,NA,1,NA,NA
NYH2,42.72538, -76.65642,6/11/2020 12:50:51 AM,Kendaia and Lyons soils. 0 to 3 percent slopes,Lyons - Kendaia - Lima - Palms - Conesus - Ilion,100,200,78.0083333333333,71.3583333333333,64.7083333333333,53.0583333333333,34.6653333333333,2.38533333333333,3.27266666666667,4.909,11.3021666666667,12.7961666666667,47.5046666666667,8.5,12.5,23.1633333333333,0.526666666666667,NA,2.60948333333333,0.12555,NA,20.8215,11.2288333333333,26.7483333333333,0.26965,12.49,0,0,0,9.45816666666667,NA,1.05133333333333,NA,16.5,NA,1,NA,NA
NYH3,42.72532, -76.65507,6/11/2020 12:50:51 AM,Lima silt loam. 3 to 8 percent slopes,Kendaia - Lima - Lyons - Cazenovia - Appleton - Honeoye,0,10,92.6666666666667,88.3333333333333,81.6666666666667,67.5,24.6666666666667,1.9,2.01666666666667,2.98333333333333,7.6,10.1666666666667,55.8333333333333,17.5,28.3333333333333,19.5,5.16666666666667,NA,9.83333333333333,0.183333333333333,NA,25.7,14.9666666666667,46.1666666666667,0.315,0,0,0,0,13.6833333333333,NA,NA,NA,9.16666666666667,NA,5,NA,NA
NYH3,42.72532, -76.65507,6/11/2020 12:50:51 AM,Lima silt loam. 3 to 8 percent slopes,Kendaia - Lima - Lyons - Cazenovia - Appleton - Honeoye,10,25,92.5888888888889,88.1,82.1111111111111,67.2777777777778,25.6111111111111,1.97777777777778,2.15666666666667,3.12333333333333,7.93555555555556,10.4177777777778,54.6888888888889,17.0333333333333,27.6555555555556,19.7,4.38888888888889,NA,9.83333333333333,0.178777777777778,NA,24.0211111111111,13.4711111111111,42.7777777777778,0.343777777777778,0,0,0,0,13.0288888888889,NA,NA,NA,8.5,NA,4.65555555555556,NA,NA
NYH3,42.72532, -76.65507,6/11/2020 12:50:51 AM,Lima silt loam. 3 to 8 percent slopes,Kendaia - Lima - Lyons - Cazenovia - Appleton - Honeoye,25,50,88.2,82.9,77.3,61.8333333333333,28.92,2.23266666666667,2.738,3.998,8.9,10.8113333333333,48.7933333333333,14.2466666666667,24.7866666666667,22.2866666666667,1.40166666666667,NA,7.422,0.1452,NA,20.6246666666667,10.328,31.62,0.369,0,0,0,0,11.4253333333333,NA,NA,NA,8.52666666666667,NA,2.71333333333333,NA,NA
NYH3,42.72532, -76.65507,6/11/2020 12:50:51 AM,Lima silt loam. 3 to 8 percent slopes,Kendaia - Lima - Lyons - Cazenovia - Appleton - Honeoye,50,80,75.25,70.0833333333333,63.4722222222222,51.8888888888889,30.1444444444444,2.27777777777778,2.82777777777778,4.11555555555556,9.48333333333333,11.04,48.2833333333333,14.3222222222222,24.3611111111111,21.5722222222222,1.01944444444444,NA,4.68355555555556,0.126055555555556,NA,18.8711111111111,8.89444444444444,27.9944444444444,0.267444444444444,7.28888888888889,0,0,0,9.22666666666667,NA,NA,NA,17.1222222222222,NA,2.10555555555556,NA,NA
NYH3,42.72532, -76.65507,6/11/2020 12:50:51 AM,Lima silt loam. 3 to 8 percent slopes,Kendaia - Lima - Lyons - Cazenovia - Appleton - Honeoye,80,100,67.4166666666667,62.4166666666667,55.75,42.6666666666667,35.9166666666667,2.46666666666667,3.28333333333333,5,11.9833333333333,12.85,45.3166666666667,14.3666666666667,21.2833333333333,18.7666666666667,0.525,NA,3.85166666666667,0.113666666666667,NA,16.6166666666667,6.73333333333333,25.3333333333333,0.233166666666667,16.6666666666667,0,0,0,6.55,NA,NA,NA,27.25,NA,1.66666666666667,NA,NA
NYH3,42.72532, -76.65507,6/11/2020 12:50:51 AM,Lima silt loam. 3 to 8 percent slopes,Kendaia - Lima - Lyons - Cazenovia - Appleton - Honeoye,100,200,64.4,59.5416666666667,53.1583333333333,39.9666666666667,36.2416666666667,2.51383333333333,3.37483333333333,5.1245,12.1785,12.7733333333333,43.0233333333333,14.1666666666667,20.8333333333333,17.9016666666667,0.485833333333333,NA,3.62588333333333,0.108833333333333,NA,15.9168333333333,6.297,24.5683333333333,0.218733333333333,17.0816666666667,0,0,0,6.14483333333333,NA,NA,NA,27.5,NA,1.66666666666667,NA,NA
OHH1,39.85655, -83.67030,6/11/2020 1:29:49 PM,Strawn-Crosby complex. 0 to 2 percent slopes,Kokomo - Celina - Strawn - Crosby,0,10,48.75,48.125,46.25,41.875,10.6,0.9,1.225,1.4,3.275,3.8,29.525,0,0,9.875,1,NA,4.585,0.1075,NA,13.975,6.525,22,0.23,0,0,0,0,7.625,NA,NA,NA,5.25,NA,NA,NA,NA
OHH1,39.85655, -83.67030,6/11/2020 1:29:49 PM,Strawn-Crosby complex. 0 to 2 percent slopes,Kokomo - Celina - Strawn - Crosby,10,25,48.5833333333333,47.7916666666667,45.75,41.125,10.72,0.92,1.23833333333333,1.49,3.33833333333333,3.73333333333333,28.355,0,0,10.925,0.911666666666667,NA,4.31,0.1035,NA,14.0983333333333,6.985,21.6,0.222333333333333,0,0,0,0,7.99166666666667,NA,NA,NA,5.51666666666667,NA,NA,NA,NA
OHH1,39.85655, -83.67030,6/11/2020 1:29:49 PM,Strawn-Crosby complex. 0 to 2 percent slopes,Kokomo - Celina - Strawn - Crosby,25,50,47.2,45.425,42.2,36.05,12.02,1.098,1.393,2.167,3.91,3.452,20.43,0,0,17.55,0.3275,NA,2.2685,0.0743,NA,14.792,9.855,18.76,0.1725,0.72,0,0,0,10.215,NA,NA,NA,7.21,NA,NA,NA,NA
OHH1,39.85655, -83.67030,6/11/2020 1:29:49 PM,Strawn-Crosby complex. 0 to 2 percent slopes,Kokomo - Celina - Strawn - Crosby,50,80,45.2916666666667,43.9083333333333,39.625,32.6666666666667,17.4966666666667,1.63,2.20333333333333,3.10333333333333,5.51,5.05,19.0033333333333,0,0,13.5,0.208333333333333,NA,0.912333333333333,0.0441666666666667,NA,13.2116666666667,7.93166666666667,16.0333333333333,0.195166666666667,9.16666666666667,0,0,0,7.775,NA,NA,NA,6.33333333333333,NA,NA,NA,NA
OHH1,39.85655, -83.67030,6/11/2020 1:29:49 PM,Strawn-Crosby complex. 0 to 2 percent slopes,Kokomo - Celina - Strawn - Crosby,80,100,45,43.5,38.75,30.625,19.9,1.875,2.6,3.5,6.175,5.75,19.225,0,0,10.875,0.15,NA,0.8925,0.0325,NA,12.325,6.8,14.75,0.215,13.25,0,0,0,6.375,NA,NA,NA,5.75,NA,NA,NA,NA
OHH1,39.85655, -83.67030,6/11/2020 1:29:49 PM,Strawn-Crosby complex. 0 to 2 percent slopes,Kokomo - Celina - Strawn - Crosby,100,200,45,43.5,38.75,30.625,19.9,1.875,2.6,3.5,6.175,5.75,19.225,0,0,10.875,0.15,NA,0.8925,0.0325,NA,12.325,6.8,14.75,0.215,13.25,0,0,0,6.375,NA,NA,NA,5.75,NA,NA,NA,NA
SCH1,34.62246, -82.73682,6/3/2020 4:28:55 PM,Cecil sandy loam. 2 to 6 percent slopes,Cecil - Cataula - Bethlehem,0,10,133.333333333333,133.333333333333,90.3333333333333,47.3333333333333,93.2,6.16666666666667,13.1666666666667,28.7,26.7666666666667,18.4,24.1666666666667,5.63333333333333,11.8333333333333,15.9666666666667,0.75,NA,37.3333333333333,0.173333333333333,NA,22.9666666666667,9.96666666666667,61,0.306666666666667,0,0,0,0,3.16666666666667,2.53333333333333,NA,NA,0.866666666666667,NA,3.96666666666667,NA,NA
SCH1,34.62246, -82.73682,6/3/2020 4:28:55 PM,Cecil sandy loam. 2 to 6 percent slopes,Cecil - Cataula - Bethlehem,10,25,133.333333333333,133.333333333333,107.488888888889,71.4222222222222,69.04,3.64222222222222,7.88222222222222,22.5666666666667,21.1666666666667,13.7822222222222,21.6333333333333,5.29111111111111,10.8422222222222,42.66,0.41,NA,20.5333333333333,0.165333333333333,NA,36.3888888888889,24.1088888888889,60.7333333333333,0.256,0,0,0,0,4.21555555555556,4.18666666666667,NA,NA,1.03111111111111,NA,7.38,NA,NA
SCH1,34.62246, -82.73682,6/3/2020 4:28:55 PM,Cecil sandy loam. 2 to 6 percent slopes,Cecil - Cataula - Bethlehem,25,50,133.333333333333,133.333333333333,124.626666666667,105.506666666667,46.7066666666667,2.59066666666667,8.308,16.7586666666667,10.772,8.27733333333333,23.6293333333333,6.27333333333333,11.868,62.9973333333333,0.233333333333333,NA,9.748,0.1324,NA,49.088,34.5226666666667,57.6533333333333,0.223066666666667,0,0,0,0,6.308,5.644,NA,NA,1.30933333333333,NA,9.94666666666667,NA,NA
SCH1,34.62246, -82.73682,6/3/2020 4:28:55 PM,Cecil sandy loam. 2 to 6 percent slopes,Cecil - Cataula - Bethlehem,50,80,133.333333333333,133.333333333333,125,107,47.2,2.9,8.83333333333333,16.7666666666667,10.3666666666667,8.33333333333333,24.5333333333333,6.43333333333333,12.1,61.6,0.233333333333333,NA,9.3,0.123333333333333,NA,47.8,33.7333333333333,54.6666666666667,0.23,0,0,0,0,6.5,5.76666666666667,NA,NA,1.33333333333333,NA,10,NA,NA
SCH1,34.62246, -82.73682,6/3/2020 4:28:55 PM,Cecil sandy loam. 2 to 6 percent slopes,Cecil - Cataula - Bethlehem,80,100,130,130,121.833333333333,104.166666666667,46.0166666666667,2.82666666666667,8.54666666666667,16.22,10.2333333333333,8.19,23.8666666666667,6.2,11.6666666666667,60.1166666666667,0.225,NA,9.00666666666667,0.12,NA,46.5366666666667,32.9233333333333,53.1666666666667,0.225,0,0,0,0,6.27,5.64,NA,NA,1.3,NA,9.82333333333333,NA,NA
SCH1,34.62246, -82.73682,6/3/2020 4:28:55 PM,Cecil sandy loam. 2 to 6 percent slopes,Cecil - Cataula - Bethlehem,100,200,66.6666666666667,66.6666666666667,57.7066666666667,32.0833333333333,32.464,0.712,4.58533333333333,10.6943333333333,10.9056666666667,5.56666666666667,12.3083333333333,2.29366666666667,4.30133333333333,21.8943333333333,0.0666666666666667,NA,3.97333333333333,0.0865,NA,20.203,13.8236666666667,26.1,0.1362,0,0,0,0,1.28,2.54366666666667,NA,NA,0.573666666666667,NA,4.72466666666667,NA,NA
TXH1,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,0,10,20,20,20,19.8,0.2,0,0,0,0.04,0.16,6.2,0.4,5.8,13.6,0.35,0.54,0.042,0.038,NA,7.44,4.54,10,0.034,1.6,0,0.4,0.2,6.98,NA,1.52,NA,12.62,NA,0.42,NA,NA
TXH1,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,10,25,20,20,20,19.8,0.2,0,0,0,0.04,0.16,6.2,0.4,5.8,13.6,0.35,0.54,0.042,0.038,NA,7.44,4.54,10,0.034,1.6,0,0.4,0.2,6.98,NA,1.52,NA,12.62,NA,0.42,NA,NA
TXH1,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,25,50,20,20,20,19.8,0.2,0,0,0,0.0624,0.1376,6.424,0.288,6.136,13.376,0.294,0.54,0.042,0.03128,NA,6.7904,4.5064,9.44,0.034,1.824,0,0.736,0.2,6.6664,NA,1.52,NA,12.452,NA,0.3752,NA,NA
TXH1,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,50,80,20,20,20,19.8,0.2,0,0,0,0.08,0.12,6.6,0.2,6.4,13.2,0.25,0.54,0.042,0.026,NA,6.28,4.48,9,0.034,2,0,1,0.2,6.42,NA,1.52,NA,12.32,NA,0.34,NA,NA
TXH1,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,80,100,20,20,20,19.8,0.2,0,0,0,0.08,0.12,6.6,0.2,6.4,13.2,0.25,0.54,0.042,0.026,NA,6.28,4.48,9,0.034,2,0,1,0.2,6.42,NA,1.52,NA,12.32,NA,0.34,NA,NA
TXH1,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,100,200,20,20,20,19.8,0.2,0,0,0,0.0674,0.1326,7.23,0.452,6.778,12.57,0.187,0.54126,0.042,0.02852,NA,7.5778,4.354,9.252,0.04282,1.748,0,1.126,0.2,5.8908,NA,1.52,NA,12.2192,NA,0.3274,NA,NA
TXH2,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,0,10,20,20,20,19.8,0.2,0,0,0,0.04,0.16,6.2,0.4,5.8,13.6,0.35,0.54,0.042,0.038,NA,7.44,4.54,10,0.034,1.6,0,0.4,0.2,6.98,NA,1.52,NA,12.62,NA,0.42,NA,NA
TXH2,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,10,25,20,20,20,19.8,0.2,0,0,0,0.04,0.16,6.2,0.4,5.8,13.6,0.35,0.54,0.042,0.038,NA,7.44,4.54,10,0.034,1.6,0,0.4,0.2,6.98,NA,1.52,NA,12.62,NA,0.42,NA,NA
TXH2,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,25,50,20,20,20,19.8,0.2,0,0,0,0.0624,0.1376,6.424,0.288,6.136,13.376,0.294,0.54,0.042,0.03128,NA,6.7904,4.5064,9.44,0.034,1.824,0,0.736,0.2,6.6664,NA,1.52,NA,12.452,NA,0.3752,NA,NA
TXH2,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,50,80,20,20,20,19.8,0.2,0,0,0,0.08,0.12,6.6,0.2,6.4,13.2,0.25,0.54,0.042,0.026,NA,6.28,4.48,9,0.034,2,0,1,0.2,6.42,NA,1.52,NA,12.32,NA,0.34,NA,NA
TXH2,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,80,100,20,20,20,19.8,0.2,0,0,0,0.08,0.12,6.6,0.2,6.4,13.2,0.25,0.54,0.042,0.026,NA,6.28,4.48,9,0.034,2,0,1,0.2,6.42,NA,1.52,NA,12.32,NA,0.34,NA,NA
TXH2,30.54530, -96.43186,6/11/2020 3:26:57 PM,Ships clay. 0 to 1 percent slopes. rarely flooded,Yahola - Ships - Roetex - Weswood - Highbank,100,200,20,20,20,19.8,0.2,0,0,0,0.0674,0.1326,7.23,0.452,6.778,12.57,0.187,0.54126,0.042,0.02852,NA,7.5778,4.354,9.252,0.04282,1.748,0,1.126,0.2,5.8908,NA,1.52,NA,12.2192,NA,0.3274,NA,NA
WIH1,43.05570, -89.53130,6/8/2020 8:54:09 PM,Plano silt loam. gravelly substratum. 0 to 2 percent slopes,Elburn - Warsaw - Plano,0,10,33.3333333333333,33.3333333333333,33,31.6666666666667,2.4,0.0333333333333333,0.1,0.266666666666667,0.7,1.3,23.4333333333333,0,0,7.5,1.33333333333333,0.853333333333333,3.05666666666667,0.0766666666666667,NA,10.3666666666667,5.63333333333333,15,0.123333333333333,0,0,0,0.0333333333333333,6.5,NA,NA,NA,6.4,NA,1.7,NA,NA
WIH1,43.05570, -89.53130,6/8/2020 8:54:09 PM,Plano silt loam. gravelly substratum. 0 to 2 percent slopes,Elburn - Warsaw - Plano,10,25,33.3333333333333,33.3333333333333,33,31.6666666666667,2.4,0.0333333333333333,0.1,0.266666666666667,0.7,1.3,23.4333333333333,0,0,7.5,1.33333333333333,0.853333333333333,3.05666666666667,0.0766666666666667,NA,10.3666666666667,5.63333333333333,15,0.123333333333333,0,0,0,0.0333333333333333,6.5,NA,NA,NA,6.4,NA,1.7,NA,NA
WIH1,43.05570, -89.53130,6/8/2020 8:54:09 PM,Plano silt loam. gravelly substratum. 0 to 2 percent slopes,Elburn - Warsaw - Plano,25,50,33.3333333333333,33.3333333333333,33,31.6666666666667,2.376,0.0213333333333333,0.088,0.314666666666667,0.64,1.312,22.4373333333333,0,0,8.52,1.00333333333333,0.856933333333333,3.05666666666667,0.0730666666666667,NA,10.4986666666667,5.86133333333333,14.88,0.123333333333333,0,0,0,0.0333333333333333,7.136,NA,NA,NA,6.916,NA,1.724,NA,NA
WIH1,43.05570, -89.53130,6/8/2020 8:54:09 PM,Plano silt loam. gravelly substratum. 0 to 2 percent slopes,Elburn - Warsaw - Plano,50,80,33.3333333333333,33.3333333333333,33,31.6666666666667,2.33333333333333,0,0.0666666666666667,0.4,0.533333333333333,1.33333333333333,20.6666666666667,0,0,10.3333333333333,0.416666666666667,0.863333333333333,3.05666666666667,0.0666666666666667,NA,10.7333333333333,6.26666666666667,14.6666666666667,0.123333333333333,0,0,0,0.0333333333333333,8.26666666666667,NA,NA,NA,7.83333333333333,NA,1.76666666666667,NA,NA
WIH1,43.05570, -89.53130,6/8/2020 8:54:09 PM,Plano silt loam. gravelly substratum. 0 to 2 percent slopes,Elburn - Warsaw - Plano,80,100,33.3333333333333,33.3333333333333,33,31.6666666666667,2.33333333333333,0,0.0666666666666667,0.4,0.533333333333333,1.33333333333333,20.6666666666667,0,0,10.3333333333333,0.416666666666667,0.863333333333333,3.05666666666667,0.0666666666666667,NA,10.7333333333333,6.26666666666667,14.6666666666667,0.123333333333333,0,0,0,0.0333333333333333,8.26666666666667,NA,NA,NA,7.83333333333333,NA,1.76666666666667,NA,NA
WIH1,43.05570, -89.53130,6/8/2020 8:54:09 PM,Plano silt loam. gravelly substratum. 0 to 2 percent slopes,Elburn - Warsaw - Plano,100,200,25.97,25.6933333333333,22.42,12.3533333333333,19.846,0.175333333333333,2.52766666666667,7.55833333333333,7.78433333333333,1.80033333333333,8.70733333333333,0,0,4.78,0.14,0.874366666666667,16.1466666666667,0.0354333333333333,1.79666666666667,5.56366666666667,2.80433333333333,10.3366666666667,0.0545,0.916666666666667,0,0,0.0333333333333333,3.81333333333333,NA,NA,NA,3.89333333333333,NA,0.720333333333333,NA,NA
WIH2,43.30200, -89.38610,6/8/2020 6:47:41 PM,Plano silt loam. till substratum.  0 to 2 percent slopes,Elburn - Plano,0,10,50,50,49.5,46.5,4.75,0.05,0.2,0.55,1.35,2.6,34,0,0,11.25,2,NA,4.585,0.115,NA,14.95,7.6,25,0.185,0,0,0,0.05,9.75,NA,NA,NA,9.6,NA,2.55,NA,NA
WIH2,43.30200, -89.38610,6/8/2020 6:47:41 PM,Plano silt loam. till substratum.  0 to 2 percent slopes,Elburn - Plano,10,25,50,50,49.5,46.5,4.75,0.05,0.2,0.55,1.35,2.6,34,0,0,11.25,2,NA,4.585,0.115,NA,14.95,7.6,25,0.185,0,0,0,0.05,9.75,NA,NA,NA,9.6,NA,2.55,NA,NA
WIH2,43.30200, -89.38610,6/8/2020 6:47:41 PM,Plano silt loam. till substratum.  0 to 2 percent slopes,Elburn - Plano,25,50,50,50,49.5,47.38,3.65,0.006,0.112,0.594,0.866,2.072,31.8,0,0,14.55,0.504,NA,4.585,0.0974,NA,15.258,8.084,24.12,0.2114,0,0,0,0.05,11.466,NA,NA,NA,11.184,NA,2.858,NA,NA
WIH2,43.30200, -89.38610,6/8/2020 6:47:41 PM,Plano silt loam. till substratum.  0 to 2 percent slopes,Elburn - Plano,50,80,50,50,49.5,47.5,3.5,0,0.1,0.6,0.8,2,31.5,0,0,15,0.3,NA,4.585,0.095,NA,15.3,8.15,24,0.215,0,0,0,0.05,11.7,NA,NA,NA,11.4,NA,2.9,NA,NA
WIH2,43.30200, -89.38610,6/8/2020 6:47:41 PM,Plano silt loam. till substratum.  0 to 2 percent slopes,Elburn - Plano,80,100,50,50,49.5,47.5,3.5,0,0.1,0.6,0.8,2,31.5,0,0,15,0.3,NA,4.585,0.095,NA,15.3,8.15,24,0.215,0,0,0,0.05,11.7,NA,NA,NA,11.4,NA,2.9,NA,NA
WIH2,43.30200, -89.38610,6/8/2020 6:47:41 PM,Plano silt loam. till substratum.  0 to 2 percent slopes,Elburn - Plano,100,200,43.775,43.775,34.455,20.74,29.08,4.2085,4.401,8.5275,7.3815,4.5615,13.845,0,0,7.075,0.132,NA,11.3626,0.0662,NA,11.3055,6.7855,19.965,0.143,10.7,0,0,0.05,5.111,NA,NA,NA,9.0245,NA,0.194,NA,NA
COH1,40.65306,-104.99303,6/9/2020 5:26:42 PM,Fort Collins loam. 0 to 3 percent slopes,Fort Collins - Nunn - Vona,0,10,100,100,90,59.3333333333333,51,1.86666666666667,5.83333333333333,9.46666666666667,15.8666666666667,17.9666666666667,31.6666666666667,0,0,17.3333333333333,1.41666666666667,2.60333333333333,28.225,0.136666666666667,NA,25.7333333333333,12.4333333333333,40.3333333333333,0.336666666666667,0.333333333333333,0,0,0.1,14.7666666666667,NA,6.83333333333333,NA,27.5666666666667,NA,1.93333333333333,NA,NA
COH1,40.65306,-104.99303,6/9/2020 5:26:42 PM,Fort Collins loam. 0 to 3 percent slopes,Fort Collins - Nunn - Vona,10,25,100,100,88.8444444444444,60.4888888888889,48.2444444444444,2.29777777777778,6.63777777777778,9.38222222222222,14.5555555555556,15.3711111111111,26.1555555555556,0,0,25.6,1.10555555555556,2.59533333333333,14.2523333333333,0.142,NA,28.6866666666667,17.0777777777778,40.5555555555556,0.283111111111111,1.57777777777778,0,0,0.1,20.4133333333333,NA,7.04,NA,52.92,NA,2.04888888888889,NA,NA
COH1,40.65306,-104.99303,6/9/2020 5:26:42 PM,Fort Collins loam. 0 to 3 percent slopes,Fort Collins - Nunn - Vona,25,50,100,100,89.0666666666667,61.7333333333333,46.9946666666667,2.196,6.572,9.13733333333333,13.8706666666667,15.2186666666667,26.592,0,0,26.4133333333333,0.873333333333333,2.60186666666667,11.5,0.142,NA,28.5946666666667,17.076,40.88,0.294666666666667,4.8,0,0,0.1,19.9,NA,7.33733333333333,NA,56.3346666666667,NA,1.47333333333333,NA,NA
COH1,40.65306,-104.99303,6/9/2020 5:26:42 PM,Fort Collins loam. 0 to 3 percent slopes,Fort Collins - Nunn - Vona,50,80,100,100,88.8222222222222,59.2777777777778,50.6733333333333,2.16888888888889,6.64,9.56,15.0233333333333,17.2811111111111,26.9155555555556,0,0,22.4111111111111,0.544444444444444,2.61666666666667,13.1368888888889,0.141666666666667,NA,26.6611111111111,14.3166666666667,40.1333333333333,0.316333333333333,7.28888888888889,0,0,0.1,16.0655555555556,NA,7.68444444444444,NA,53.9077777777778,NA,0.645555555555556,NA,NA
COH1,40.65306,-104.99303,6/9/2020 5:26:42 PM,Fort Collins loam. 0 to 3 percent slopes,Fort Collins - Nunn - Vona,80,100,100,100,88.6666666666667,55.3333333333333,55.8666666666667,2.2,6.46666666666667,10.3,17.5333333333333,19.3666666666667,26.8,0,0,17.3333333333333,0.25,2.63,15.5216666666667,0.14,NA,24.5666666666667,11.2,38.3333333333333,0.333333333333333,8,0,0,0.1,12.3666666666667,NA,7.96666666666667,NA,49.2666666666667,NA,0,NA,NA
COH1,40.65306,-104.99303,6/9/2020 5:26:42 PM,Fort Collins loam. 0 to 3 percent slopes,Fort Collins - Nunn - Vona,100,200,100,100,88.6666666666667,55.0633333333333,56.1366666666667,2.2,6.49366666666667,10.327,17.6413333333333,19.4746666666667,25.72,0,0,18.1433333333333,0.25,2.6273,15.5216666666667,0.1454,NA,24.9986666666667,11.794,38.0633333333333,0.333333333333333,8,0,0,0.1,12.9336666666667,NA,7.99366666666667,NA,49.8336666666667,NA,0,NA,NA
