year2014 year2015 year2016 year2017 year2018 year2019
0.01270349 -0.01119518 -0.1859157 0.2195911 0.2154675 0.3504351
0.001506901 0.01328115 -0.1729269 0.2191679 0.2450661 0.3615836
-0.02061484 -0.01877579 -0.1641272 0.216508 0.2549191 0.3907724
0.008008455 -0.0208477 -0.1473293 0.2144468 0.2592132 0.4102628
-0.008634565 -0.03021858 -0.1598383 0.2119165 0.2831593 0.4031032
0.004784149 -0.05319107 -0.139599 0.2565442 0.3089135 0.4130437
-0.04124005 -0.03904626 -0.1647264 0.2652192 0.3168753 0.442751
-0.03105416 -0.03224762 -0.200845 0.2679195 0.2784208 0.4525655
-0.03588109 -0.07500738 -0.1816545 0.2453589 0.3194058 0.4557891
0.005191741 -0.1094076 -0.1565371 0.2555059 0.3300535 0.4651651
0.0005814315 -0.08432826 -0.153486 0.2411845 0.3209007 0.4870047
-0.03703281 -0.06024461 -0.1840633 0.2729275 0.3098809 0.4832139
-0.0420107 -0.06086439 -0.1860644 0.2856844 0.3188811 0.4869399
0.00244211 -0.04319903 -0.1814688 0.2738317 0.3073404 0.4747764
-0.05388445 -0.03220652 -0.2243749 0.2775273 0.3390557 0.4591761
-0.07388479 -0.08450478 -0.2866247 0.2260466 0.2882276 0.4240995
-0.04493971 -0.0537487 -0.2714915 0.2427109 0.2844123 0.4186768
-0.02953521 -0.01451217 -0.2868693 0.2410994 0.3089013 0.3965532
0.01809344 0.0108065 -0.3147404 0.2447718 0.3040449 0.3845882
0.0006331427 0.04098744 -0.3256339 0.284484 0.3282653 0.4184612
0.0232598 0.04972118 -0.3328589 0.2915539 0.3670688 0.4582213
0.05152749 0.07479748 -0.3619083 0.2986102 0.3352399 0.4774464
0.06110525 0.02284483 -0.3527876 0.3090728 0.3276998 0.4548114
0.06176137 0.01330016 -0.3383102 0.3154672 0.3339674 0.4387709
0.07986757 0.04345069 -0.3579643 0.356436 0.3363582 0.4074228
0.07451801 0.103676 -0.3430337 0.38598 0.3460088 0.3948202
0.06544739 0.1184266 -0.3625917 0.4140725 0.3523565 0.3950649
0.01491914 0.1541012 -0.3690647 0.413886 0.3466085 0.3688009
0.02715286 0.137481 -0.3557943 0.3921021 0.3430708 0.3687155
0.07139896 0.1294551 -0.3692604 0.3796588 0.3419121 0.3789144
0.0908297 0.0840177 -0.403188 0.3917146 0.3250664 0.3724354
0.01678441 0.1273594 -0.3756936 0.4375163 0.2976721 0.3797966
0.01183012 0.1097383 -0.3462723 0.4234161 0.3073594 0.3742793
0.05091987 0.09819605 -0.3535824 0.4199169 0.3351914 0.3637328
0.06604243 0.05819744 -0.3406083 0.3914785 0.2998125 0.3563597
0.09765743 0.05464851 -0.3408941 0.4297885 0.285803 0.3594507
0.09116885 0.06109755 -0.3392239 0.402253 0.2785063 0.378385
0.1276394 -0.01304586 -0.2880845 0.4193527 0.2800908 0.33973
0.1070307 -0.01870591 -0.2560833 0.3922322 0.3194984 0.3375528
0.08812479 -0.006914884 -0.2895882 0.4083095 0.3103722 0.3205127
0.07539372 -0.02020896 -0.2668276 0.4257852 0.3361507 0.3299195
0.08212474 -0.0116953 -0.2701066 0.3884313 0.3616241 0.3182774
0.06523382 0.007907999 -0.2587001 0.3704521 0.3922265 0.3722786
0.06907431 -0.0150548 -0.2928601 0.3845687 0.407228 0.3592152
0.07827151 -0.0918164 -0.2920632 0.3681914 0.4076964 0.3360438
0.04078865 -0.1029633 -0.2564455 0.3269458 0.407722 0.3182394
0.04131875 -0.09915356 -0.2758066 0.3004289 0.4024899 0.3124272
-0.01000512 -0.08468929 -0.2445539 0.3335374 0.4073518 0.3463511
0.008126228 -0.04080128 -0.2327171 0.3094199 0.3927931 0.3551597
0.001037913 -0.06663301 -0.2757398 0.29355 0.3993655 0.3320915
0.06283306 -0.0760659 -0.2667825 0.2540415 0.4120621 0.3538373
0.04634102 -0.0388649 -0.2657751 0.3028877 0.4117126 0.3663263
0.05469272 -0.04782963 -0.2570818 0.2596011 0.4033477 0.3368318
0.06041202 -0.06222453 -0.2876039 0.2936104 0.4311096 0.3215876
0.06653836 -0.07566197 -0.2875165 0.2813594 0.4080495 0.293466
0.06864467 -0.09221983 -0.3163172 0.2739098 0.3934742 0.2752083
0.05371541 -0.06058944 -0.3277835 0.2618517 0.3712435 0.2826083
0.05955613 -0.08970265 -0.3235346 0.3199503 0.3723281 0.2940253
0.03240785 -0.1195015 -0.2820791 0.3237873 0.3452976 0.2715795
0.007140412 -0.1728941 -0.2632407 0.3034101 0.3682945 0.2629463
0.01105464 -0.1918994 -0.2605404 0.3205984 0.3686741 0.2523788
0.003709957 -0.2606749 -0.298147 0.3311268 0.3558511 0.2346908
0.03489991 -0.1955769 -0.3157706 0.3249639 0.3602152 0.2439085
0.05697555 -0.1564586 -0.3043592 0.305359 0.3690436 0.1918714
0.01879155 -0.1567032 -0.3409609 0.3076144 0.3756784 0.1895707
0.04183862 -0.1668339 -0.3564823 0.2299327 0.3697073 0.142352
0.03070897 -0.1814258 -0.3815379 0.2045198 0.3424354 0.137069
0.02598978 -0.2208284 -0.3578004 0.1902573 0.3228011 0.132718
0.01546171 -0.2544345 -0.3171179 0.2039978 0.3286605 0.1248676
0.02433895 -0.242141 -0.3220697 0.2033568 0.3313255 0.1257401
0.07419151 -0.2468642 -0.2746724 0.2194934 0.3687526 0.1498583
0.05244987 -0.2222018 -0.267963 0.2182483 0.3854096 0.1243696
0.02953258 -0.2738292 -0.2854477 0.2462507 0.3816097 0.1151133
0.02750902 -0.3066927 -0.2798844 0.2322154 0.3636697 0.1165595
-0.01109117 -0.2997393 -0.2785764 0.2159982 0.3704244 0.1026503
0.01257884 -0.3165544 -0.2702763 0.1698388 0.3659126 0.08537214
0.02332177 -0.372263 -0.2734073 0.1632869 0.373247 0.07470805
0.03993103 -0.3986677 -0.2826961 0.2051053 0.3574279 0.09952614
0.035911 -0.3766631 -0.2783915 0.2431907 0.3381605 0.1508829
0.003599941 -0.3581552 -0.2951157 0.2580108 0.3280943 0.1646082
0.005947161 -0.3505813 -0.2739215 0.2448259 0.3054164 0.1629521
0.002820048 -0.3638907 -0.2632935 0.2418385 0.3248868 0.1423165
-0.03470584 -0.3810794 -0.2352611 0.2141255 0.3016925 0.1271523
-0.047051 -0.4115647 -0.2557123 0.2157036 0.2773773 0.1092035
-0.02950277 -0.4204588 -0.2387608 0.247201 0.3120149 0.1046472
-0.001975469 -0.4111838 -0.2356278 0.2517647 0.3001697 0.1105427
-0.0006875476 -0.4097574 -0.2518308 0.2301781 0.2955855 0.1024797
0.02141872 -0.446417 -0.2573737 0.2085914 0.2962762 0.07429136
0.02853667 -0.4422982 -0.2614525 0.1990811 0.2844106 0.08698062
-0.0009230963 -0.4897533 -0.2577724 0.1979579 0.2843027 0.07640947
0.01122068 -0.5127727 -0.2360185 0.1941578 0.3027413 0.05115288
-0.06332612 -0.530253 -0.2401745 0.1586333 0.286811 0.03294547
-0.07325665 -0.5323265 -0.2364182 0.1541825 0.310362 0.02013765
-0.07437233 -0.529854 -0.2716437 0.1346663 0.2806119 0.027846
-0.04243402 -0.5400433 -0.2628734 0.1609583 0.2942341 -0.01225527
-0.06795562 -0.4810527 -0.2627448 0.1602621 0.2771298 -0.005709029
-0.06145166 -0.4799597 -0.2809762 0.1628787 0.2974444 0.01602829
-0.03805765 -0.4761602 -0.2937421 0.1732265 0.3132377 0.01139517
-0.01487648 -0.5062945 -0.3242429 0.1900088 0.299044 0.01279624
-0.003564785 -0.440161 -0.342192 0.1930859 0.2939321 0.02764747
0.002074501 -0.4742652 -0.3560637 0.1741101 0.3109112 0.01467578
0.04459347 -0.4899351 -0.3104178 0.186553 0.2990749 0.04542474
0.04601223 -0.4698691 -0.2784067 0.2011196 0.2841242 0.03444345
0.04346679 -0.4259106 -0.2617597 0.1637155 0.273215 0.03789353
0.01013441 -0.4607826 -0.2679275 0.1703187 0.2850646 0.01620604
0.002175907 -0.4628464 -0.2987164 0.1775456 0.3008526 0.01268385
0.004238268 -0.452308 -0.3373134 0.2049783 0.2991175 0.008751177
-0.0241874 -0.435598 -0.3418779 0.1819329 0.2972457 0.01965933
-0.04315137 -0.5008243 -0.3216086 0.1919382 0.2892394 0.0003376681
-0.05884125 -0.466035 -0.3475658 0.144631 0.2839213 0.01262529
-0.0493919 -0.4656017 -0.3436488 0.1100701 0.2985688 -0.01431413
-0.08068597 -0.5189033 -0.3623098 0.07144656 0.2723237 -0.04361201
-0.0802169 -0.5556305 -0.3322625 0.09557374 0.2737733 -0.02909481
-0.1196648 -0.594361 -0.383572 0.09299067 0.2425132 -0.02565777
-0.1309764 -0.6020918 -0.3729669 0.1285927 0.2478326 -0.0003356434
-0.1436825 -0.6342264 -0.3930352 0.1031619 0.2519083 -0.05788257
-0.1586163 -0.7020707 -0.4021169 0.08690325 0.2545697 -0.08107732
-0.1259849 -0.7104455 -0.3971783 0.1134528 0.2568504 -0.1018149
-0.1126784 -0.6580663 -0.3887246 0.1204607 0.2981908 -0.06703855
-0.08801825 -0.6699429 -0.3670863 0.1161098 0.3091282 -0.03792827
-0.09126286 -0.6664942 -0.370851 0.1176198 0.3395939 -0.01621625
-0.07901888 -0.6739266 -0.3686273 0.105919 0.3440563 -0.02513224
-0.09903831 -0.668195 -0.3748249 0.1112096 0.3517133 -0.03232918
-0.1054023 -0.7060872 -0.3716564 0.1148986 0.3707077 -0.01725454
-0.07832415 -0.6444547 -0.3641332 0.1145966 0.3672839 0.01141732
-0.0763352 -0.6276488 -0.3802028 0.1115111 0.3554994 0.01409486
-0.1404348 -0.5971458 -0.3771549 0.1445601 0.3305046 0.03544549
-0.1417884 -0.6093957 -0.3985078 0.1357541 0.3235316 0.04057665
-0.1395594 -0.6378822 -0.4023025 0.1500597 0.3005389 0.0475809
-0.1617626 -0.675531 -0.3733764 0.1278897 0.3026502 0.02096255
-0.2362374 -0.6673976 -0.3904918 0.1095423 0.2649856 -0.02037579
-0.2649987 -0.6641178 -0.3785148 0.126067 0.2752641 0.02632126
-0.2335458 -0.6885828 -0.346097 0.1874197 0.2689078 0.02519593
-0.2546741 -0.6607281 -0.3305126 0.1958808 0.2488192 0.01530395
-0.2743183 -0.7136595 -0.3382332 0.1602683 0.2410599 -0.0006318444
-0.2802112 -0.7416187 -0.3895782 0.1445967 0.247749 -0.003171675
-0.2555317 -0.7225841 -0.415353 0.1526698 0.2345479 -0.02995645
-0.2632294 -0.7295214 -0.394844 0.1535366 0.2495271 -0.04229698
-0.2510896 -0.6853027 -0.3651704 0.127429 0.2652273 0.006533639
-0.2232822 -0.6626611 -0.3638076 0.1245562 0.2800169 0.005467637
-0.2155839 -0.7219979 -0.4093453 0.1241663 0.276441 -0.02554207
-0.1943622 -0.6989833 -0.422052 0.1541038 0.2899659 -0.0119661
-0.2014843 -0.7054503 -0.4673485 0.1484184 0.3277405 -0.001327524
-0.2368687 -0.7573456 -0.5138708 0.1353045 0.3213335 -0.01433643
-0.197015 -0.7713949 -0.4718839 0.1315958 0.3076154 -0.02146903
-0.2300685 -0.7882764 -0.5084603 0.1323085 0.2935277 -0.05968805
-0.2592819 -0.7825023 -0.4891242 0.1743616 0.3035352 -0.06360438
-0.249064 -0.7652632 -0.4754931 0.1639543 0.3163508 -0.04279555
-0.2152684 -0.7194989 -0.4510656 0.1821441 0.3213881 -0.03247196
-0.2294481 -0.6971973 -0.4914669 0.2036612 0.2992361 -0.0412382
-0.2471461 -0.7352708 -0.5064677 0.2227735 0.2785278 -0.05479381
-0.3004936 -0.7728357 -0.5058479 0.2067433 0.2700772 -0.03764151
-0.2986591 -0.8135377 -0.5042219 0.2358904 0.2497815 -0.01511027
-0.3205999 -0.8191242 -0.5306061 0.2369365 0.2506337 0.02628578
-0.295232 -0.7848206 -0.5730407 0.2266922 0.2504852 0.02037561
-0.2462624 -0.7254582 -0.5525125 0.2154184 0.2555196 0.04820916
-0.2992173 -0.7438215 -0.5433465 0.2674572 0.2706677 0.04694096
-0.2517434 -0.7210479 -0.5248612 0.2872289 0.2694771 0.08483593
-0.2216323 -0.7138356 -0.4656909 0.2800954 0.2927494 0.1126228
-0.1928398 -0.6516103 -0.465376 0.2888115 0.3090643 0.1271823
-0.1809796 -0.6343827 -0.4549202 0.2892216 0.2949577 0.1233614
-0.1780426 -0.6303732 -0.4724615 0.2683548 0.2806424 0.1154413
-0.210855 -0.6194445 -0.5132992 0.2508158 0.267707 0.08566745
-0.2298335 -0.63159 -0.5250954 0.224379 0.2762152 0.1085036
-0.2063989 -0.6081495 -0.5217161 0.2153674 0.3091836 0.118122
-0.1740527 -0.6036716 -0.5417158 0.2329683 0.3150602 0.1173621
-0.1415235 -0.6374783 -0.555089 0.2618126 0.3291832 0.1432816
-0.1309597 -0.6252787 -0.5597923 0.2217786 0.3224445 0.1616385
-0.1167535 -0.623642 -0.5449179 0.2292405 0.2977793 0.1565094
-0.1047534 -0.6266791 -0.5306766 0.2050135 0.2822947 0.1795761
-0.1217073 -0.6834984 -0.5646806 0.2518754 0.2840096 0.1371712
-0.1182467 -0.6488978 -0.5384903 0.2711453 0.3461416 0.129963
-0.09632861 -0.6449448 -0.5736817 0.2463258 0.3532506 0.1278204
-0.0712479 -0.6164489 -0.6025435 0.2500229 0.3759404 0.1375595
-0.06186045 -0.5806369 -0.603748 0.2923411 0.4085107 0.1256426
-0.06225403 -0.606338 -0.5536071 0.2372856 0.4026032 0.08304429
-0.0115171 -0.5909545 -0.527459 0.2188782 0.4003136 0.109313
0.01633497 -0.5220464 -0.5366966 0.1882879 0.376597 0.08694607
-0.00871588 -0.5036374 -0.542601 0.2602144 0.3471211 0.1049386
-0.04687665 -0.4838733 -0.5373393 0.2377176 0.3421406 0.09348947
-0.06196104 -0.4443546 -0.5261335 0.2400892 0.3301648 0.0960779
-0.03345147 -0.472332 -0.6070996 0.2422522 0.3210481 0.09745199
-0.03673526 -0.4709702 -0.5885092 0.248087 0.2972686 0.1346205
-0.1064183 -0.4990748 -0.5830735 0.2815966 0.3060836 0.1694649
-0.05706468 -0.461979 -0.5978108 0.2832922 0.3108933 0.1533055
-0.1078625 -0.4735351 -0.5819011 0.2574143 0.2950789 0.1119768
-0.06478187 -0.4720498 -0.602436 0.2607872 0.320005 0.1283415
-0.06668986 -0.4547062 -0.5970416 0.3165686 0.3440106 0.1359197
-0.1235482 -0.5229997 -0.5858971 0.2997461 0.3141728 0.1226327
-0.09986319 -0.5507758 -0.558439 0.2880758 0.3283888 0.1216434
-0.131795 -0.5369712 -0.6062315 0.3033917 0.3105302 0.1529452
-0.09404841 -0.5116384 -0.6087707 0.3196085 0.2893619 0.1397172
-0.09945402 -0.4847564 -0.625399 0.3342055 0.2598648 0.1686038
-0.1027302 -0.4848654 -0.6192764 0.3370989 0.2525966 0.1486688
-0.09360302 -0.463043 -0.5992542 0.3440261 0.2746503 0.1566433
-0.09783648 -0.4544791 -0.6394826 0.3421619 0.2594889 0.1515384
-0.1140214 -0.4142589 -0.6436374 0.3745467 0.2622414 0.1371508
-0.1599453 -0.3901025 -0.6161219 0.3638305 0.2213103 0.1306486
-0.1569178 -0.3942317 -0.6082947 0.3936176 0.2364755 0.162129
-0.1577013 -0.3984233 -0.5789394 0.4145436 0.2539263 0.1499832
-0.1311251 -0.4012375 -0.5751484 0.4035412 0.2420175 0.11862
-0.09458282 -0.4433144 -0.5920745 0.4601021 0.2728589 0.1289594
-0.1081403 -0.499171 -0.5779385 0.3982776 0.2840167 0.09444122
-0.1229155 -0.5426736 -0.5434964 0.4232136 0.298672 0.1077887
-0.110559 -0.5363476 -0.5343902 0.3969078 0.30187 0.1277877
-0.1340461 -0.5080681 -0.5888694 0.3770125 0.3081857 0.0962623
-0.1472968 -0.5128802 -0.5997815 0.3516441 0.3055127 0.1002715
-0.1565454 -0.5557585 -0.5882365 0.3522719 0.2779755 0.1184808
-0.1745218 -0.57359 -0.5694113 0.3744827 0.2844969 0.1037678
-0.1583511 -0.5418746 -0.5459469 0.3777268 0.2917124 0.1215802
-0.2173285 -0.548712 -0.5861207 0.3770596 0.2919422 0.10023
-0.2520473 -0.5447106 -0.5949488 0.374326 0.2902975 0.1272473
-0.2929274 -0.5012798 -0.5449252 0.420025 0.2906758 0.1547666
-0.3143802 -0.5457976 -0.5468293 0.4223893 0.2648906 0.1911897
-0.3306474 -0.5294456 -0.5465349 0.4112243 0.2859908 0.1837802
-0.3182623 -0.5333979 -0.5408503 0.3593784 0.2596733 0.1877022
-0.3083905 -0.5695952 -0.571483 0.3483001 0.2217547 0.1731473
-0.2876627 -0.5494695 -0.5634039 0.321466 0.1965435 0.1698566
-0.2405585 -0.5782601 -0.5350006 0.3123712 0.1736862 0.1393209
-0.2053633 -0.5232097 -0.5154245 0.3420508 0.1900362 0.1429183
-0.2225966 -0.526652 -0.5214408 0.3891331 0.2050255 0.1131565
-0.224427 -0.4700955 -0.4764243 0.4107817 0.2048175 0.1214724
-0.2057405 -0.4355771 -0.4555121 0.4110849 0.2160149 0.1498444
-0.1523805 -0.4422888 -0.4472986 0.4175619 0.2170865 0.1449356
-0.1162803 -0.4301769 -0.456063 0.4173898 0.2123448 0.1146961
-0.1259207 -0.4519821 -0.4739355 0.4233487 0.1895574 0.1153515
-0.1445655 -0.485531 -0.4263235 0.4248127 0.2000991 0.1233814
-0.1000521 -0.4403243 -0.4264441 0.4419227 0.1961748 0.1069471
-0.1411712 -0.4503959 -0.4543029 0.4363841 0.1986246 0.08336495
-0.127241 -0.4781484 -0.450953 0.4241442 0.1865623 0.09285983
-0.08952121 -0.4297793 -0.48243 0.4287248 0.2118053 0.08534279
-0.153775 -0.4082546 -0.5122416 0.4313647 0.1761838 0.08471737
-0.1275142 -0.4298588 -0.5264591 0.4368081 0.1513086 0.08243244
-0.1416716 -0.4486924 -0.5106212 0.4187491 0.1479173 0.08098796
-0.1043995 -0.4448522 -0.4812073 0.3774237 0.1402035 0.08137709
-0.1559593 -0.4377781 -0.441108 0.3755927 0.170777 0.08931264
-0.1426702 -0.4059235 -0.4296422 0.3541654 0.1610796 0.07743635
-0.09304831 -0.4072005 -0.4128228 0.344016 0.1841201 0.09324764
-0.06047781 -0.3680075 -0.4138537 0.3775657 0.2171882 0.07874965
-0.03910203 -0.3390875 -0.431488 0.370721 0.217125 0.08679473
-0.08203993 -0.3390416 -0.4299408 0.3250922 0.2105253 0.04672105
-0.08405013 -0.3611703 -0.3953021 0.3496774 0.2374766 0.03370311
-0.04811852 -0.3997669 -0.3952345 0.3914039 0.2430802 0.04286222
-0.08685173 -0.3750948 -0.4112845 0.3360865 0.2270465 0.03480655
-0.08351933 -0.4236363 -0.3968433 0.3512476 0.2172185 0.01790894
-0.1011111 -0.3983861 -0.4295771 0.3581405 0.2208192 0.02187999
-0.07644151 -0.4025372 -0.3995278 0.3300017 0.215816 0.004713291
-0.08624734 -0.4325948 -0.3805019 0.3344411 0.2285107 -0.001122172
-0.1062083 -0.4428506 -0.3779585 0.3148701 0.2227435 -0.01550206
-0.1065745 -0.410111 -0.3712191 0.2978974 0.2263927 -0.02825912
-0.05065483 -0.3829527 -0.4311219 0.3122782 0.2122191 -0.01179826
-0.03931125 -0.3913637 -0.4507773 0.3043943 0.2132266 -0.02203265
-0.07537918 -0.4391023 -0.4374465 0.2817869 0.2368906 0.01488228
-0.0816054 -0.4818994 -0.4437873 0.3093131 0.2454505 0.005811934
-0.08018825 -0.4637425 -0.4578749 0.2855609 0.2743265 -0.008401558
-0.08461966 -0.4502903 -0.4026777 0.3079307 0.2757734 0.02621099
-0.1253784 -0.4575582 -0.4240717 0.3065935 0.2384355 0.01763658
-0.1395216 -0.4535185 -0.3962319 0.3144135 0.2267184 -0.03220154
-0.1241818 -0.4393675 -0.3655642 0.3258082 0.2496747 -0.07486874
-0.08369156 -0.4236194 -0.3603688 0.3000307 0.2296903 -0.05067453
-0.04666012 -0.4680743 -0.3423498 0.3262459 0.2348611 -0.04535481
-0.01740964 -0.4578144 -0.3193336 0.2809498 0.2243677 -0.04107399
-0.0329413 -0.4501354 -0.3226864 0.2791418 0.1955685 -0.07900678
-0.0216971 -0.4908686 -0.3707315 0.2381034 0.1695239 -0.1056998
-0.05992553 -0.4688093 -0.417255 0.2420606 0.1689326 -0.123641
-0.06995536 -0.4697311 -0.402459 0.2225172 0.1939974 -0.1270672
-0.06228166 -0.4613766 -0.3588254 0.2390502 0.2289718 -0.1106364
-0.07305528 -0.3934658 -0.374747 0.2392137 0.2212567 -0.1284039
-0.09134573 -0.4287914 -0.3829748 0.2451107 0.2167277 -0.1096423
-0.04999755 -0.4372664 -0.4532329 0.2656376 0.220908 -0.1331115
-0.05963699 -0.41403 -0.4979557 0.2670555 0.2372651 -0.1398208
-0.05434145 -0.4678654 -0.4929348 0.3116769 0.2319844 -0.1000815
-0.01397601 -0.4854887 -0.4514897 0.3382845 0.2519491 -0.06116344
0.003447873 -0.4545317 -0.4294797 0.3291625 0.2469226 -0.09082132
0.05002083 -0.4411182 -0.3741047 0.3755715 0.2520155 -0.0163107
0.05094528 -0.4278225 -0.3888444 0.3423413 0.2593516 -0.02015477
0.08815686 -0.4459425 -0.4200389 0.3090352 0.2756655 -0.02037105
0.09911342 -0.460488 -0.456378 0.3458729 0.2839188 -0.04542255
0.04488518 -0.4668307 -0.4635844 0.3278031 0.2746431 -0.03054641
0.02154096 -0.5120486 -0.4784683 0.2903666 0.2616611 -0.0626496
0.0226706 -0.5486909 -0.4541088 0.2904019 0.2713245 -0.05193189
0.0282013 -0.5609033 -0.4040167 0.3115972 0.274905 -0.01780363
0.04113689 -0.5842962 -0.4069618 0.3168834 0.2095819 -0.01636876
0.089966 -0.5784259 -0.4307071 0.3700753 0.2205613 0.00345788
0.07036611 -0.586225 -0.4615652 0.3225362 0.2166781 -0.0167511
0.05241852 -0.5590764 -0.4647185 0.3947016 0.2007901 -0.005158192
0.005592619 -0.54348 -0.4767515 0.3709667 0.2201285 0.004071884
-0.006959996 -0.5254312 -0.4853011 0.3701645 0.2141839 0.02696378
-0.05381591 -0.508375 -0.5031399 0.3578194 0.1968135 0.001295808
-0.0431475 -0.5183458 -0.510122 0.3742764 0.2026345 -0.03148587
-0.09075088 -0.4864457 -0.5758195 0.3303174 0.1877561 -0.03802304
-0.06727551 -0.4445128 -0.5634201 0.3431012 0.1869671 -0.01718858
-0.06370041 -0.4650267 -0.5854941 0.2565256 0.1587984 -0.04095299
-0.02015113 -0.439142 -0.622432 0.2624252 0.1785805 -0.05296854
-0.007239643 -0.4565422 -0.5784363 0.2872917 0.1486914 -0.05208611
-0.007017473 -0.5300522 -0.542242 0.3373973 0.1657861 -0.03819975
0.006957282 -0.5234218 -0.5630951 0.3137458 0.1629722 -0.04149429
-0.03124157 -0.5239062 -0.5685064 0.3216385 0.1707514 -0.06202981
-0.006683762 -0.5095382 -0.5436401 0.3017573 0.1631118 -0.04338498
-0.03962984 -0.5488764 -0.5329466 0.3139498 0.1399588 -0.04267015
-0.07450851 -0.611466 -0.5278901 0.2837448 0.1340859 -0.08950737
-0.1076823 -0.604173 -0.5659305 0.2582571 0.127088 -0.08049051
-0.1145143 -0.6629692 -0.5610239 0.2329289 0.1378983 -0.08543066
-0.1477407 -0.6957098 -0.5651112 0.20868 0.1167498 -0.08482616
-0.1686291 -0.7339258 -0.5707369 0.1754078 0.08881889 -0.1026564
-0.174872 -0.7161281 -0.5860145 0.1874636 0.1046642 -0.09162132
-0.1393688 -0.7273371 -0.6222412 0.1605984 0.07636698 -0.09043409
-0.1498891 -0.7099651 -0.6066611 0.2053648 0.08505536 -0.08995173
-0.1868717 -0.7466276 -0.5935675 0.1982994 0.07167077 -0.1184385
-0.2223723 -0.8131799 -0.6251352 0.1974066 0.02106371 -0.1357384
-0.2428567 -0.7992573 -0.5989068 0.2279016 0.02160616 -0.1663951
-0.2333535 -0.8011293 -0.6114928 0.233528 0.02503113 -0.1564385
-0.2338636 -0.8470728 -0.6550528 0.2408497 0.04040727 -0.1699199
-0.1953985 -0.8395415 -0.6544349 0.2440333 0.03857744 -0.175755
-0.148027 -0.8057012 -0.6682224 0.2395512 0.02419094 -0.1551571
-0.1166667 -0.8199828 -0.6579951 0.2187659 0.04068795 -0.1203343
-0.08896826 -0.7873267 -0.6693788 0.1991302 0.04438682 -0.1465672
-0.08653105 -0.7702277 -0.635692 0.2235755 0.03193639 -0.1275305
-0.08697677 -0.7512699 -0.6236731 0.2576788 0.01820112 -0.09872061
-0.07127709 -0.7490281 -0.5891587 0.2260783 0.01734361 -0.1059191
-0.09694396 -0.7375824 -0.59563 0.2341665 0.01256423 -0.09799716
-0.07358956 -0.7558955 -0.6291136 0.2284234 0.02833513 -0.07286231
-0.0752083 -0.7033946 -0.6669994 0.2088184 0.03763656 -0.07916959
-0.1051099 -0.6620288 -0.6580559 0.2211212 0.06133871 -0.05934381
-0.08797927 -0.6552266 -0.6443444 0.1774719 0.09042693 -0.1137025
-0.1838936 -0.6614071 -0.6194126 0.1675373 0.105607 -0.08680748
-0.1899268 -0.6957783 -0.601776 0.1697216 0.1026621 -0.1070465
-0.2053984 -0.7446875 -0.5981612 0.1749829 0.09696467 -0.08488546
-0.1884399 -0.7420642 -0.6036913 0.17537 0.09539204 -0.09518109
-0.2171927 -0.7370528 -0.6081287 0.183402 0.09068852 -0.102644
-0.2407235 -0.7613631 -0.5787105 0.1831919 0.1071387 -0.1230199
-0.2622312 -0.7838884 -0.5799855 0.1444694 0.04100781 -0.1139298
-0.2366763 -0.7548225 -0.6011586 0.1553982 0.02605677 -0.1084959
-0.2311291 -0.7925132 -0.6040894 0.1414128 0.04898314 -0.1306279
-0.235371 -0.7583518 -0.5789826 0.1550261 0.06127852 -0.1191729
-0.2489285 -0.7707417 -0.6044627 0.1503733 0.04259841 -0.1059141
-0.277599 -0.7859934 -0.5994727 0.1102852 0.06251805 -0.1146559
-0.299133 -0.7668646 -0.5534675 0.1223946 0.06545756 -0.1342106
-0.3130811 -0.7917511 -0.5873416 0.1152154 0.07719766 -0.1381339
-0.3341931 -0.7272825 -0.6228145 0.1398498 0.06677937 -0.1426024
-0.3240421 -0.7347952 -0.631126 0.1218849 0.07459463 -0.1819242
-0.2877404 -0.7199288 -0.6579802 0.1365192 0.08483482 -0.1754377
-0.2985901 -0.6852863 -0.6229804 0.1284205 0.07310854 -0.1591732
-0.3018866 -0.6803355 -0.6045287 0.136315 0.07619519 -0.1423465
-0.3021032 -0.6404781 -0.6288591 0.1011103 0.0541345 -0.1616928
-0.2669945 -0.640319 -0.6121173 0.08097538 0.07512955 -0.1364974
-0.2969618 -0.6815281 -0.6663658 0.02200554 0.04509683 -0.1727397
-0.2543825 -0.7027854 -0.6339109 0.05189949 0.07421949 -0.1656151
-0.2594404 -0.7226171 -0.5992494 0.06752936 0.0800325 -0.1680853
-0.2898633 -0.770893 -0.6095687 0.01166361 0.04238672 -0.1758596
-0.3150314 -0.7547311 -0.6121112 -0.001840266 0.02118953 -0.183486
-0.2481168 -0.7214197 -0.6450383 -0.009970833 0.06626883 -0.1582333
-0.3056066 -0.6989815 -0.6554578 -0.02623157 0.05243192 -0.1638056
-0.2312872 -0.6516503 -0.6592826 -0.02308921 0.08745314 -0.1284849
-0.2359545 -0.6407083 -0.647771 -0.03329942 0.06245666 -0.1423844
-0.2468074 -0.6949416 -0.6184889 -0.02337932 0.0412283 -0.1551078
-0.1993975 -0.6387853 -0.5947808 -0.05044668 0.03908322 -0.1746593
-0.2150828 -0.631313 -0.5549957 -0.05800401 0.03010969 -0.1813042
-0.2130289 -0.6169386 -0.5229886 -0.07883914 0.05539627 -0.1785411
-0.2379846 -0.5854762 -0.521768 -0.0992823 0.07459449 -0.2065016
-0.2742154 -0.6169056 -0.549586 -0.1285861 0.05298344 -0.19844
